行	型	該当	本文
c806-1	数詞＋助数詞	30日	翌11月30日、試験場の北の端にある工場へ運ばれた。
c807-2	同形異音語（実績）	側	化学と金属の分析。温度と圧力を、金属の側から読む作業である。
c808-2	同形異音語（一般）	上	板の面積の5パーセントが、蒸発の温度まで上がっていた。
c808-2	数詞＋助数詞	5パーセント	板の面積の5パーセントが、蒸発の温度まで上がっていた。
c809-1	数詞＋助数詞	20パーセント	炉心全体の20パーセントでは、溶けが被覆の表面まで進み、
c810-1	同形異音語（一般）	上	炉心そのものも、ほぼ半フィート、上へずれていた。
c810-2	同形異音語（一般）	上	押し上げられて、そのまま戻らなかったということである。
c811-1	同形異音語（一般）	日	ここで、事故の日の作業が効いてくる。
c811-2	同形異音語（一般）	日	前日から差し込んでいた44本の測定棒が、ほとんど回収できた。
c811-2	数詞＋助数詞	44本	前日から差し込んでいた44本の測定棒が、ほとんど回収できた。
c812-2	§6の語（SL-1）	中性子	中性子がどこにどれだけ来たかを、直接測ることができた。
c813-1	EL_YOMI 既存	建屋は、切って→たてやは、切って×1	建屋は、切って埋めることになった。
c813-2	同形異音語（実績）	方	壊し方は、爆破である。
c814-1	同形異音語（一般）	家	フォート・ベルボアから爆破の専門家が来て、
c814-2	§6の語（SL-1）	炸薬	柱の鋼材に、成形炸薬を磁石のクリップで留めた。
c815-1	同形異音語（一般）	目	運転階の床を落とし、入った割れ目から2つに割って、
c815-1	数詞＋助数詞	2つ	運転階の床を落とし、入った割れ目から2つに割って、
c816-1	数詞＋助数詞	1600フィート	引きずった先は、SL-1から1600フィートの位置。
c816-1	§6の語（SL-1）	SL-1	引きずった先は、SL-1から1600フィートの位置。
c816-1	英字・記号	SL	引きずった先は、SL-1から1600フィートの位置。
c817-1	数詞＋助数詞	2本	溝は2本。深さ10フィート、長さは466フィートと495フィート。
c817-1	数詞＋助数詞	10フィート	溝は2本。深さ10フィート、長さは466フィートと495フィート。
c817-1	数詞＋助数詞	466フィート	溝は2本。深さ10フィート、長さは466フィートと495フィート。
c817-1	数詞＋助数詞	495フィート	溝は2本。深さ10フィート、長さは466フィートと495フィート。
c817-1	§6の語（SL-1）	溝	溝は2本。深さ10フィート、長さは466フィートと495フィート。
c817-2	同形異音語（実績）	間	それでも入りきらず、2本の間に3本目、長さ400フィートを掘っている。
c817-2	同形異音語（一般）	目	それでも入りきらず、2本の間に3本目、長さ400フィートを掘っている。
c817-2	数詞＋助数詞	2本	それでも入りきらず、2本の間に3本目、長さ400フィートを掘っている。
c817-2	数詞＋助数詞	3本	それでも入りきらず、2本の間に3本目、長さ400フィートを掘っている。
c817-2	数詞＋助数詞	400フィート	それでも入りきらず、2本の間に3本目、長さ400フィートを掘っている。
c819-1	同形異音語（実績）	方	埋めた量は、およそ8万立方フィート。
c819-1	§6の語（SL-1）	立方フィート	埋めた量は、およそ8万立方フィート。
c820-1	同形異音語（一般）	上	上には、汚れていない土を2フィート被せた。
c820-1	数詞＋助数詞	2フィート	上には、汚れていない土を2フィート被せた。
c820-1	§6の語（SL-1）	被せ	上には、汚れていない土を2フィート被せた。
c820-2	同形異音語（一般）	下	いまも、その下にある。
c821-2	同形異音語（一般）	人	公道を16マイル運ぶあいだに、人が浴びる量のほうが大きいからだ。
c822-2	同形異音語（一般）	物	燃料を除いた炉心と部品は、廃棄物の管理施設に入っている。
c823-1	数詞＋助数詞	1962年	除染が終わったのは1962年9月。建屋は1994年に解体された。
c823-1	数詞＋助数詞	9月	除染が終わったのは1962年9月。建屋は1994年に解体された。
c823-1	数詞＋助数詞	1994年	除染が終わったのは1962年9月。建屋は1994年に解体された。
c823-3	§6の語（SL-1）	更地	敷地は全部、更地である
c901-2	数詞＋助数詞	1本	これ以後、制御棒1本で臨界にできる炉は、禁じられた、と。
c901-2	§6の語（SL-1）	制御棒	これ以後、制御棒1本で臨界にできる炉は、禁じられた、と。
c901-2	§6の語（SL-1）	臨界	これ以後、制御棒1本で臨界にできる炉は、禁じられた、と。
c903-1	数詞＋助数詞	1961年	まず、原因を扱った調査委員会の報告。1961年6月、43ページ。
c903-1	数詞＋助数詞	6月	まず、原因を扱った調査委員会の報告。1961年6月、43ページ。
c904-1	数詞＋助数詞	1本	「1本の制御棒」という言葉は、1件も出てこない。
c904-1	数詞＋助数詞	1件	「1本の制御棒」という言葉は、1件も出てこない。
c904-1	鉤括弧	「	「1本の制御棒」という言葉は、1件も出てこない。
c904-1	鉤括弧	」	「1本の制御棒」という言葉は、1件も出てこない。
c904-1	§6の語（SL-1）	制御棒	「1本の制御棒」という言葉は、1件も出てこない。
c905-1	数詞＋助数詞	1961年	次に、原子力委員会AECの委員が、1961年6月に議会でそう述べたという記録。
c905-1	数詞＋助数詞	6月	次に、原子力委員会AECの委員が、1961年6月に議会でそう述べたという記録。
c905-1	§6の語（SL-1）	AEC	次に、原子力委員会AECの委員が、1961年6月に議会でそう述べたという記録。
c905-1	英字・記号	AEC	次に、原子力委員会AECの委員が、1961年6月に議会でそう述べたという記録。
c906-1	数詞＋助数詞	1961年	ただし、その本の出どころは1961年6月1日付の書簡で、
c906-1	数詞＋助数詞	6月	ただし、その本の出どころは1961年6月1日付の書簡で、
c906-1	数詞＋助数詞	1日	ただし、その本の出どころは1961年6月1日付の書簡で、
c907-1	鉤括弧	「	だからここは「そう書いている本がある」までしか言えない。
c907-1	鉤括弧	」	だからここは「そう書いている本がある」までしか言えない。
c908-1	数詞＋助数詞	1962年	もっとはっきりしている資料がある。1962年11月、
c908-1	数詞＋助数詞	11月	もっとはっきりしている資料がある。1962年11月、
c909-1	同形異音語（一般）	一	その第8章F節の題は、「単一の誤り、という基準」。
c909-1	鉤括弧	「	その第8章F節の題は、「単一の誤り、という基準」。
c909-1	鉤括弧	」	その第8章F節の題は、「単一の誤り、という基準」。
c909-1	英字・記号	F	その第8章F節の題は、「単一の誤り、という基準」。
c910-1	数詞＋助数詞	1本	制御棒1本を抜くだけで超臨界、つまり反応が増え続ける状態になる設計は、
c910-1	§6の語（SL-1）	制御棒	制御棒1本を抜くだけで超臨界、つまり反応が増え続ける状態になる設計は、
c910-1	§6の語（SL-1）	臨界	制御棒1本を抜くだけで超臨界、つまり反応が増え続ける状態になる設計は、
c911-1	同形異音語（一般）	事	避けようとすると、ほかの大事な点で設計が悪くなりかねない。
c912-2	§6の語（SL-1）	臨界	中央の棒を抜けば超臨界だった。事故は、新しい炉でも起きえた、と。
c912-3	数詞＋助数詞	1年	事故から1年10か月。この時点で、条文にはなっていない。
c912-3	数詞＋助数詞	10か月	事故から1年10か月。この時点で、条文にはなっていない。
c913-1	EL_YOMI 既存	同じ節に→同じ せつに×1	ただし同じ節に、この事故のいちばん鋭い数字がある。
c913-2	同形異音語（実績）	話	歯棒と歯車の減速比の話である。
c913-2	§6の語（SL-1）	歯棒	歯棒と歯車の減速比の話である。
c913-2	§6の語（SL-1）	歯車	歯棒と歯車の減速比の話である。
c914-1	小数	0.01	駆動装置は、反応度が毎秒0.01パーセントより速く入らないよう、
c914-1	数詞＋助数詞	01パーセント	駆動装置は、反応度が毎秒0.01パーセントより速く入らないよう、
c914-1	§6の語（SL-1）	反応度	駆動装置は、反応度が毎秒0.01パーセントより速く入らないよう、
c914-2	§6の語（SL-1）	歯車	歯車が選ばれていた。わざと、遅くしてある。
c915-1	1モーラ語＋助詞	手で	ところが駆動を外し、手で速く引けば、毎秒20パーセント。
c915-1	数詞＋助数詞	20パーセント	ところが駆動を外し、手で速く引けば、毎秒20パーセント。
c915-2	文頭の数字	2	2000倍になりうる、と見積もられている。
c915-2	数詞＋助数詞	2000倍	2000倍になりうる、と見積もられている。
c916-1	同形異音語（一般）	日	条文になったのは1971年2月20日、一般設計基準の25番と26番。
c916-1	数詞＋助数詞	1971年	条文になったのは1971年2月20日、一般設計基準の25番と26番。
c916-1	数詞＋助数詞	2月	条文になったのは1971年2月20日、一般設計基準の25番と26番。
c916-1	数詞＋助数詞	20日	条文になったのは1971年2月20日、一般設計基準の25番と26番。
c916-2	文頭の数字	2	25番は、ひとつの誤動作でも燃料の限度を超えないこと。
c917-1	文頭の数字	2	26番は、棒が固着する不具合を見込んだ余裕を持つこと。
c917-2	数詞＋助数詞	1本	どちらも「1本で臨界にならない」とは書いていない。近いが、別だ。
c917-2	鉤括弧	「	どちらも「1本で臨界にならない」とは書いていない。近いが、別だ。
c917-2	鉤括弧	」	どちらも「1本で臨界にならない」とは書いていない。近いが、別だ。
c917-2	§6の語（SL-1）	臨界	どちらも「1本で臨界にならない」とは書いていない。近いが、別だ。
ep02-2	§6の語（SL-1）	レントゲン	誰がいつ入り、何レントゲンを浴び、何分で出たか。それが並んでいる。
ep04-1	§6の語（SL-1）	支所	続きはこうである。それが結局、アイダホ支所の全部の部署と、
ep04-2	同形異音語（一般）	人	いくつもの連邦機関と、社外の人たちを巻き込んだ、と。
ep05-1	同形異音語（一般）	人	最初に動いたのは、6人の消防隊だった。
ep05-1	数詞＋助数詞	6人	最初に動いたのは、6人の消防隊だった。
ep05-2	1モーラ語＋助詞	火は	火は、出ていなかった。
ep06-1	文頭の数字	1	1961年1月3日、午後9時1分。
ep06-1	同形異音語（一般）	日	1961年1月3日、午後9時1分。
ep06-1	数詞＋助数詞	1961年	1961年1月3日、午後9時1分。
ep06-1	数詞＋助数詞	1月	1961年1月3日、午後9時1分。
ep06-1	数詞＋助数詞	3日	1961年1月3日、午後9時1分。
ep06-1	数詞＋助数詞	9時	1961年1月3日、午後9時1分。
ep06-1	数詞＋助数詞	1分	1961年1月3日、午後9時1分。
