行	型	該当	本文
c516-3	§6の語（三豊百貨店）	鉄筋	鉄筋はあるべき位置より下に沈んでいた
c517-1	数詞＋助数詞	13センチ	いちばん低い所では、13センチから18センチ沈んでいた。
c517-1	数詞＋助数詞	18センチ	いちばん低い所では、13センチから18センチ沈んでいた。
c517-2	数詞＋助数詞	5センチ	柱に入れる鉄筋は、表面から5センチの位置と決まっていた。
c517-2	§6の語（三豊百貨店）	柱	柱に入れる鉄筋は、表面から5センチの位置と決まっていた。
c517-2	§6の語（三豊百貨店）	鉄筋	柱に入れる鉄筋は、表面から5センチの位置と決まっていた。
c517-3	数詞＋助数詞	6センチ	実際は深いところで、そこからさらに6センチ奥に入っていた。
c518-1	数詞＋助数詞	45センチ	柱のまわりの床は、板とあわせて45センチの厚さにするはずが、
c518-1	§6の語（三豊百貨店）	柱	柱のまわりの床は、板とあわせて45センチの厚さにするはずが、
c518-1	§6の語（三豊百貨店）	床	柱のまわりの床は、板とあわせて45センチの厚さにするはずが、
c518-1	§6の語（三豊百貨店）	板	柱のまわりの床は、板とあわせて45センチの厚さにするはずが、
c518-2	数詞＋助数詞	5センチ	多くの場所で5センチほど薄かった。
c518-3	数詞＋助数詞	15センチ	厚さ15センチのその板が、1か所まるごと付いていなかった。
c518-3	§6の語（三豊百貨店）	板	厚さ15センチのその板が、1か所まるごと付いていなかった。
c519-1	同形異音語（一般）	物	さらに、建物の重さを受け持っている壁を、
c519-1	§6の語（三豊百貨店）	壁	さらに、建物の重さを受け持っている壁を、
c519-2	文頭の数字	5	5階の厨房から煙を出す管を通すために、40センチ×98センチ切り取っている。
c519-2	数詞＋助数詞	5階	5階の厨房から煙を出す管を通すために、40センチ×98センチ切り取っている。
c519-2	数詞＋助数詞	40センチ	5階の厨房から煙を出す管を通すために、40センチ×98センチ切り取っている。
c519-2	数詞＋助数詞	98センチ	5階の厨房から煙を出す管を通すために、40センチ×98センチ切り取っている。
c519-2	§6の語（三豊百貨店）	階	5階の厨房から煙を出す管を通すために、40センチ×98センチ切り取っている。
c519-2	§6の語（三豊百貨店）	厨房	5階の厨房から煙を出す管を通すために、40センチ×98センチ切り取っている。
c519-3	§6の語（三豊百貨店）	補強	切ったあと、補強は何もされていない。
c520-1	文頭の数字	5	5階の床の鉄筋は、壁の中へ64センチ入れる決まりだった。
c520-1	数詞＋助数詞	5階	5階の床の鉄筋は、壁の中へ64センチ入れる決まりだった。
c520-1	数詞＋助数詞	64センチ	5階の床の鉄筋は、壁の中へ64センチ入れる決まりだった。
c520-1	§6の語（三豊百貨店）	階	5階の床の鉄筋は、壁の中へ64センチ入れる決まりだった。
c520-1	§6の語（三豊百貨店）	床	5階の床の鉄筋は、壁の中へ64センチ入れる決まりだった。
c520-1	§6の語（三豊百貨店）	鉄筋	5階の床の鉄筋は、壁の中へ64センチ入れる決まりだった。
c520-1	§6の語（三豊百貨店）	壁	5階の床の鉄筋は、壁の中へ64センチ入れる決まりだった。
c520-2	数詞＋助数詞	40倍	鉄筋の太さの、40倍である。実際に入っていた長さは、
c520-2	§6の語（三豊百貨店）	鉄筋	鉄筋の太さの、40倍である。実際に入っていた長さは、
c520-3	数詞＋助数詞	18センチ	判決文で15から18センチ、白書で25センチ。どちらも4割に満たない。
c520-3	数詞＋助数詞	25センチ	判決文で15から18センチ、白書で25センチ。どちらも4割に満たない。
c520-3	数詞＋助数詞	4割	判決文で15から18センチ、白書で25センチ。どちらも4割に満たない。
c520-3	§6の語（三豊百貨店）	白書	判決文で15から18センチ、白書で25センチ。どちらも4割に満たない。
c521-1	同形異音語（実績）	方	しかも先を曲げて引っかける留め方も、されていなかった。
c521-2	§6の語（コロンビア号）	報告書	国会の報告書は、そのせいで壁はそのまま立ち、床だけが落ちた、と書いている。
c521-2	§6の語（三豊百貨店）	壁	国会の報告書は、そのせいで壁はそのまま立ち、床だけが落ちた、と書いている。
c521-2	§6の語（三豊百貨店）	床	国会の報告書は、そのせいで壁はそのまま立ち、床だけが落ちた、と書いている。
c521-3	同形異音語（実績）	側	外側の柱とのつなぎも、深さ100センチのうち30センチだけだった。
c521-3	数詞＋助数詞	100センチ	外側の柱とのつなぎも、深さ100センチのうち30センチだけだった。
c521-3	数詞＋助数詞	30センチ	外側の柱とのつなぎも、深さ100センチのうち30センチだけだった。
c521-3	§6の語（三豊百貨店）	柱	外側の柱とのつなぎも、深さ100センチのうち30センチだけだった。
c522-1	同形異音語（一般）	上	重い屋上。細い柱。沈んだ鉄筋。
c522-1	§6の語（三豊百貨店）	屋上	重い屋上。細い柱。沈んだ鉄筋。
c522-1	§6の語（三豊百貨店）	柱	重い屋上。細い柱。沈んだ鉄筋。
c522-1	§6の語（三豊百貨店）	鉄筋	重い屋上。細い柱。沈んだ鉄筋。
c522-2	同形異音語（一般）	日	そして1995年6月29日の朝、5階の床が盛り上がりはじめる。
c522-2	同形異音語（一般）	上	そして1995年6月29日の朝、5階の床が盛り上がりはじめる。
c522-2	数詞＋助数詞	1995年	そして1995年6月29日の朝、5階の床が盛り上がりはじめる。
c522-2	数詞＋助数詞	6月	そして1995年6月29日の朝、5階の床が盛り上がりはじめる。
c522-2	数詞＋助数詞	29日	そして1995年6月29日の朝、5階の床が盛り上がりはじめる。
c522-2	数詞＋助数詞	5階	そして1995年6月29日の朝、5階の床が盛り上がりはじめる。
c522-2	§6の語（三豊百貨店）	階	そして1995年6月29日の朝、5階の床が盛り上がりはじめる。
c522-2	§6の語（三豊百貨店）	床	そして1995年6月29日の朝、5階の床が盛り上がりはじめる。
c522-2	§6の語（三豊百貨店）	盛り上が	そして1995年6月29日の朝、5階の床が盛り上がりはじめる。
c601-1	同形異音語（実績）	話	話を、崩れた日の午後にもどす。朝から床が盛り上がり、
c601-1	同形異音語（一般）	日	話を、崩れた日の午後にもどす。朝から床が盛り上がり、
c601-1	同形異音語（一般）	上	話を、崩れた日の午後にもどす。朝から床が盛り上がり、
c601-1	§6の語（三豊百貨店）	床	話を、崩れた日の午後にもどす。朝から床が盛り上がり、
c601-1	§6の語（三豊百貨店）	盛り上が	話を、崩れた日の午後にもどす。朝から床が盛り上がり、
c601-2	同形異音語（一般）	下	昼には柱のまわりの床が15センチ下がっていた5階である。
c601-2	数詞＋助数詞	15センチ	昼には柱のまわりの床が15センチ下がっていた5階である。
c601-2	数詞＋助数詞	5階	昼には柱のまわりの床が15センチ下がっていた5階である。
c601-2	§6の語（三豊百貨店）	柱	昼には柱のまわりの床が15センチ下がっていた5階である。
c601-2	§6の語（三豊百貨店）	床	昼には柱のまわりの床が15センチ下がっていた5階である。
c601-2	§6の語（三豊百貨店）	階	昼には柱のまわりの床が15センチ下がっていた5階である。
c602-1	数詞＋助数詞	2時	午後2時から4時にかけて。5階の床のコンクリートには、
c602-1	数詞＋助数詞	4時	午後2時から4時にかけて。5階の床のコンクリートには、
c602-1	数詞＋助数詞	5階	午後2時から4時にかけて。5階の床のコンクリートには、
c602-1	§6の語（三豊百貨店）	階	午後2時から4時にかけて。5階の床のコンクリートには、
c602-1	§6の語（三豊百貨店）	床	午後2時から4時にかけて。5階の床のコンクリートには、
c602-1	§6の語（三豊百貨店）	コンクリート	午後2時から4時にかけて。5階の床のコンクリートには、
c602-2	文頭の数字	1	10センチのひびが入っていた。
c602-2	数詞＋助数詞	10センチ	10センチのひびが入っていた。
c602-2	§6の語（三豊百貨店）	ひび	10センチのひびが入っていた。
c603-1	同形異音語（一般）	上	屋上の床も、4か所で5ミリから15ミリ沈んでいる。
c603-1	数詞＋助数詞	5ミリ	屋上の床も、4か所で5ミリから15ミリ沈んでいる。
c603-1	数詞＋助数詞	15ミリ	屋上の床も、4か所で5ミリから15ミリ沈んでいる。
c603-1	§6の語（三豊百貨店）	屋上	屋上の床も、4か所で5ミリから15ミリ沈んでいる。
c603-1	§6の語（三豊百貨店）	床	屋上の床も、4か所で5ミリから15ミリ沈んでいる。
c603-2	文頭の数字	4	4階と5階のひびと沈下は、この時間にさらに進んだ。
c603-2	同形異音語（実績）	間	4階と5階のひびと沈下は、この時間にさらに進んだ。
c603-2	同形異音語（一般）	下	4階と5階のひびと沈下は、この時間にさらに進んだ。
c603-2	数詞＋助数詞	4階	4階と5階のひびと沈下は、この時間にさらに進んだ。
c603-2	数詞＋助数詞	5階	4階と5階のひびと沈下は、この時間にさらに進んだ。
c603-2	§6の語（三豊百貨店）	階	4階と5階のひびと沈下は、この時間にさらに進んだ。
c603-2	§6の語（三豊百貨店）	階	4階と5階のひびと沈下は、この時間にさらに進んだ。
c603-2	§6の語（三豊百貨店）	ひび	4階と5階のひびと沈下は、この時間にさらに進んだ。
c604-1	数詞＋助数詞	2時	午後2時、会社のなかで対策の会議が開かれた。
c604-2	数詞＋助数詞	5階	社長が、会長をふくむ役員に5階のひびの様子を説明している。
c604-2	§6の語（三豊百貨店）	階	社長が、会長をふくむ役員に5階のひびの様子を説明している。
c604-2	§6の語（三豊百貨店）	ひび	社長が、会長をふくむ役員に5階のひびの様子を説明している。
c605-1	同形異音語（一般）	人	午後3時10分、一人の構造技術者が現場に着いた。
c605-1	数詞＋助数詞	3時	午後3時10分、一人の構造技術者が現場に着いた。
c605-1	数詞＋助数詞	10分	午後3時10分、一人の構造技術者が現場に着いた。
c605-2	同形異音語（一般）	物	この建物の構造を計算して設計したのは、この人である。
c605-2	同形異音語（一般）	人	この建物の構造を計算して設計したのは、この人である。
c606-2	数詞＋助数詞	4時	診断そのものは、午後4時より前に終わっている。
c607-1	数詞＋助数詞	4時	午後4時、対策の会議が再開された。地検の報告書は、
c607-1	§6の語（コロンビア号）	報告書	午後4時、対策の会議が再開された。地検の報告書は、
c607-2	同形異音語（一般）	一	このときの技術者の判断を、一つづきの文で書き残している。
c608-1	同形異音語（一般）	物	その文の前半は、建物の状態についてだった。
c609-2	数詞＋助数詞	4時	鉄の梁を入れて補強する。この報告が出たのが、午後4時40分ごろ。
c609-2	数詞＋助数詞	40分	鉄の梁を入れて補強する。この報告が出たのが、午後4時40分ごろ。
c609-2	§6の語（三豊百貨店）	梁	鉄の梁を入れて補強する。この報告が出たのが、午後4時40分ごろ。
c609-2	§6の語（三豊百貨店）	補強	鉄の梁を入れて補強する。この報告が出たのが、午後4時40分ごろ。
c609-3	同形異音語（一般）	人	技術者は、人を避難させることを提案しなかった。
c610-1	同形異音語（一般）	日	この時点で、その日のできごとは会社の上まで届いていた。
c610-1	同形異音語（一般）	上	この時点で、その日のできごとは会社の上まで届いていた。
c610-2	数詞＋助数詞	9時	朝9時ごろから、幹部・社長・会長へと順に伝わっている。
c610-3	同形異音語（一般）	物	知らされていないのは、買い物をしている客だけだった。
c611-1	数詞＋助数詞	9時	幹部が朝9時ごろ。社長が10時ごろ。
c611-1	数詞＋助数詞	10時	幹部が朝9時ごろ。社長が10時ごろ。
c611-2	数詞＋助数詞	2時	そして会長には、午後2時半ごろに報告が入っていた。
c612-1	数詞＋助数詞	5時	午後5時30分。施設の部門の担当者たちが、
c612-1	数詞＋助数詞	30分	午後5時30分。施設の部門の担当者たちが、
c612-2	同形異音語（一般）	事	夜におこなう補強工事の準備に取りかかった。
c612-2	§6の語（三豊百貨店）	補強	夜におこなう補強工事の準備に取りかかった。
c613-1	文頭の数字	5	5階の食堂街は、昼すぎにはほとんどが店を閉めていた。
c613-1	数詞＋助数詞	5階	5階の食堂街は、昼すぎにはほとんどが店を閉めていた。
c613-1	§6の語（三豊百貨店）	階	5階の食堂街は、昼すぎにはほとんどが店を閉めていた。
c613-2	同形異音語（一般）	上	エアコンも止まり、催しの売り場は引き上げている。
c613-3	同形異音語（一般）	下	それでも、下の階の売り場では買い物が続いていた。
c613-3	同形異音語（一般）	物	それでも、下の階の売り場では買い物が続いていた。
c613-3	§6の語（三豊百貨店）	階	それでも、下の階の売り場では買い物が続いていた。
c614-1	同形異音語（一般）	人	のちに数えられた被害者は1,439人である。
c614-1	数詞＋助数詞	439人	のちに数えられた被害者は1,439人である。
c614-1	桁区切りの数	1,439	のちに数えられた被害者は1,439人である。
c614-2	同形異音語（実績）	間	その多くが、この時間に建物の中にいたことになる。
c614-2	同形異音語（一般）	物	その多くが、この時間に建物の中にいたことになる。
c615-2	同形異音語（一般）	物	だが、客と従業員を建物の外に出すという判断だけは、
c616-1	§6の語（コロンビア号）	報告書	報告書は、なぜそちらが選ばれたのかも書いている。
c616-2	§6の語（三豊百貨店）	百貨店	崩壊を甘く見たことと、百貨店の経営の事情である。
c617-1	§6の語（コロンビア号）	報告書	そして報告書は、会社が決めたことをこう書いている。
c618-1	§6の語（コロンビア号）	報告書	報告書は続けて、この決定が大きな事故につながったと、
c619-1	同形異音語（一般）	物	技術者が現場に着いてから、建物が崩れるまでのあいだ。
c619-2	同形異音語（実績）	間	そこにあった時間は、2時間45分だった。
c619-2	同形異音語（実績）	間	そこにあった時間は、2時間45分だった。
c619-2	数詞＋助数詞	2時	そこにあった時間は、2時間45分だった。
c619-2	数詞＋助数詞	45分	そこにあった時間は、2時間45分だった。
c620-1	同形異音語（実績）	間	ここから先は、その2時間45分のあとの話である。
c620-1	同形異音語（実績）	話	ここから先は、その2時間45分のあとの話である。
c620-1	数詞＋助数詞	2時	ここから先は、その2時間45分のあとの話である。
c620-1	数詞＋助数詞	45分	ここから先は、その2時間45分のあとの話である。
c620-2	同形異音語（一般）	物	建物が、どんな順番で落ちていったのか。
c701-1	文頭の数字	1	1995年6月29日、夕方5時55分ごろ。
c701-1	同形異音語（実績）	方	1995年6月29日、夕方5時55分ごろ。
c701-1	同形異音語（一般）	日	1995年6月29日、夕方5時55分ごろ。
c701-1	数詞＋助数詞	1995年	1995年6月29日、夕方5時55分ごろ。
c701-1	数詞＋助数詞	6月	1995年6月29日、夕方5時55分ごろ。
c701-1	数詞＋助数詞	29日	1995年6月29日、夕方5時55分ごろ。
c701-1	数詞＋助数詞	5時	1995年6月29日、夕方5時55分ごろ。
c701-1	数詞＋助数詞	55分	1995年6月29日、夕方5時55分ごろ。
c701-2	同形異音語（実績）	側	北の棟の5階、食堂街の北東の側から崩れはじめた。
c701-2	数詞＋助数詞	5階	北の棟の5階、食堂街の北東の側から崩れはじめた。
c701-2	§6の語（三豊百貨店）	棟	北の棟の5階、食堂街の北東の側から崩れはじめた。
c701-2	§6の語（三豊百貨店）	階	北の棟の5階、食堂街の北東の側から崩れはじめた。
c702-2	同形異音語（一般）	上	設計図の上で5列E行、5列F行と呼ばれる2本の柱のまわりである。
c702-2	数詞＋助数詞	2本	設計図の上で5列E行、5列F行と呼ばれる2本の柱のまわりである。
c702-2	§6の語（三豊百貨店）	柱	設計図の上で5列E行、5列F行と呼ばれる2本の柱のまわりである。
c702-2	英字・記号	E	設計図の上で5列E行、5列F行と呼ばれる2本の柱のまわりである。
c702-2	英字・記号	F	設計図の上で5列E行、5列F行と呼ばれる2本の柱のまわりである。
c703-1	数詞＋助数詞	2本	この2本は、5階の強さを計算するときに、
c703-1	数詞＋助数詞	5階	この2本は、5階の強さを計算するときに、
c703-1	§6の語（三豊百貨店）	階	この2本は、5階の強さを計算するときに、
c703-2	§6の語（三豊百貨店）	柱	足りない値で計算されていた、あの柱だった。
c704-1	同形異音語（実績）	方	柱のまわりで起きたのは、せん断破壊と呼ばれる壊れ方である。
c704-1	§6の語（三豊百貨店）	柱	柱のまわりで起きたのは、せん断破壊と呼ばれる壊れ方である。
c704-1	§6の語（三豊百貨店）	せん断	柱のまわりで起きたのは、せん断破壊と呼ばれる壊れ方である。
c704-2	同形異音語（実績）	方	床が、柱のまわりの線に沿って抜け落ちる壊れ方だ。
c704-2	§6の語（三豊百貨店）	床	床が、柱のまわりの線に沿って抜け落ちる壊れ方だ。
c704-2	§6の語（三豊百貨店）	柱	床が、柱のまわりの線に沿って抜け落ちる壊れ方だ。
c705-1	§6の語（三豊百貨店）	床	床が柱から外れると、その柱が支えていた重さは、
c705-1	§6の語（三豊百貨店）	柱	床が柱から外れると、その柱が支えていた重さは、
c705-1	§6の語（三豊百貨店）	柱	床が柱から外れると、その柱が支えていた重さは、
c705-2	§6の語（三豊百貨店）	柱	行き場を失って、となりの柱のほうへ回される。
c706-1	§6の語（三豊百貨店）	柱	となりの柱も、その重さには耐えられなかった。
c706-2	同形異音語（実績）	方	同じ壊れ方が次々に起き、柱は折れ曲がっていった。
c706-2	§6の語（三豊百貨店）	柱	同じ壊れ方が次々に起き、柱は折れ曲がっていった。
c707-2	数詞＋助数詞	17時	白書は17時55分ごろ、国会の報告書は17時52分。
c707-2	数詞＋助数詞	55分	白書は17時55分ごろ、国会の報告書は17時52分。
c707-2	数詞＋助数詞	17時	白書は17時55分ごろ、国会の報告書は17時52分。
c707-2	数詞＋助数詞	52分	白書は17時55分ごろ、国会の報告書は17時52分。
c707-2	§6の語（コロンビア号）	報告書	白書は17時55分ごろ、国会の報告書は17時52分。
c707-2	§6の語（三豊百貨店）	白書	白書は17時55分ごろ、国会の報告書は17時52分。
c707-3	数詞＋助数詞	17時	地検の報告は、頁によって17時57分ごろとも、幅でも書いている。
c707-3	数詞＋助数詞	57分	地検の報告は、頁によって17時57分ごろとも、幅でも書いている。
c708-1	数詞＋助数詞	17時	この動画では、ソウル市の白書の17時55分ごろを使う。
c708-1	数詞＋助数詞	55分	この動画では、ソウル市の白書の17時55分ごろを使う。
c708-1	§6の語（三豊百貨店）	白書	この動画では、ソウル市の白書の17時55分ごろを使う。
c709-1	§6の語（コロンビア号）	報告書	国会の報告書は、崩れた順番をこう判断している。
c709-2	同形異音語（一般）	上	まず屋上と5階の床が落ち、その下の階が続いた、と。
c709-2	同形異音語（一般）	下	まず屋上と5階の床が落ち、その下の階が続いた、と。
c709-2	数詞＋助数詞	5階	まず屋上と5階の床が落ち、その下の階が続いた、と。
c709-2	§6の語（三豊百貨店）	屋上	まず屋上と5階の床が落ち、その下の階が続いた、と。
c709-2	§6の語（三豊百貨店）	階	まず屋上と5階の床が落ち、その下の階が続いた、と。
c709-2	§6の語（三豊百貨店）	床	まず屋上と5階の床が落ち、その下の階が続いた、と。
c709-2	§6の語（三豊百貨店）	階	まず屋上と5階の床が落ち、その下の階が続いた、と。
c710-2	同形異音語（一般）	上	先に落ちたのは、屋上と5階の床だった
c710-2	数詞＋助数詞	5階	先に落ちたのは、屋上と5階の床だった
c710-2	§6の語（三豊百貨店）	屋上	先に落ちたのは、屋上と5階の床だった
c710-2	§6の語（三豊百貨店）	階	先に落ちたのは、屋上と5階の床だった
c710-2	§6の語（三豊百貨店）	床	先に落ちたのは、屋上と5階の床だった
c711-1	§6の語（三豊百貨店）	梁	梁が無い作りでは、床が落ちるときに柱も一緒に倒れる。
c711-1	§6の語（三豊百貨店）	床	梁が無い作りでは、床が落ちるときに柱も一緒に倒れる。
c711-1	§6の語（三豊百貨店）	柱	梁が無い作りでは、床が落ちるときに柱も一緒に倒れる。
c711-2	同形異音語（一般）	下	落ちた床は、下の階の床に直接ぶつかっていった。
c711-2	§6の語（三豊百貨店）	床	落ちた床は、下の階の床に直接ぶつかっていった。
c711-2	§6の語（三豊百貨店）	階	落ちた床は、下の階の床に直接ぶつかっていった。
c711-2	§6の語（三豊百貨店）	床	落ちた床は、下の階の床に直接ぶつかっていった。
c711-3	同形異音語（一般）	下	受け止めるものが無いまま、下へ下へと続いたのである。
c711-3	同形異音語（一般）	下	受け止めるものが無いまま、下へ下へと続いたのである。
c712-1	同形異音語（実績）	間	では、どれだけの時間で崩れ終わったのか。
c712-2	同形異音語（一般）	一	公的な記録は、その秒数を一つも書いていない。
c713-1	§6の語（三豊百貨店）	棟	崩れたのは、北の棟と、真ん中の連結通路である。
c713-2	§6の語（三豊百貨店）	棟	南の棟は、通路が切れた形でその場に残った。
c714-1	同形異音語（実績）	側	現場には、北側と南側の壁だけが立っていた。
c714-1	同形異音語（実績）	側	現場には、北側と南側の壁だけが立っていた。
c714-1	§6の語（三豊百貨店）	壁	現場には、北側と南側の壁だけが立っていた。
c714-2	同形異音語（一般）	下	瓦礫は、地下4階から地下3階のあたりまで積み上がっている。
c714-2	同形異音語（一般）	下	瓦礫は、地下4階から地下3階のあたりまで積み上がっている。
c714-2	同形異音語（一般）	上	瓦礫は、地下4階から地下3階のあたりまで積み上がっている。
c714-2	数詞＋助数詞	4階	瓦礫は、地下4階から地下3階のあたりまで積み上がっている。
c714-2	数詞＋助数詞	3階	瓦礫は、地下4階から地下3階のあたりまで積み上がっている。
c714-2	§6の語（三豊百貨店）	階	瓦礫は、地下4階から地下3階のあたりまで積み上がっている。
c714-2	§6の語（三豊百貨店）	階	瓦礫は、地下4階から地下3階のあたりまで積み上がっている。
c715-2	§6の語（三豊百貨店）	階	会議に出ていた会長らは、エスカレーターと階段を通って外へ出た。
c716-1	同形異音語（一般）	物	建物は落ちた。だがこのとき、瓦礫の下に何人いるのかを、
c716-1	同形異音語（一般）	下	建物は落ちた。だがこのとき、瓦礫の下に何人いるのかを、
c716-1	同形異音語（一般）	人	建物は落ちた。だがこのとき、瓦礫の下に何人いるのかを、
c716-2	同形異音語（一般）	人	知っている人はまだ誰もいなかった。
c801-1	同形異音語（実績）	方	崩れたのは夕方の5時55分ごろ。消防と警察がすぐに現場へ向かい、
c801-1	数詞＋助数詞	5時	崩れたのは夕方の5時55分ごろ。消防と警察がすぐに現場へ向かい、
c801-1	数詞＋助数詞	55分	崩れたのは夕方の5時55分ごろ。消防と警察がすぐに現場へ向かい、
c802-1	同形異音語（一般）	日	その日のうちに入った救急車は14台。最後までに延べ1,176台が入る。
c802-1	桁区切りの数	1,176	その日のうちに入った救急車は14台。最後までに延べ1,176台が入る。
c803-1	同形異音語（一般）	下	瓦礫は、地下4階から地下3階のあたりまで積み上がっていた。
c803-1	同形異音語（一般）	下	瓦礫は、地下4階から地下3階のあたりまで積み上がっていた。
c803-1	同形異音語（一般）	上	瓦礫は、地下4階から地下3階のあたりまで積み上がっていた。
c803-1	数詞＋助数詞	4階	瓦礫は、地下4階から地下3階のあたりまで積み上がっていた。
c803-1	数詞＋助数詞	3階	瓦礫は、地下4階から地下3階のあたりまで積み上がっていた。
c803-1	§6の語（三豊百貨店）	階	瓦礫は、地下4階から地下3階のあたりまで積み上がっていた。
c803-1	§6の語（三豊百貨店）	階	瓦礫は、地下4階から地下3階のあたりまで積み上がっていた。
c803-2	同形異音語（一般）	上	その上を歩いて、人がいる場所を探すところから始まる。
c803-2	同形異音語（一般）	人	その上を歩いて、人がいる場所を探すところから始まる。
c804-1	数詞＋助数詞	6時	ソウル市が事故対策本部を開いたのが午後6時。
c804-2	数詞＋助数詞	6時	現場の指揮本部ができたのが午後6時20分。
c804-2	数詞＋助数詞	20分	現場の指揮本部ができたのが午後6時20分。
c804-3	数詞＋助数詞	6時	市長が現場に着いたのは、午後6時50分ごろである。
c804-3	数詞＋助数詞	50分	市長が現場に着いたのは、午後6時50分ごろである。
c805-1	同形異音語（一般）	生	生きている人の気配をつかんだら、重機をその場で全部止めて、
c805-1	同形異音語（一般）	人	生きている人の気配をつかんだら、重機をその場で全部止めて、
c806-2	同形異音語（実績）	側	手伝いに来た人たちも、支援の側で働いている。
c806-2	同形異音語（一般）	人	手伝いに来た人たちも、支援の側で働いている。
c807-1	文頭の数字	7	7月19日までに入った消防・警察・軍・市の職員は、のべ6万8,808人。
c807-1	同形異音語（一般）	日	7月19日までに入った消防・警察・軍・市の職員は、のべ6万8,808人。
c807-1	同形異音語（一般）	人	7月19日までに入った消防・警察・軍・市の職員は、のべ6万8,808人。
c807-1	数詞＋助数詞	7月	7月19日までに入った消防・警察・軍・市の職員は、のべ6万8,808人。
c807-1	数詞＋助数詞	19日	7月19日までに入った消防・警察・軍・市の職員は、のべ6万8,808人。
c807-1	数詞＋助数詞	808人	7月19日までに入った消防・警察・軍・市の職員は、のべ6万8,808人。
c807-1	桁区切りの数	8,808	7月19日までに入った消防・警察・軍・市の職員は、のべ6万8,808人。
c807-2	文頭の数字	1	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c807-2	同形異音語（一般）	日	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c807-2	同形異音語（一般）	人	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c807-2	同形異音語（一般）	人	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c807-2	同形異音語（一般）	人	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c807-2	数詞＋助数詞	1日	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c807-2	数詞＋助数詞	276人	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c807-2	数詞＋助数詞	258人	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c807-2	桁区切りの数	3,276	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c807-2	桁区切りの数	8,258	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c808-1	同形異音語（一般）	日	事故のあった日のうちに、電力会社が白熱灯120個と発電機を入れた。
c808-1	数詞＋助数詞	120個	事故のあった日のうちに、電力会社が白熱灯120個と発電機を入れた。
c808-1	§6の語（キー橋）	発電機	事故のあった日のうちに、電力会社が白熱灯120個と発電機を入れた。
c808-2	同形異音語（一般）	下	瓦礫の下は、無人カメラや、穴に差し込むカメラで探している。
c808-2	同形異音語（一般）	人	瓦礫の下は、無人カメラや、穴に差し込むカメラで探している。
c809-2	同形異音語（実績）	方	範囲は、百貨店の敷地と周りをあわせた6万7,100平方メートルである。
c809-2	§6の語（三豊百貨店）	百貨店	範囲は、百貨店の敷地と周りをあわせた6万7,100平方メートルである。
c809-2	桁区切りの数	7,100	範囲は、百貨店の敷地と周りをあわせた6万7,100平方メートルである。
c810-1	同形異音語（一般）	人	家族は、人を探す貼り紙に名前と顔写真を書いて貼っていった。
c810-2	文頭の数字	7	7月1日からは、近くの大学の体育館が家族の案内所になっている。
c810-2	同形異音語（一般）	日	7月1日からは、近くの大学の体育館が家族の案内所になっている。
c810-2	数詞＋助数詞	7月	7月1日からは、近くの大学の体育館が家族の案内所になっている。
c810-2	数詞＋助数詞	1日	7月1日からは、近くの大学の体育館が家族の案内所になっている。
c811-2	数詞＋助数詞	1つ	届け出の窓口が2か所に分かれていたのを、1つにまとめる途中である。
c811-3	文頭の数字	1	1日のあいだに、207人から410人へ訂正して発表されている。
c811-3	同形異音語（一般）	日	1日のあいだに、207人から410人へ訂正して発表されている。
c811-3	同形異音語（一般）	人	1日のあいだに、207人から410人へ訂正して発表されている。
c811-3	同形異音語（一般）	人	1日のあいだに、207人から410人へ訂正して発表されている。
c811-3	同形異音語（一般）	表	1日のあいだに、207人から410人へ訂正して発表されている。
c811-3	数詞＋助数詞	1日	1日のあいだに、207人から410人へ訂正して発表されている。
c811-3	数詞＋助数詞	207人	1日のあいだに、207人から410人へ訂正して発表されている。
c811-3	数詞＋助数詞	410人	1日のあいだに、207人から410人へ訂正して発表されている。
c812-1	文頭の数字	7	7月9日の朝8時20分ごろ。崩れてから230時間がたっていた。
c812-1	同形異音語（実績）	間	7月9日の朝8時20分ごろ。崩れてから230時間がたっていた。
c812-1	同形異音語（一般）	日	7月9日の朝8時20分ごろ。崩れてから230時間がたっていた。
c812-1	数詞＋助数詞	7月	7月9日の朝8時20分ごろ。崩れてから230時間がたっていた。
c812-1	数詞＋助数詞	9日	7月9日の朝8時20分ごろ。崩れてから230時間がたっていた。
c812-1	数詞＋助数詞	8時	7月9日の朝8時20分ごろ。崩れてから230時間がたっていた。
c812-1	数詞＋助数詞	20分	7月9日の朝8時20分ごろ。崩れてから230時間がたっていた。
c812-1	数詞＋助数詞	230時	7月9日の朝8時20分ごろ。崩れてから230時間がたっていた。
c812-2	同形異音語（一般）	下	瓦礫の下から、生きたまま1人が助け出されている。
