行	判定	食い違い	台本の読み	聞取の読み	台本	聞取
c508-3	読み一致		ダガソノイライハフンノオチニトリケサレル	ダガソノイライハフンノオチニトリケサレル	だがその依頼は、90分のうちに取り消される。	だが、その依頼は九十分のうちに取り消される。
c509-1	読み一致		リユウハハジマエノシゲンデタリルダッタ	リユウハハジマエノシゲンデタリルダッタ	理由は「NASAは自前の資源で足りる」だった。	理由はNASAは自前の資源で足りるだった。
c509-2	読み一致		キロクニハミエテモナニモデキナイトイウハツゲンモノコッテエル	キロクニハミエテモナニモデキナイトイウハツゲンモノコッテエル	記録には「見えても何もできない」という発言も残っている。	記録には見えても何もできないという発言も残っている。
c510-1	読みが違う	ハ→ガ	グンノガゾオヲアツカエルシカクヲモツモノハウンヨオノシキケエトオニニンモイナイ	グンノガゾオヲアツカエルシカクヲモツモノガウンヨオノシキケエトオニニンモイナイ	軍の画像を扱える資格を持つ者は、運用の指揮系統に一人もいない。	軍の画像を扱える資格を持つ者が運用の指揮系統に一人もいない。
c510-2	読み一致		ドレクライノガシツデトレルノカヒヨオハイクラカ	ドレクライノガシツデトレルノカヒヨオハイクラカ	どれくらいの画質で撮れるのか。費用はいくらか。	どれくらいの画質で撮れるのか、費用はいくらか。
c510-3	読みが違う	ヒトリ→ニン	ダレヒトリシラベテエナカッタ	ダレニンシラベテエナカッタ	誰ひとり、調べていなかった。	誰一人調べていなかった。
c511-1	読みが違う	ケ→リ	ケエサンノホオハシャシンヲモトメルマエカラススンデエタ	リエサンノホオハシャシンヲモトメルマエカラススンデエタ	計算のほうは、写真を求める前から進んでいた。	理恵さんの方は写真を求める前から進んでいた。
c511-2	読みが違う	クレエタア→—	チイムガツカッタノハクレエタアトイウケエサンノドオグダッタ	チイムガツカッタノハトイウケエサンノドオグダッタ	チームが使ったのは、クレーターという計算の道具だった。	チームが使ったのはCraterという計算の道具だった。
c512-1	判定できない	隕石	モトハネンアポロケエカクデチイサナヲソオテエシテツクラレタシキデアル	モトハネンアポロケエカクデチイサナヲソオテエシテツクラレタシキデアル	もとは1966年、アポロ計画で小さな隕石を想定して作られた式である。	元は1966年アポロ計画で小さな隕石を想定して作られた式である。
c512-2	読み一致		ネンカラネンニカケテタイネツタイルヨオヘカキカエラレタ	ネンカラネンニカケテタイネツタイルヨオヘカキカエラレタ	1979年から1985年にかけて、耐熱タイル用へ書き換えられた。	1979年から1985年にかけて耐熱タイル用へ書き換えられた。
c513-1	読み一致		ホンライハウチアゲトオジツニオチルコオリノカケラヲミルタメノドオグダッタ	ホンライハウチアゲトオジツニオチルコオリノカケラヲミルタメノドオグダッタ	本来は、打ち上げ当日に落ちる氷のかけらを見るための道具だった。	本来は打ち上げ当日に落ちる氷のかけらを見るための道具だった。
c513-2	読み一致		ヒコオノサイチュウニツカッタノハコノヒコオガハジメテデアル	ヒコオノサイチュウニツカッタノハコノヒコオガハジメテデアル	飛行の最中に使ったのは、この飛行が初めてである。	飛行の最中に使ったのはこの飛行が初めてである。
c514-1	読み一致		コノシキヲツクルトキニジッサイニアテタハヘンハサイダイデヤクリッポオセンチ	コノシキヲツクルトキニジッサイニアテタハヘンハサイダイデヤクリッポオセンチ	この式を作るときに実際に当てた破片は、最大で約49立方センチ。	この式を作る時に実際に当てた破片は最大で約四十九立方センチ。
c514-2	読み一致		ゴルフボオルコホドノチイサナカケラデアル	ゴルフボオルコホドノチイサナカケラデアル	ゴルフボール1個ほどの、小さなかけらである。	ゴルフボール一個ほどの小さな欠片である。
c515-1	読み一致		コンカイブツカッタハヘンハヤクリッポオセンチ	コンカイブツカッタハヘンハヤクリッポオセンチ	今回ぶつかった破片は、約19,700立方センチ。	今回ぶつかった破片は約十九千七百立方センチ。
c515-2	読み一致		オオキナクウラアボックスホドノカタマリダッタ	オオキナクウラアボックスホドノカタマリダッタ	大きなクーラーボックスほどの塊だった。	大きなクーラーボックスほどの塊だった。
c516-1	読みが違う	—→イ	シキガタメサレタハンイヲドレダケハミダシテエタカ	イシキガタメサレタハンイヲドレダケハミダシテエタカ	式が試された範囲を、どれだけはみ出していたか。	意識が試された範囲をどれだけはみ出していたか。
c516-2	読み一致		タメサレタサイダイノバイダッタ	タメサレタサイダイノバイダッタ	試された最大の、400倍だった	試された最大の400倍だった。
c517-1	読みが違う	ノチ→ゴ	バイトイウノハノチニイインカイガダシタモットモユウリョクナネデアル	バイトイウノハゴニイインカイガダシタモットモユウリョクナネデアル	400倍というのは、のちに委員会が出した最も有力な値である。	四百倍というのは、後に委員会が出した最も有力な値である。
c517-2	読み一致		トオジノチイムハバイダトシンジテケエサンシテエタ	トオジノチイムハバイダトシンジテケエサンシテエタ	当時のチームは、640倍だと信じて計算していた。	当時のチームは六百四十倍だと信じて計算していた。
c518-1	読みが違う	レ→リエ	ソレデモクレエタアハコタエヲダシタ	ソレデモクリエエタアハコタエヲダシタ	それでも、クレーターは答えを出した。	それでもクリエイターは答えを出した
c518-2	読みが違う	タイ→ナカダチ	タイネツタイルヨリフカクケズルトイウコタエデアル	ナカダチネツタイルヨリフカクケズルトイウコタエデアル	耐熱タイルより深く削る、という答えである。	媒熱タイルより深く削るという答えである。
c518-3	読み一致		キタイノソトバンガヤケヌケルオソレガアルトイウイミダッタ	キタイノソトバンガヤケヌケルオソレガアルトイウイミダッタ	機体の外板が焼け抜けるおそれがある、という意味だった。	機体の外板が焼け抜ける恐れがあるという意味だった。
c519-1	読み一致		チイムハコノコタエヲフタツノリユウデウチケシタ	チイムハコノコタエヲフタツノリユウデウチケシタ	チームは、この答えを二つの理由で打ち消した。	チームはこの答えを二つの理由で打ち消した。
c519-2	読みが違う	レ→リエ	ヒトツクレエタアハオオゲサニデルドオグダトイウケエケン	ヒトツクリエエタアハオオゲサニデルドオグダトイウケエケン	一つ。クレーターは大げさに出る道具だという経験。	一つ、クリエイターは大げさに出る道具だという経験。
c519-3	読み一致		フタツタイルノシタニアルカタイソオヲシキガミテエナイコト	フタツタイルノシタニアルカタイソオヲシキガミテエナイコト	二つ。タイルの下にある硬い層を、式が見ていないこと。	二つ、タイルの下にある硬い層をシキが見ていないこと。
c520-1	読み一致		ツバサノマエノフチヨオノシキモアッタネンニコオリノタマデアワセタモノデアル	ツバサノマエノフチヨオノシキモアッタネンニコオリノタマデアワセタモノデアル	翼の前のふち用の式もあった。1984年に氷の弾で合わせたものである。	翼の前のフチ用の式もあった。 1984年に氷の玉で合わせたものである。
c520-2	読みが違う	ワ→ヤブ	ドヲコエテアタレバハワレルトデタ	ドヲコエテアタレバハヤブレルトデタ	15度を超えて当たれば、RCCは破れると出た。	十五度を超えて当たればRCCは敗れると出た。
c520-3	読みが違う	—→モ	トオリノケエロノオチトオリダケガドデアタルトデタ	モトオリノケエロノオチトオリダケガドデアタルトデタ	15通りの経路のうち1通りだけが、21度で当たると出た。	十も通りの経路のうち、一通りだけが二十一度で当たると出た。
c521-1	読み一致		チイムハコオカンガエタダンネツザイハコオリヨリカルイカラヤブレナイト	チイムハコオカンガエタダンネツザイハコオリヨリカルイカラヤブレナイト	チームはこう考えた。断熱材は氷より軽いから破れない、と。	チームはこう考えた。断熱材は氷より軽いから破れないと。
c521-2	読み一致		フアンヲモツギジュツシャモイタガタシカメラレルコトハナカッタ	フアンヲモツギジュツシャモイタガタシカメラレルコトハナカッタ	不安を持つ技術者もいたが、確かめられることはなかった。	不安を持つ技術者もいたが、確かめられることはなかった。
c522-1	読み一致		ヒコオチュウノハンダンヲスルアツマリヲミッションウンエエチイムトイウ	ヒコオチュウノハンダンヲスルアツマリヲミッションウンエエチイムトイウ	飛行中の判断をする集まりを、ミッション運営チームという。	飛行中の判断をする集まりをミッション運営チームという。
c522-2	読み一致		マイニチヒラクキマリニナッテエタ	マイニチヒラクキマリニナッテエタ	毎日開く決まりになっていた。	毎日開く決まりになっていた。
c522-3	読み一致		ニチカンデジッサイニヒラカレタノハカイデアル	ニチカンデジッサイニヒラカレタノハカイデアル	16日間で、実際に開かれたのは5回である。	16日間で実際に開かれたのは5回である。
c523-1	読み一致		ニチノカイギデハハヘンヨリサキニジュウリョオヤキザイノハナシガデタ	ニチノカイギデハハヘンヨリサキニジュウリョオヤキザイノハナシガデタ	21日の会議では、破片より先に重量や機材の話が出た。	二十一日の会議では、破片より先に重量や機材の話が出た。
c523-2	読み一致		ギチョオハドオセナニモデキナイカラヒコオチュウノモンダイデハナイトノベル	ギチョオハドオセナニモデキナイカラヒコオチュウノモンダイデハナイトノベル	議長は「どうせ何もできないから、飛行中の問題ではない」と述べる。	議長はどうせ何もできないから飛行中の問題ではないと述べる。
c524-1	読み一致		ツキニチチイムノセツメエカイニハタチミガデタ	ツキニチチイムノセツメエカイニハタチミガデタ	1月24日、チームの説明会には立ち見が出た。	月二十四日、チームの説明会には立ち見が出た。
c524-2	読み一致		ソコデシメサレタケツロンハヤケヌケルオソレハナイダッタ	ソコデシメサレタケツロンハヤケヌケルオソレハナイダッタ	そこで示された結論は「焼け抜けるおそれはない」だった。	そこで示された結論は「焼け抜ける恐れはない」だった。
c525-1	読み一致		ギチョオハヤケヌケガナイナラオオキナジコニハナラナイノネトタシカメタ	ギチョオハヤケヌケガナイナラオオキナジコニハナラナイノネトタシカメタ	議長は「焼け抜けが無いなら、大きな事故にはならないのね」と確かめた。	議長は「焼け抜けがないなら大きな事故にはならないのね」と確かめた。
c525-2	読み一致		ギジュツテキナシツモンハヒトツモデテエナイ	ギジュツテキナシツモンハヒトツモデテエナイ	技術的な質問は、一つも出ていない。	技術的な質問は一つも出ていない。
c526-1	読み一致		ソノニチマエロッチャギシハツウノメエルヲカイテエタ	ソノニチマエロッチャギシハツウノメエルヲカイテエタ	その二日前、ロッチャ技師は一通のメールを書いていた。	その二日前、ロッチャ技師は一通のメールを書いていた。
c526-2	読みが違う	シキケ→フヒニンセ／トオ→ド	シキケエトオヲトビコシタクナイトイウリユウデオクラナカッタメエルデアル	フヒニンセエドヲトビコシタクナイトイウリユウデオクラナカッタメエルデアル	指揮系統を飛び越したくないという理由で、送らなかったメールである。	不否認制度を飛び越したくないという理由で送らなかったメールである。
c526-3	読み一致		ムセキニンニチカイトカイテオクラナカッタ	ムセキニンニチカイトカイテオクラナカッタ	無責任に近い、と書いて送らなかった	無責任に近いと書いて送らなかった。
c527-1	読みが違う	—→イチガ／キ→—	ツキニチノカイギノギジロクニハヘンノハナシハイッコオモナイ	イチガツニチノカイギノギジロクニハヘンノハナシハイッコオモナイ	1月24日の会議の議事録に、破片の話は一行も無い。	一月二十四日の会議の議事録に破片の話は一行もない。
c527-2	読み一致		ソノギジロクニギチョオガショメエシテエル	ソノギジロクニギチョオガショメエシテエル	その議事録に、議長が署名している。	その議事録に議長が署名している。
c528-1	読み一致		ホンライナラアンゼンダトシメスノハトバスガワノシゴトデアル	ホンライナラアンゼンダトシメスノハトバスガワノシゴトデアル	本来なら、安全だと示すのは飛ばす側の仕事である。	本来なら安全だと示すのは飛ばす側の仕事である。
c528-2	読み一致		キケンダトショオメエスルコトヲギジュツシャノガワガモトメラレテエタ	キケンダトショオメエスルコトヲギジュツシャノガワガモトメラレテエタ	危険だと証明することを、技術者の側が求められていた。	危険だと証明することを技術者の側が求められていた。
c601-1	読み一致		デハモシシッテエタラタスカッタノカ	デハモシシッテエタラタスカッタノカ	では、もし知っていたら、助かったのか。	では、もし知っていたら助かったのか？
c601-2	読み一致		イインカイハソレヲニケエサンサセテエル	イインカイハソレヲニケエサンサセテエル	委員会は、それをNASAに計算させている。	委員会はそれをNASAに計算させている。
c602-1	読み一致		ゼンテエハコオデアルヒコオニチメニハヘンガアタッタトワカル	ゼンテエハコオデアルヒコオニチメニハヘンガアタッタトワカル	前提はこうである。飛行2日目に、破片が当たったと分かる。	前提はこうである。飛行二日目に破片が当たったとわかる。
c602-2	読み一致		ニチメニサツエエヲモトメニチメニフネガイカツドオヘデル	ニチメニサツエエヲモトメニチメニフネガイカツドオヘデル	3日目に撮影を求め、5日目に船外活動へ出る。	三日目に撮影を求め、五日目に船外活動へ出る。
c602-3	読み一致		ソコデエノチニカカワルキズガミツカッタトスル	ソコデエノチニカカワルキズガミツカッタトスル	そこで、命に関わる傷が見つかったとする。	そこで命に関わる傷が見つかったとする。
c603-1	読み一致		ソコカラサキノミチハフタツシカナイ	ソコカラサキノミチハツシカナイ	そこから先の道は、二つしかない。	そこから先の道は2つしかない。
c603-2	読み一致		ヒトツハモオキヲウチアゲテムカエニイク	ヒトツハモオキヲウチアゲテムカエニイク	一つは、もう1機を打ち上げて迎えに行く。	一つはもう一機を打ち上げて迎えに行く。
c603-3	読み一致		フタツハキドオノオエデアルモノダケデアナヲフサグ	フタツハキドオノオエデアルモノダケデアナヲフサグ	二つは、軌道の上で、あるものだけで穴をふさぐ。	二つは軌道の上であるものだけで穴を塞ぐ。
c604-1	読み一致		ドチラニモキゲンガアル	ドチラニモキゲンガアル	どちらにも、期限がある。	どちらにも期限がある。
c604-2	読み一致		キメタノハハイタイキノニサンカタンソヲスイトルクスリノカンダッタ	キメタノハハイタイキノニサンカタンソヲスイトルクスリノカンダッタ	決めたのは、吐いた息の二酸化炭素を吸い取る薬の缶だった。	決めたのは、吐いた息の二酸化炭素を吸い取る薬の缶だった。
c605-1	読み一致		カツドオトスイミンヲキリツメレバヒコオニチメマデモツ	カツドオトスイミンヲキリツメレバヒコオニチメマデモツ	活動と睡眠を切り詰めれば、飛行30日目まで持つ。	活動と睡眠を切り詰めれば飛行三十日目まで持つ。
c605-2	読み一致		ツキニチノアサデアルツギニキビシイサンソデモニチメダッタ	ツキニチノアサデアルツギニキビシイサンソデモニチメダッタ	2月15日の朝である。次に厳しい酸素でも、31日目だった。	2月15日の朝である。次に厳しい酸素でも31日目だった。
c606-1	読み一致		ムカエニイクキタイハアトランティスゴオトキマッテエタ	ムカエニイクキタイハアトランティスゴオトキマッテエタ	迎えに行く機体は、アトランティス号と決まっていた。	迎えに行く機体はアトランティス号と決まっていた。
c606-2	読み一致		ヒコオニチメノジテンデセエビトオニタチシュエンジンハトリツケズミ	ヒコオニチメノジテンデセエビトオニタチシュエンジンハトリツケズミ	飛行4日目の時点で、整備棟に立ち、主エンジンは取り付け済み。	飛行四日目の時点で整備棟に立ち、主エンジンは取り付け済み。
c607-1	読みが違う	—→サンガ／キ→—	ホンライノオチアゲハツキニチデニチサキダッタ	ホンライノオチアゲハサンガツニチデニチサキダッタ	本来の打ち上げは3月1日で、41日先だった。	本来の打ち上げは三月一日で四十一日先だった。
c607-2	読みが違う	—→ニガ／キ→—	ソレヲツキニチマデツマリニチニツメルダンドリニナル	ソレヲニガツニチマデツマリニチニツメルダンドリニナル	それを2月10日まで、つまり22日に詰める段取りになる。	それを二月十日まで、つまり二十二日に詰める段取りになる。
c608-1	読みが違う	—→ニガ／キ→—	ジカンコオタイシュウニチデハタラケバツキニチマデニジュンビハトトノオ	ジカンコオタイシュウニチデハタラケバニガツニチマデニジュンビハトトノオ	24時間3交代、週7日で働けば、2月10日までに準備は整う。	二十四時間三交代、週七日で働けば二月十日までに準備は整う。
c608-2	読み一致		シカモヒツヨオナシケンハヒトツモハブカナイゼンテエデノヒヅケデアル	シカモヒツヨオナシケンハヒトツモハブカナイゼンテエデノヒヅケデアル	しかも、必要な試験はひとつも省かない前提での日付である。	しかも必要な試験は一つも省かない前提での日付である。
c609-1	読みが違う	—→ドッチ	ウチアゲノシタクトビョオヨミガトドコオリナクススメバ	ウチアゲノシタクトビョオヨミガトドコオリナクススメバドッチ	打ち上げの支度と秒読みが滞りなく進めば、	打ち上げの支度と秒読みが滞りなく進めば、どっち
c609-2	読みが違う	—→ニガ／キ→—	ツキニチカラニチマデノニチカンガゴオリュウデキルマドニナル	ニガツニチカラニチマデノニチカンガゴオリュウデキルマドニナル	2月10日から15日までの5日間が、合流できる窓になる。	二月十日から十五日までの五日間が合流できる窓になる。
c610-1	読み一致		アトランティスゴオハニンデアガルセンチョオソオジュウシフネガイカツドオガニン	アトランティスゴオハニンデアガルセンチョオソオジュウシフネガイカツドオガニン	アトランティス号は4人で上がる。船長、操縦士、船外活動が2人。	アトランティス号は四人で上がる。船長、操縦士、船外活動が二人。
c610-2	読みが違う	ウ→ヲ	ウチュウフクヲキタニンガフネガイカツドオデノリウツル	ウチュウフクヲキタニンガフネガイカツドオデノリヲツル	宇宙服を着た7人が、船外活動で乗り移る。	宇宙服を着た七人が船外活動で海苔を釣る。
c611-1	読み一致		カエリハソオジュウセキニニンチュウオオノカンパンニニンガノル	カエリハソオジュウセキニニンチュウオオノカンパンニニンガノル	帰りは、操縦席に4人、中央の甲板に7人が乗る。	帰りは操縦席に四人、中央の甲板に七人が乗る。
c611-2	読み一致		ソラニナッタコロンビアゴオハムジンデタイヘエヨオヘオトス	ソラニナッタコロンビアゴオハムジンデタイヘエヨオヘオトス	空になったコロンビア号は、無人で太平洋へ落とす。	空になったコロンビア号は無人で太平洋へ落とす。
c612-1	読み一致		コノスジガキヲノケントオハンハドオヒョオカシタカ	コノスジガキヲノケントオハンハドオヒョオカシタカ	この筋書きを、NASAの検討班はどう評価したか。	この筋書きをNASAの検討班はどう評価したか。
c612-2	読み一致		コンナンダガジッコオカノオダッタ	コンナンダガジッコオカノオダッタ	困難だが、実行可能だった	困難だが実行可能だった。
c613-1	読み一致		タダシナリタツジョオケンガミッツアル	タダシナリタツジョオケンガミッツアル	ただし、成り立つ条件が三つある。	ただし、成り立つ条件が三つある。
c613-2	読み一致		ヒトツヒコオニチメヨリマエニイノチニカカワルキズダトダンテエデキテエルコト	ヒトツヒコオニチメヨリマエニイノチニカカワルキズダトダンテエデキテエルコト	一つ。飛行7日目より前に、命に関わる傷だと断定できていること。	一つ、飛行七日目より前に命に関わる傷だと断定できていること。
c613-3	読み一致		フタツセエビガムジコデアルコトミッツビョオヨミガカンペキデアルコト	フタツセエビガムジコデアルコトミッツビョオヨミガカンペキデアルコト	二つ。整備が無事故であること。三つ。秒読みが完璧であること。	二つ、整備が無事故であること。三つ、秒読みが完璧であること。
c614-1	読み一致		モオヒトツノミチハキドオノオエデジブンタチデナオスアンデアル	モオヒトツノミチハキドオノオエデジブンタチデナオスアンデアル	もう一つの道は、軌道の上で自分たちで直す案である。	もう一つの道は軌道の上で自分たちで直す案である。
c614-2	読み一致		ヤクセンチインチノアナガヒライテエルトカテエシテクミタテラレタ	ヤクセンチインチノアナガヒライテエルトカテエシテクミタテラレタ	約15センチ（6インチ）の穴が開いていると仮定して組み立てられた。	約十五センチ、六インチの穴が開いていると仮定して組み立てられた。
c615-1	読みが違う	フ→タン／ショオヘン→コガタナ	フサグザイリョオハオモイキンゾクノコオグチタンノショオヘン	タンサグザイリョオハオモイキンゾクノコオグチタンノコガタナ	塞ぐ材料は、重い金属の工具、チタンの小片。	探査具材料は重い金属の工具、チタンの小刀
c615-2	読み一致		コレラハツバサノホネグミヲマモルタメニツメル	コレラハツバサノホネグミヲマモルタメニツメル	これらは、翼の骨組みを守るために詰める。	これらは翼の骨組みを守るために詰める。
c616-1	読み一致		オサエルノハウチュウノサムサデコオラセタミズノフクロダッタ	オサエルノハウチュウノサムサデコオラセタミズノフクロダッタ	押さえるのは、宇宙の寒さで凍らせた水の袋だった。	押さえるのは宇宙の寒さで凍らせた水の袋だった。
c616-2	読みが違う	フチ→エン	コオリトキンゾクデマエノフチノカタチヲモドシクウキノミダレヲオサエル	コオリトキンゾクデマエノエンノカタチヲモドシクウキノミダレヲオサエル	氷と金属で前のふちの形を戻し、空気の乱れを抑える。	氷と金属で前の縁の形を戻し、空気の乱れを抑える。
c617-1	読み一致		コノシュウリガコオカノネツニタエルカドオカ	コノシュウリガコオカノネツニタエルカドオカ	この修理が、降下の熱に耐えるかどうか。	この修理が効果の熱に耐えるかどうか。
c617-2	読みが違う	—→ウワサ	ハタシカメラレナカッタ	ウワサハタシカメラレナカッタ	NASAは確かめられなかった。	噂は確かめられなかった。
c617-3	読み一致		ダカラシュウリアンハコオリスクトヒョオカサレテエル	ダカラシュウリアンハコオリスクトヒョオカサレテエル	だから修理案は「高リスク」と評価されている。	だから修理案は高リスクと評価されている。
c618-1	読みが違う	カエセ→キス	イキテカエセルミコミハムカエニイクアンノホオガハルカニタカイ	イキテキスルミコミハムカエニイクアンノホオガハルカニタカイ	生きて帰せる見込みは、迎えに行く案のほうがはるかに高い。	生きて帰する見込みは迎えに行く案の方がはるかに高い。
c618-2	読み一致		ケントオハンハソオケツロンシタ	ケントオハンハソオケツロンシタ	検討班は、そう結論した。	検討班はそう結論した。
c619-1	読みが違う	チャク→—	チャクリクデツバサガコワレルトヨメタバアイハジョオインハダッシュツスルゼンテエダッタ	リクデツバサガコワレルトヨメタバアイハジョオインハダッシュツスルゼンテエダッタ	着陸で翼が壊れると読めた場合は、乗員は脱出する前提だった。	陸で翼が壊れると読めた場合は、乗員は脱出する前提だった。
c619-2	読みが違う	フ→ホ	ニモツノイチブヲナゲステヒダリノツバサガアツクナリニクイフリカタモケントオサレタ	ニモツノイチブヲナゲステヒダリノツバサガアツクナリニクイホリカタモケントオサレタ	荷物の一部を投げ捨て、左の翼が熱くなりにくい降り方も検討された。	荷物の一部を投げ捨て、左の翼が熱くなりにくい掘り方も検討された。
c620-1	読み一致		ニチメヨリマエニダンテエデキテエレバマドガウマレタカモシレナイ	ニチメヨリマエニダンテエデキテエレバマドガウマレタカモシレナイ	「7日目より前に断定できていれば、窓が生まれたかもしれない」。	七日目より前に断定できていれば窓が生まれたかもしれない。
c620-2	読み一致		タスケラレタハズダトハカイテエナイ	タスケラレタハズダトハカイテエナイ	助けられたはずだ、とは書いていない。	助けられたはずだとは書いていない。
c621-1	読み一致		ナゼソコマデコマカクケエサンサセタノカ	ナゼソコマデコマカクケエサンサセタノカ	なぜそこまで細かく計算させたのか。	なぜそこまで細かく計算させたのか。
c621-2	読み一致		タスケラレタカドオカヲイイアテタカッタカラデハナイ	タスケラレタカドオカヲイイアテタカッタカラデハナイ	助けられたかどうかを、言い当てたかったからではない。	助けられたかどうかを言い当てたかったからではない。
c622-1	読み一致		キズガミツカッタトコロデドオセナニモデキナイ	キズガミツカッタトコロデドオセナニモデキナイ	傷が見つかったところで、どうせ何もできない。	傷が見つかったところでどうせ何もできない。
c622-2	読み一致		ヒコオチュウオオクノヒトガソオカンガエテエタ	ヒコオチュウオオクノヒトガソオカンガエテエタ	飛行中、多くの人がそう考えていた。	飛行中、多くの人がそう考えていた。
c623-1	読みが違う	ハ→ガ	キンキュウノトキニソナエタケエカクハタンジュンナモノスラツクラレテエナカッタ	キンキュウノトキニソナエタケエカクガタンジュンナモノスラツクラレテエナカッタ	緊急のときに備えた計画は、単純なものすら作られていなかった。	緊急の時に備えた計画が単純なものすら作られていなかった。
c623-2	読み一致		ダカラナニモデキナイハタシカメタケッカデハナイ	ダカラナニモデキナイハタシカメタケッカデハナイ	だから「何もできない」は、確かめた結果ではない。	だから何もできないは確かめた結果ではない。
c624-1	読み一致		イインカイガトイナオシタノハソノオモイコミデアル	イインカイガトイナオシタノハソノオモイコミデアル	委員会が問い直したのは、その思い込みである。	委員会が問い直したのはその思い込みである。
c624-2	読み一致		シラベモセズニナニモデキナイトシンジタ	シラベモセズニナニモデキナイトシンジタ	調べもせずに、何もできないと信じた	調べもせずに何もできないと信じた。
c701-1	読み一致		ココカラハジッサイニオキタコトデアルネンツキニチ	ココカラハジッサイニオキタコトデアルネンツキニチ	ここからは、実際に起きたことである。2003年2月1日。	ここからは実際に起きたことである。 2003年2月1日
c701-2	読み一致		ゴゼンジフンサイトツニュウトチャクリクヲウケモツハンガセキニツイタ	ゴゼンジフンサイトツニュウトチャクリクヲウケモツハンガセキニツイタ	午前2時30分、再突入と着陸を受け持つ班が席についた。	午前二時三十分、再突入と着陸を受け持つ班が席に着いた。
c702-1	読みが違う	チ→ジ	ゴゼンジフンチジョオカラオリテヨイトツタエラレル	ゴゼンジフンジジョオカラオリテヨイトツタエラレル	午前8時10分、地上から「降りてよい」と伝えられる。	午前八時十分、事情から降りて良いと伝えられる。
c702-2	読み一致		ジフンビョオキドオヲハナレルフンシャガハジマッタフンビョオツヅク	ジフンビョオキドオヲハナレルフンシャガハジマッタフンビョオツヅク	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。
c703-1	読みが違う	ハ→ガ	ソノトキノタカサハヤクキロインドヨオノオエダッタ	ソノトキノタカサガヤクキロインドヨオノオエダッタ	そのときの高さは約280キロ。インド洋の上だった。	その時の高さが約二百八十キロ、インド洋の上だった。
c703-2	読み一致		シュウメデアルジョオインハチジョオノワリホドノオモサヲカンジテエタ	ジシュウメデアルジョオインハチジョオノワリホドノオモサヲカンジテエタ	255周目である。乗員は、地上の1割ほどの重さを感じていた。	百五十時十五週目である。乗員は地上の1割ほどの重さを感じていた。
c704-1	読み一致		ジフンビョオタイキケンニハイッタ	ジフンビョオタイキケンニハイッタ	8時44分09秒、大気圏に入った。	八時四十四分零九秒、大気圏に入った。
c704-2	読み一致		タカサハヤクキロメエトルフィートタイヘエヨオノオエデアル	タカサハヤクキロメエトルフィートタイヘエヨオノオエデアル	高さは約122キロメートル（40万フィート）。太平洋の上である。	高さは約百二十二キロメートル、四十万フィート、太平洋の上である。
c704-3	読み一致		ココヲビョオトスルイゴハジコクトトツニュウカラノビョオスウデシメス	ココヲビョオトスルイゴハジコクトトツニュウカラノビョオスウデシメス	ここを0秒とする。以後は時刻と、突入からの秒数で示す。	ここを秒とする。以後は時刻と突入からの秒数で示す。
c705-1	読み一致		コノトキニンハツバサニアナガヒライテエルトハシラナイ	コノトキニンハツバサニアナガヒライテエルトハシラナイ	このとき7人は、翼に穴が開いているとは知らない。	この時七人は翼に穴が開いているとは知らない。
c705-2	読み一致		チジョオノカンセエモイツモトオナジサイトツニュウトシテミテエタ	チジョオノカンセエモイツモトオナジサイトツニュウトシテミテエタ	地上の管制も、いつもと同じ再突入として見ていた。	地上の管制もいつもと同じ再突入として見ていた。
c706-1	読み一致		トツニュウカラビョオゴジフンビョオ	トツニュウカラビョオゴジフンビョオ	突入から270秒後、8時48分39秒。	突入から二百七十秒後、八時四十八分三十九秒。
c706-2	読みが違う	フチ→エン	ヒダリノツバサノマエノフチデキンゾクノユガミヲハカルブヒンガイジョオヲキロクシタ	ヒダリノツバサノマエノエンデキンゾクノユガミヲハカルブヒンガイジョオヲキロクシタ	左の翼の前のふちで、金属のゆがみをはかる部品が異常を記録した。	左の翼の前の縁で金属の歪みを測る部品が異常を記録した。
c707-1	読み一致		キナイノキロクソオチニジキテエプデノコルダケデアル	キナイノキロクソオチニジキテエプデノコルダケデアル	機内の記録装置に、磁気テープで残るだけである。	機内の記録装置に磁気テープで残るだけである。
c707-2	読みが違う	ヒ→キ	ヒコオガオワッテカラシラベルタメノモノデデンパデハオクラナイ	キコオガオワッテカラシラベルタメノモノデデンパデハオクラナイ	飛行が終わってから調べるためのもので、電波では送らない。	機構が終わってから調べるためのもので、電波では送らない。
c708-1	読み一致		ツマリコノジテンデエジョオハオキテエル	ツマリコノジテンデエジョオハオキテエル	つまり、この時点で異常は起きている。	つまりこの時点で異常は起きている。
c708-2	読み一致		ダガチジョオニモジョオインニモナニヒトツツタワッテエナイ	ダガチジョオニモジョオインニモナニヒトツツタワッテエナイ	だが地上にも、乗員にも、何ひとつ伝わっていない。	だが、地上にも上院にも何一つ伝わっていない。
c709-1	読みが違う	フチ→エン	トツニュウカラビョオゴマエノフチノオクノオンドケエガアガリハジメタ	トツニュウカラビョオゴマエノエンノオクノオンドケエガアガリハジメタ	突入から290秒後、前のふちの奥の温度計が上がり始めた。	突入から秒後、前の縁の奥の温度計が上がり始めた。
