行	型	該当	本文
c606-1	EL_YOMI 既存	胴体29号機→胴体二十九号機×1	工場での呼び名は、胴体29号機。製造番号は46704。
c606-2	§6の語（9.11）	機体	のちに登録記号TC-JAVを付けて飛ぶ、この機体である。
c606-2	英字・記号	TC	のちに登録記号TC-JAVを付けて飛ぶ、この機体である。
c606-2	英字・記号	JAV	のちに登録記号TC-JAVを付けて飛ぶ、この機体である。
c607-1	同形異音語（一般）	一	この機体には、もう一つの来歴がある。1976年の日本の国会で語られたものだ。
c607-1	数詞＋助数詞	1976年	この機体には、もう一つの来歴がある。1976年の日本の国会で語られたものだ。
c607-1	§6の語（9.11）	機体	この機体には、もう一つの来歴がある。1976年の日本の国会で語られたものだ。
c607-1	EL_YOMI 既存	1976年→せんきゅうひゃくななじゅうろくねん×1	この機体には、もう一つの来歴がある。1976年の日本の国会で語られたものだ。
c607-1	EL_YOMI 既存	もう一つ→もうひとつ×1	この機体には、もう一つの来歴がある。1976年の日本の国会で語られたものだ。
c607-2	§6の語（9.11）	委員会	旅客機の売りこみをめぐる汚職、ロッキード事件を調べる衆議院の委員会だった。
c607-2	§6の語（コロンビア号）	委員会	旅客機の売りこみをめぐる汚職、ロッキード事件を調べる衆議院の委員会だった。
c608-1	同形異音語（一般）	人	証言したのは、国会に証人として呼ばれた、三井物産の顧問だ。
c608-2	英字・記号	DC	三井物産は、全日空に売るつもりで、DC-10を6機押さえていた。
c608-2	EL_YOMI 既存	6機押さえ→ろっき押さえ×1	三井物産は、全日空に売るつもりで、DC-10を6機押さえていた。
c608-2	EL_YOMI 既存	DC-10→ディーシーテン×1	三井物産は、全日空に売るつもりで、DC-10を6機押さえていた。
c608-3	鉤括弧	「	取り消さない前提で出す「確定の注文」だった。
c608-3	鉤括弧	」	取り消さない前提で出す「確定の注文」だった。
c609-2	同形異音語（一般）	人	証人は、全日空は一度も「発注する」とは言わなかった、と述べている。
c609-2	鉤括弧	「	証人は、全日空は一度も「発注する」とは言わなかった、と述べている。
c609-2	鉤括弧	」	証人は、全日空は一度も「発注する」とは言わなかった、と述べている。
c609-3	同形異音語（実績）	側	ただ、全日空の側もそれを知り、好ましいと見ていた、とも述べている。
c610-1	§6の語（9.11）	機体	機体ができる時期が、全日空が使いはじめる予定より、早すぎた。
c610-2	数詞＋助数詞	1971年	三井物産は1971年5月から、ほかの買い手を探した。
c610-2	数詞＋助数詞	5月	三井物産は1971年5月から、ほかの買い手を探した。
c610-2	EL_YOMI 既存	三井物産は1971年5月→三井物産は せんきゅうひゃくななじゅういちねん ごがつ×1	三井物産は1971年5月から、ほかの買い手を探した。
c611-1	EL_YOMI 既存	3機→さんき×1	決まったのは、イギリスのレーカー航空とトルコ航空。3機ずつだった。
c611-2	同形異音語（一般）	人	トルコ航空の3機は、1972年9月に決まったと、証人は述べている。
c611-2	数詞＋助数詞	1972年	トルコ航空の3機は、1972年9月に決まったと、証人は述べている。
c611-2	数詞＋助数詞	9月	トルコ航空の3機は、1972年9月に決まったと、証人は述べている。
c611-2	EL_YOMI 既存	1972年9月→せんきゅうひゃくななじゅうにねん くがつ×1	トルコ航空の3機は、1972年9月に決まったと、証人は述べている。
c611-2	EL_YOMI 既存	3機→さんき×1	トルコ航空の3機は、1972年9月に決まったと、証人は述べている。
c612-1	同形異音語（一般）	人	証人は、5けたの番号は知らないと答え、全日空向けの「29番」「33番」を挙げた。
c612-1	鉤括弧	「	証人は、5けたの番号は知らないと答え、全日空向けの「29番」「33番」を挙げた。
c612-1	鉤括弧	」	証人は、5けたの番号は知らないと答え、全日空向けの「29番」「33番」を挙げた。
c612-1	鉤括弧	「	証人は、5けたの番号は知らないと答え、全日空向けの「29番」「33番」を挙げた。
c612-1	鉤括弧	」	証人は、5けたの番号は知らないと答え、全日空向けの「29番」「33番」を挙げた。
c612-1	EL_YOMI 既存	29番→にじゅうきゅうばん×1	証人は、5けたの番号は知らないと答え、全日空向けの「29番」「33番」を挙げた。
c612-1	EL_YOMI 既存	33番→さんじゅうさんばん×1	証人は、5けたの番号は知らないと答え、全日空向けの「29番」「33番」を挙げた。
c612-1	EL_YOMI 既存	5けた→ごけた×1	証人は、5けたの番号は知らないと答え、全日空向けの「29番」「33番」を挙げた。
c612-2	同形異音語（一般）	上	そのあと議員が、6機の製造番号を読み上げた。その中に46704がある。
c612-2	EL_YOMI 既存	中に46704→中に よんろくななまるよん×1	そのあと議員が、6機の製造番号を読み上げた。その中に46704がある。
c612-2	EL_YOMI 既存	6機→ろっき×1	そのあと議員が、6機の製造番号を読み上げた。その中に46704がある。
c613-1	同形異音語（一般）	人	証人は、日本向けに作られた仕様を、トルコ向けに一部改装したとも述べている。
c613-2	文頭の数字	1	1972年3月の国会でも、議員が「29番」の機体に触れていた。
c613-2	数詞＋助数詞	1972年	1972年3月の国会でも、議員が「29番」の機体に触れていた。
c613-2	数詞＋助数詞	3月	1972年3月の国会でも、議員が「29番」の機体に触れていた。
c613-2	鉤括弧	「	1972年3月の国会でも、議員が「29番」の機体に触れていた。
c613-2	鉤括弧	」	1972年3月の国会でも、議員が「29番」の機体に触れていた。
c613-2	§6の語（9.11）	機体	1972年3月の国会でも、議員が「29番」の機体に触れていた。
c613-2	EL_YOMI 既存	1972年3月の→千九百七十二年 さんがつの×1	1972年3月の国会でも、議員が「29番」の機体に触れていた。
c613-2	EL_YOMI 既存	29番→にじゅうきゅうばん×1	1972年3月の国会でも、議員が「29番」の機体に触れていた。
c614-1	文頭の数字	1	1972年12月、29号機はトルコ航空に引き渡された。
c614-1	数詞＋助数詞	1972年	1972年12月、29号機はトルコ航空に引き渡された。
c614-1	数詞＋助数詞	12月	1972年12月、29号機はトルコ航空に引き渡された。
c614-1	EL_YOMI 既存	1972年12月→千九百七十二年 じゅうにがつ×1	1972年12月、29号機はトルコ航空に引き渡された。
c614-1	EL_YOMI 既存	29号機→にじゅうきゅうごうき×1	1972年12月、29号機はトルコ航空に引き渡された。
c615-1	同形異音語（一般）	事	社長は、現場で見つかったドアを調べると、改修の大事な部品が1つ欠けていたと、
c615-1	数詞＋助数詞	1つ	社長は、現場で見つかったドアを調べると、改修の大事な部品が1つ欠けていたと、
c615-1	EL_YOMI 既存	1つ→ひとつ×1	社長は、現場で見つかったドアを調べると、改修の大事な部品が1つ欠けていたと、
c617-2	文頭の数字	5	52-37の作業は一部済んでいたが、肝心の板は付いていなかった、とも述べた。
c617-2	§6の語（三豊百貨店）	板	52-37の作業は一部済んでいたが、肝心の板は付いていなかった、とも述べた。
c617-2	EL_YOMI 既存	52-37の作業→五十二の三十七の作業×1	52-37の作業は一部済んでいたが、肝心の板は付いていなかった、とも述べた。
c618-1	§6の語（9.11）	機体	引き渡しの前の改修の工程で、29号機の隣にいたのは、レーカー航空の機体だった。
c618-1	EL_YOMI 既存	29号機→にじゅうきゅうごうき×1	引き渡しの前の改修の工程で、29号機の隣にいたのは、レーカー航空の機体だった。
c618-2	同形異音語（一般）	人	記録の検査のはんこでは、作業は同じころ、同じ人たちの手で行われていた。
c618-3	§6の語（9.11）	機体	そしてその機体も、52-37を全部は済ませていなかった。
c618-3	EL_YOMI 既存	52-37→ごじゅうにの さんじゅうなな×1	そしてその機体も、52-37を全部は済ませていなかった。
c619-1	同形異音語（一般）	人	書類に「板を取り付けた」とはんこを押したのは、品質の検査員と、製造の副職長の2人。
c619-1	数詞＋助数詞	2人	書類に「板を取り付けた」とはんこを押したのは、品質の検査員と、製造の副職長の2人。
c619-1	鉤括弧	「	書類に「板を取り付けた」とはんこを押したのは、品質の検査員と、製造の副職長の2人。
c619-1	鉤括弧	」	書類に「板を取り付けた」とはんこを押したのは、品質の検査員と、製造の副職長の2人。
c619-1	§6の語（三豊百貨店）	板	書類に「板を取り付けた」とはんこを押したのは、品質の検査員と、製造の副職長の2人。
c619-1	EL_YOMI 既存	2人→ふたり×1	書類に「板を取り付けた」とはんこを押したのは、品質の検査員と、製造の副職長の2人。
c619-2	同形異音語（一般）	人	取り付けるはずだった工場の作業員は特定できず、2人は検査の仕事から外された。
c619-2	同形異音語（一般）	事	取り付けるはずだった工場の作業員は特定できず、2人は検査の仕事から外された。
c619-2	数詞＋助数詞	2人	取り付けるはずだった工場の作業員は特定できず、2人は検査の仕事から外された。
c619-2	EL_YOMI 既存	2人→ふたり×1	取り付けるはずだった工場の作業員は特定できず、2人は検査の仕事から外された。
c620-1	§6の語（コロンビア号）	報告書	フランスの報告書は、工場でするはずの改修が、メーカーの見落としで抜けたとする。
c620-2	§6の語（コロンビア号）	報告書	調整にも誤りがあった。報告書は、事故機のドアの調整を、同じ型のドアに写して試した。
c620-3	小数	7.95	ピンは、本来の位置より7.95ミリ手前で止まった。
c620-3	数詞＋助数詞	95ミリ	ピンは、本来の位置より7.95ミリ手前で止まった。
c620-3	EL_YOMI 既存	7.95ミリ→ななてんきゅうごミリ×1	ピンは、本来の位置より7.95ミリ手前で止まった。
c621-2	EL_YOMI 既存	約22キロ→約二十二キロ×1	ハンドルは、約22キロの力で閉まった
c622-1	同形異音語（一般）	人	調整さえ正しければ、板が無くても、人の力でハンドルは倒せなかった、と報告書は書く。
c622-1	§6の語（コロンビア号）	報告書	調整さえ正しければ、板が無くても、人の力でハンドルは倒せなかった、と報告書は書く。
c622-1	§6の語（三豊百貨店）	板	調整さえ正しければ、板が無くても、人の力でハンドルは倒せなかった、と報告書は書く。
c622-2	同形異音語（実績）	方	そして、のぞき窓で見ないかぎり、外からは閉め方の誤りを疑えなかった、とも書く。
c622-3	文頭の数字	1	1974年3月3日、その機体が、オルリーを飛び立つ。
c622-3	同形異音語（一般）	日	1974年3月3日、その機体が、オルリーを飛び立つ。
c622-3	数詞＋助数詞	1974年	1974年3月3日、その機体が、オルリーを飛び立つ。
c622-3	数詞＋助数詞	3月	1974年3月3日、その機体が、オルリーを飛び立つ。
c622-3	数詞＋助数詞	3日	1974年3月3日、その機体が、オルリーを飛び立つ。
c622-3	§6の語（9.11）	機体	1974年3月3日、その機体が、オルリーを飛び立つ。
c622-3	EL_YOMI 既存	1974年3月3日→千九百七十四年 さんがつみっか×1	1974年3月3日、その機体が、オルリーを飛び立つ。
c701-1	数詞＋助数詞	12時	昼の12時30分30秒。981便はオルリーを離陸した。
c701-1	数詞＋助数詞	30分	昼の12時30分30秒。981便はオルリーを離陸した。
c701-1	数詞＋助数詞	30秒	昼の12時30分30秒。981便はオルリーを離陸した。
c701-1	§6の語（テネリフェ）	離陸	昼の12時30分30秒。981便はオルリーを離陸した。
c701-1	EL_YOMI 既存	12時30分30秒→じゅうにじ さんじゅっぷん さんじゅうびょう×1	昼の12時30分30秒。981便はオルリーを離陸した。
c701-1	EL_YOMI 既存	981便→きゅうはちいちびん×1	昼の12時30分30秒。981便はオルリーを離陸した。
c701-2	同形異音語（一般）	人	乗っていたのは、乗客334人と乗員12人。あわせて346人。
c701-2	同形異音語（一般）	人	乗っていたのは、乗客334人と乗員12人。あわせて346人。
c701-2	同形異音語（一般）	人	乗っていたのは、乗客334人と乗員12人。あわせて346人。
c701-2	数詞＋助数詞	334人	乗っていたのは、乗客334人と乗員12人。あわせて346人。
c701-2	数詞＋助数詞	12人	乗っていたのは、乗客334人と乗員12人。あわせて346人。
c701-2	数詞＋助数詞	346人	乗っていたのは、乗客334人と乗員12人。あわせて346人。
c701-2	§6の語（9.11）	乗員	乗っていたのは、乗客334人と乗員12人。あわせて346人。
c701-2	EL_YOMI 既存	346人→さんびゃくよんじゅうろくにん×1	乗っていたのは、乗客334人と乗員12人。あわせて346人。
c701-2	EL_YOMI 既存	334人→さんびゃくさんじゅうよにん×1	乗っていたのは、乗客334人と乗員12人。あわせて346人。
c701-2	EL_YOMI 既存	12人→じゅうににん×1	乗っていたのは、乗客334人と乗員12人。あわせて346人。
c702-1	同形異音語（実績）	歳	操縦室には3人。機長のネジャット・ベルキョズ、44歳。
c702-1	同形異音語（一般）	人	操縦室には3人。機長のネジャット・ベルキョズ、44歳。
c702-1	数詞＋助数詞	3人	操縦室には3人。機長のネジャット・ベルキョズ、44歳。
c702-1	§6の語（9.11）	操縦室	操縦室には3人。機長のネジャット・ベルキョズ、44歳。
c702-1	§6の語（テネリフェ）	操縦室	操縦室には3人。機長のネジャット・ベルキョズ、44歳。
c702-1	EL_YOMI 既存	操縦室には3人→操縦室には さんにん×1	操縦室には3人。機長のネジャット・ベルキョズ、44歳。
c702-1	EL_YOMI 既存	44歳→よんじゅうよんさい×1	操縦室には3人。機長のネジャット・ベルキョズ、44歳。
c702-2	同形異音語（実績）	歳	副操縦士のオラル・ウルスマン、38歳。航空機関士のエルハン・オゼル、37歳。
c702-2	同形異音語（実績）	歳	副操縦士のオラル・ウルスマン、38歳。航空機関士のエルハン・オゼル、37歳。
c702-2	§6の語（テネリフェ）	副操縦士	副操縦士のオラル・ウルスマン、38歳。航空機関士のエルハン・オゼル、37歳。
c702-2	§6の語（テネリフェ）	航空機関士	副操縦士のオラル・ウルスマン、38歳。航空機関士のエルハン・オゼル、37歳。
c702-2	EL_YOMI 既存	38歳→さんじゅうはっさい×1	副操縦士のオラル・ウルスマン、38歳。航空機関士のエルハン・オゼル、37歳。
c702-2	EL_YOMI 既存	37歳→さんじゅうななさい×1	副操縦士のオラル・ウルスマン、38歳。航空機関士のエルハン・オゼル、37歳。
c703-1	同形異音語（実績）	間	機長が飛んだ時間は、あわせて7000時間を超えていた。
c703-1	同形異音語（実績）	間	機長が飛んだ時間は、あわせて7000時間を超えていた。
c703-1	数詞＋助数詞	7000時	機長が飛んだ時間は、あわせて7000時間を超えていた。
c703-1	EL_YOMI 既存	7000時間→ななせんじかん×1	機長が飛んだ時間は、あわせて7000時間を超えていた。
c703-2	§6の語（テネリフェ）	副操縦士	機長と副操縦士は、どちらもトルコ空軍から移ってきた操縦士だった。
c703-3	同形異音語（実績）	間	副操縦士は5500時間あまり、航空機関士は2100時間あまり飛んでいた。
c703-3	同形異音語（実績）	間	副操縦士は5500時間あまり、航空機関士は2100時間あまり飛んでいた。
c703-3	数詞＋助数詞	5500時	副操縦士は5500時間あまり、航空機関士は2100時間あまり飛んでいた。
c703-3	数詞＋助数詞	2100時	副操縦士は5500時間あまり、航空機関士は2100時間あまり飛んでいた。
c703-3	§6の語（テネリフェ）	副操縦士	副操縦士は5500時間あまり、航空機関士は2100時間あまり飛んでいた。
c703-3	§6の語（テネリフェ）	航空機関士	副操縦士は5500時間あまり、航空機関士は2100時間あまり飛んでいた。
c703-3	EL_YOMI 既存	副操縦士は5500時間→副操縦士は ごせんごひゃくじかん×1	副操縦士は5500時間あまり、航空機関士は2100時間あまり飛んでいた。
c703-3	EL_YOMI 既存	2100時間→二千百時間×1	副操縦士は5500時間あまり、航空機関士は2100時間あまり飛んでいた。
c704-1	同形異音語（一般）	上	機体は北へ向きを変え、自動操縦で上っていったとみられる。
c704-1	§6の語（9.11）	機体	機体は北へ向きを変え、自動操縦で上っていったとみられる。
c704-1	§6の語（9.11）	自動操縦	機体は北へ向きを変え、自動操縦で上っていったとみられる。
c704-2	§6の語（コロンビア号）	報告書	報告書は、このとき、ドアの警告灯は点いていなかったとみている。
c705-1	数詞＋助数詞	9分	離陸から9分あまり。高さは約3500メートル（1万1500フィート）に達していた。
c705-1	数詞＋助数詞	3500メートル	離陸から9分あまり。高さは約3500メートル（1万1500フィート）に達していた。
c705-1	数詞＋助数詞	1500フィート	離陸から9分あまり。高さは約3500メートル（1万1500フィート）に達していた。
c705-1	§6の語（テネリフェ）	離陸	離陸から9分あまり。高さは約3500メートル（1万1500フィート）に達していた。
c705-1	EL_YOMI 既存	1万1500フィート→いちまんいっせんごひゃくフィート×1	離陸から9分あまり。高さは約3500メートル（1万1500フィート）に達していた。
c705-1	EL_YOMI 既存	3500メートル→さんぜんごひゃくメートル×1	離陸から9分あまり。高さは約3500メートル（1万1500フィート）に達していた。
c705-1	EL_YOMI 既存	9分→きゅうふん×1	離陸から9分あまり。高さは約3500メートル（1万1500フィート）に達していた。
c705-2	EL_YOMI 既存	300ノット→さんびゃくノット×1	速さは時速およそ560キロ（300ノット）だった。
c705-2	EL_YOMI 既存	560キロ→ごひゃくろくじゅうキロ×1	速さは時速およそ560キロ（300ノット）だった。
c706-1	§6の語（9.11）	操縦室	報告書は、操縦室の声や音を録る装置、ボイスレコーダーから時刻を書き出している。
c706-1	§6の語（コロンビア号）	報告書	報告書は、操縦室の声や音を録る装置、ボイスレコーダーから時刻を書き出している。
c706-1	§6の語（テネリフェ）	操縦室	報告書は、操縦室の声や音を録る装置、ボイスレコーダーから時刻を書き出している。
c706-2	文頭の数字	1	12時39分56秒、減圧の音
c706-2	数詞＋助数詞	12時	12時39分56秒、減圧の音
c706-2	数詞＋助数詞	39分	12時39分56秒、減圧の音
c706-2	数詞＋助数詞	56秒	12時39分56秒、減圧の音
c706-2	EL_YOMI 既存	12時39分56秒→十二時 さんじゅうきゅうふん ごじゅうろくびょう×1	12時39分56秒、減圧の音
c707-2	同形異音語（一般）	物	後ろの左の貨物ドアが外れ、機内の空気が一気に抜けた。
c708-1	鉤括弧	「	音声の記録では、機長が「何が起きた」とたずね、副操縦士がこう答えている。
c708-1	鉤括弧	」	音声の記録では、機長が「何が起きた」とたずね、副操縦士がこう答えている。
c708-1	§6の語（テネリフェ）	副操縦士	音声の記録では、機長が「何が起きた」とたずね、副操縦士がこう答えている。
c708-2	§6の語（9.11）	機体	機体が破裂した
c709-2	§6の語（9.11）	管制	管制官は、乱れた交信と、トルコ語の声と、警報の音を聞いている。
c709-2	§6の語（9.11）	交信	管制官は、乱れた交信と、トルコ語の声と、警報の音を聞いている。
c709-2	§6の語（テネリフェ）	管制官	管制官は、乱れた交信と、トルコ語の声と、警報の音を聞いている。
c710-1	同形異音語（一般）	人	床が崩れ、座席の一部とともに、乗客6人が機体の外へ投げ出された。
c710-1	数詞＋助数詞	6人	床が崩れ、座席の一部とともに、乗客6人が機体の外へ投げ出された。
c710-1	§6の語（9.11）	機体	床が崩れ、座席の一部とともに、乗客6人が機体の外へ投げ出された。
c710-1	§6の語（三豊百貨店）	床	床が崩れ、座席の一部とともに、乗客6人が機体の外へ投げ出された。
c710-1	EL_YOMI 既存	6人→ろくにん×1	床が崩れ、座席の一部とともに、乗客6人が機体の外へ投げ出された。
c711-1	同形異音語（一般）	下	床の下を通る、操縦のためのケーブルが傷んだ。真ん中のエンジンも止まった。
c711-1	§6の語（三豊百貨店）	床	床の下を通る、操縦のためのケーブルが傷んだ。真ん中のエンジンも止まった。
c712-1	同形異音語（一般）	上	傷んだのは、機首を上げ下げする尾翼の「昇降舵」などを動かすケーブルだ。
c712-1	同形異音語（一般）	下	傷んだのは、機首を上げ下げする尾翼の「昇降舵」などを動かすケーブルだ。
c712-1	鉤括弧	「	傷んだのは、機首を上げ下げする尾翼の「昇降舵」などを動かすケーブルだ。
c712-1	鉤括弧	」	傷んだのは、機首を上げ下げする尾翼の「昇降舵」などを動かすケーブルだ。
c712-1	§6の語（キー橋）	舵	傷んだのは、機首を上げ下げする尾翼の「昇降舵」などを動かすケーブルだ。
c712-1	§6の語（コロンビア号）	翼	傷んだのは、機首を上げ下げする尾翼の「昇降舵」などを動かすケーブルだ。
c712-2	§6の語（9.11）	乗員	乗員は、機体を立て直すことができなくなった。
c712-2	§6の語（9.11）	機体	乗員は、機体を立て直すことができなくなった。
c713-1	同形異音語（一般）	下	機首は下がり、速さはみるみる上がっていった。
c713-1	同形異音語（一般）	上	機首は下がり、速さはみるみる上がっていった。
c713-2	§6の語（9.11）	管制	管制のレーダーの画面からは、981便の便名が消えた。
c713-2	EL_YOMI 既存	981便→きゅうはちいちびん×1	管制のレーダーの画面からは、981便の便名が消えた。
c714-1	数詞＋助数詞	22秒	減圧から22秒後には、機首が20度ほど下向きに傾き、時速670キロに達していた。
c714-1	EL_YOMI 既存	670キロ→ろっぴゃくななじゅうキロ×1	減圧から22秒後には、機首が20度ほど下向きに傾き、時速670キロに達していた。
c714-1	EL_YOMI 既存	22秒後→二十二秒後×1	減圧から22秒後には、機首が20度ほど下向きに傾き、時速670キロに達していた。
c714-1	EL_YOMI 既存	20度→二十度×1	減圧から22秒後には、機首が20度ほど下向きに傾き、時速670キロに達していた。
c715-2	数詞＋助数詞	50秒	記録の終わりまで、およそ50秒鳴り続けたとみられる。
c715-2	EL_YOMI 既存	50秒鳴り→ごじゅうびょう鳴り×1	記録の終わりまで、およそ50秒鳴り続けたとみられる。
c716-1	§6の語（9.11）	乗員	報告書は、乗員はすぐに事態を見抜き、取り乱した様子は無かったと記す。
c716-1	§6の語（コロンビア号）	報告書	報告書は、乗員はすぐに事態を見抜き、取り乱した様子は無かったと記す。
c717-1	EL_YOMI 既存	15キロ→じゅうごキロ×1	サン・パテュスから、およそ15キロ先に、エルムノンヴィルの森がある。
c718-1	文頭の数字	1	12時41分13秒、交信と、操縦室の音声の記録が途切れる。
c718-1	数詞＋助数詞	12時	12時41分13秒、交信と、操縦室の音声の記録が途切れる。
c718-1	数詞＋助数詞	41分	12時41分13秒、交信と、操縦室の音声の記録が途切れる。
c718-1	数詞＋助数詞	13秒	12時41分13秒、交信と、操縦室の音声の記録が途切れる。
c718-1	§6の語（9.11）	交信	12時41分13秒、交信と、操縦室の音声の記録が途切れる。
c718-1	§6の語（9.11）	操縦室	12時41分13秒、交信と、操縦室の音声の記録が途切れる。
c718-1	§6の語（テネリフェ）	操縦室	12時41分13秒、交信と、操縦室の音声の記録が途切れる。
c718-1	EL_YOMI 既存	12時41分13秒→十二時 よんじゅういっぷん じゅうさんびょう×1	12時41分13秒、交信と、操縦室の音声の記録が途切れる。
c718-2	数詞＋助数詞	77秒	報告書によれば、減圧から地面に当たるまで、およそ77秒だった。
c718-2	§6の語（コロンビア号）	報告書	報告書によれば、減圧から地面に当たるまで、およそ77秒だった。
c718-2	EL_YOMI 既存	77秒→ななじゅうななびょう×1	報告書によれば、減圧から地面に当たるまで、およそ77秒だった。
c719-1	§6の語（9.11）	機体	機体は左へ17度ほど傾き、時速およそ800キロで森に突っこんだ。
c719-1	EL_YOMI 既存	800キロ→八百キロ×1	機体は左へ17度ほど傾き、時速およそ800キロで森に突っこんだ。
c719-1	EL_YOMI 既存	17度→じゅうななど×1	機体は左へ17度ほど傾き、時速およそ800キロで森に突っこんだ。
c719-2	同形異音語（一般）	下	機首も、4度ほど下へ傾いていた。
c719-2	EL_YOMI 既存	4度→よんど×1	機首も、4度ほど下へ傾いていた。
c720-1	数詞＋助数詞	10メートル	機体は、高さ10メートルほどの木々の梢に当たり、そのまま森を切り開いた。
c720-1	§6の語（9.11）	機体	機体は、高さ10メートルほどの木々の梢に当たり、そのまま森を切り開いた。
c720-1	EL_YOMI 既存	10メートル→じゅうメートル×1	機体は、高さ10メートルほどの木々の梢に当たり、そのまま森を切り開いた。
c720-2	1モーラ語＋助詞	火は	火は出なかった。機体は、細かなかけらになって、森に散った。
c720-2	§6の語（9.11）	機体	火は出なかった。機体は、細かなかけらになって、森に散った。
c721-1	数詞＋助数詞	700メートル	最後のかけらは、最初に木に触れた場所から700メートル先で見つかっている。
c721-1	EL_YOMI 既存	700メートル→ななひゃくメートル×1	最後のかけらは、最初に木に触れた場所から700メートル先で見つかっている。
c722-1	同形異音語（一般）	人	サン・パテュスの畑では、翌朝、ドアの一部と、乗客6人が見つかった。
c722-1	数詞＋助数詞	6人	サン・パテュスの畑では、翌朝、ドアの一部と、乗客6人が見つかった。
c722-1	EL_YOMI 既存	6人→ろくにん×1	サン・パテュスの畑では、翌朝、ドアの一部と、乗客6人が見つかった。
c722-2	同形異音語（一般）	人	では、この便に乗っていたのは、どんな人たちだったのか。
c801-1	文頭の数字	3	346人のうち、生き残った人はいなかった。
c801-1	同形異音語（一般）	人	346人のうち、生き残った人はいなかった。
c801-1	同形異音語（一般）	生	346人のうち、生き残った人はいなかった。
c801-1	同形異音語（一般）	人	346人のうち、生き残った人はいなかった。
c801-1	数詞＋助数詞	346人	346人のうち、生き残った人はいなかった。
c801-1	EL_YOMI 既存	346人のうち→三百四十六人のうち×1	346人のうち、生き残った人はいなかった。
c801-2	同形異音語（一般）	人	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	同形異音語（一般）	人	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	同形異音語（一般）	人	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	同形異音語（一般）	人	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	数詞＋助数詞	12人	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	数詞＋助数詞	3人	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	数詞＋助数詞	8人	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	数詞＋助数詞	1人	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	§6の語（9.11）	乗員	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	§6の語（9.11）	操縦室	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	§6の語（9.11）	客室乗務員	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	§6の語（テネリフェ）	操縦室	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	EL_YOMI 既存	客室乗務員8人→客室乗務員八人×1	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	EL_YOMI 既存	12人→じゅうににん×1	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	EL_YOMI 既存	3人→さんにん×1	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c801-2	EL_YOMI 既存	1人→ひとり×1	乗員12人の内訳は、操縦室の3人、客室乗務員8人、同乗の整備士1人。
c802-1	同形異音語（一般）	人	客室乗務員は、チーフ・スチュワード1人と、スチュワーデス7人だった。
c802-1	同形異音語（一般）	人	客室乗務員は、チーフ・スチュワード1人と、スチュワーデス7人だった。
c802-1	数詞＋助数詞	1人	客室乗務員は、チーフ・スチュワード1人と、スチュワーデス7人だった。
c802-1	数詞＋助数詞	7人	客室乗務員は、チーフ・スチュワード1人と、スチュワーデス7人だった。
c802-1	§6の語（9.11）	客室乗務員	客室乗務員は、チーフ・スチュワード1人と、スチュワーデス7人だった。
c802-1	EL_YOMI 既存	7人→ななにん×1	客室乗務員は、チーフ・スチュワード1人と、スチュワーデス7人だった。
c802-1	EL_YOMI 既存	1人→ひとり×1	客室乗務員は、チーフ・スチュワード1人と、スチュワーデス7人だった。
c803-1	同形異音語（一般）	日	事故の翌日の国会で、議員はこの事故を「史上最大の死者」を出した事故と呼んだ。
c803-1	鉤括弧	「	事故の翌日の国会で、議員はこの事故を「史上最大の死者」を出した事故と呼んだ。
c803-1	鉤括弧	」	事故の翌日の国会で、議員はこの事故を「史上最大の死者」を出した事故と呼んだ。
c804-1	同形異音語（一般）	人	乗客には、イギリスの人と日本の人が多かった。
c804-1	同形異音語（一般）	人	乗客には、イギリスの人と日本の人が多かった。
c804-2	同形異音語（一般）	人	そのため、両国の立会人が、フランスの調査を見守っている。
c805-1	同形異音語（一般）	人	日本人の乗客は、確かめられた人で48人とされる。
c805-1	同形異音語（一般）	人	日本人の乗客は、確かめられた人で48人とされる。
c805-1	同形異音語（一般）	人	日本人の乗客は、確かめられた人で48人とされる。
c805-1	数詞＋助数詞	48人	日本人の乗客は、確かめられた人で48人とされる。
c805-1	EL_YOMI 既存	48人→よんじゅうはちにん×1	日本人の乗客は、確かめられた人で48人とされる。
