行	判定	食い違い	台本の読み	聞取の読み	台本	聞取
c514-3	読み一致		シマノヨオスヲミニトバシタヘリコプタアハヨビモドサレタ	シマノヨオスヲミニトバシタヘリコプタアハヨビモドサレタ	島の様子を見に飛ばしたヘリコプターは、呼び戻された。	島の様子を見に飛ばしたヘリコプターは呼び戻された。
c515-1	読み一致		フッテキタモノヲホオコクショハコオカイテエル	フッテキタモノヲホオコクショハコオカイテエル	降ってきたものを、報告書はこう書いている。	降ってきたものを報告書はこう書いている。
c515-2	読み一致		ハイピンノアタマホドノシロクザラザラシタユキノヨオ	ハイピンノアタマホドノシロクザラザラシタユキノヨオ	灰：ピンの頭ほどの白くざらざらした雪のよう	はい。ピンの頭ほどの白くザラザラした雪のよう。
c516-1	読み一致		カクカンハカンパンニミズヲナガシツヅケルソオチヲウゴカシ	カクカンハカンパンニミズヲナガシツヅケルソオチヲウゴカシ	各艦は、甲板に水を流し続ける装置を動かし、	各艦は甲板に水を流し続ける装置を動かし
c516-2	読み一致		ビキニカラキロノトコロマデゼンソクリョクデミナミヘサガッタ	ビキニカラキロノトコロマデゼンソクリョクデミナミヘサガッタ	ビキニから93キロの所まで、全速力で南へ下がった。	ビキニから九十三キロのところまで全速力で南へ下がった。
c517-1	読みが違う	グチ→ミゾ	クウボデハカンパンノハイスイグチニハイガタマリツヨイホオシャセンヲダシテエタ	クウボデハカンパンノハイスイミゾニハイガタマリツヨイホオシャセンヲダシテエタ	空母では、甲板の排水口に灰がたまり、強い放射線を出していた。	空母では甲板の排水溝に灰が溜まり、強い放射線を出していた。
c517-2	読み一致		カンキヲハヤクトメタノデハイノオオクハフネノナカヘハイラズニスンダ	カンキヲハヤクトメタノデハイノオオクハフネノナカヘハイラズニスンダ	換気を早く止めたので、灰の多くは船の中へ入らずにすんだ。	換気を早く止めたので、灰の多くは船の中へ入らずに済んだ。
c517-3	読みが違う	—→サンガ／キ→—	ハイヲアライオトスサギョオガオワッタノハツキニチノオワリデアル	ハイヲアライオトスサギョオガオワッタノハサンガツニチノオワリデアル	灰を洗い落とす作業が終わったのは、3月4日の終わりである。	肺を洗い落とす作業が終わったのは三月四日の終わりである。
c518-1	読み一致		シレエショニノコッタキバクノハンガヘリコプタアデタスケダサレタノハ	シレエショニノコッタキバクノハンガヘリコプタアデタスケダサレタノハ	指令所に残った起爆の班が、ヘリコプターで助け出されたのは、	司令所に残った起爆の班がヘリコプターで助け出されたのは
c518-2	読み一致		ヒルノジハンバクハツカラジカンチカクタッテエタ	ヒルノジハンバクハツカラジカンチカクタッテエタ	昼の12時半。爆発から、6時間近くたっていた。	昼の十二時半、爆発から六時間近く経っていた。
c519-1	読みが違う	ハ→ア／—→ッ	ハイヲハコブクモハヒガシヘナガレテエタ	アイヲハコブクモハヒガシヘナガレテエッタ	灰を運ぶ雲は、東へ流れていた。	愛を運ぶ雲は東へ流れていった。
c519-2	読み一致		クモノハバハオヨソキロアッタトミラレテエル	クモノハバハオヨソキロアッタトミラレテエル	雲の幅は、およそ160キロあったとみられている。	雲の幅はおよそ百六十キロあったと見られている。
c519-3	読み一致		カンタイニハヒルスギカラヨルニカケテドメノハイモフッタ	カンタイニハヒルスギカラヨルニカケテドメノハイモフッタ	艦隊には、昼すぎから夜にかけて、2度目の灰も降った。	艦隊には昼過ぎから夜にかけて二度目の灰も降った。
c520-1	読み一致		ヒトノスムロンゲラップカンショオハビキニカラヒガシヘオヨソキロ	ヒトノスムロンゲラップカンショオハビキニカラヒガシヘオヨソキロ	人の住むロンゲラップ環礁は、ビキニから東へおよそ190キロ。	人の住むロンゲラップ環礁はビキニから東へおよそ百九十キロ。
c520-2	読みが違う	アト→ゴ／オ→ガアタマ	アトノケエサンデハヒルスギニハハイノセントオガソコヲコエテエタ	ゴノケエサンデハヒルスギニハハイノトガアタマガソコヲコエテエタ	あとの計算では、昼すぎには、灰の先頭がそこを越えていた。	後の計算では、昼過ぎには肺の尖頭が底を越えていた。
c521-1	読み一致		シマニフッタハイハドコカラキタノカ	シマニフッタハイハドコカラキタノカ	島に降った灰は、どこから来たのか。	島に降った灰はどこから来たのか。
c521-2	読み一致		ネンノホオコクショハソラノタカクマデノボッタクモノオエノブブンカラダトスル	ネンノホオコクショハソラノタカクマデノボッタクモノオエノブブンカラダトスル	2013年の報告書は、空の高くまで昇った、雲の上の部分からだとする。	二〇一三年の報告書は、空の高くまで登った雲の上の部分からだとする。
c521-3	読み一致		ヨホオハソコカラフッテクルハイヲジュウブンニミコンデエナカッタ	ヨホオハソコカラフッテクルハイヲジュウブンニミコンデエナカッタ	予報は、そこから降ってくる灰を、十分に見込んでいなかった。	予報はそこから降ってくる灰を十分に見込んでいなかった。
c522-1	読み一致		ハイハヒガシヘムカッテエタ	ハイハヒガシヘムカッテエタ	灰は、東へ向かっていた。	灰は東へ向かっていた。
c522-2	読み一致		ソノソラノシタニイタノハニッポンノマグロギョセントシマノヒトビトダッタ	ソノソラノシタニイタノハニッポンノマグロギョセントシマノヒトビトダッタ	その空の下にいたのは、日本のマグロ漁船と、島の人々だった。	その空の下にいたのは日本のマグロ漁船と島の人々だった。
c601-1	読み一致		ハナシヲカゲツアマリマエノニッポンヘモドス	ハナシヲカゲツアマリマエノニッポンヘモドス	話を、1か月あまり前の日本へ戻す。	話を一ヶ月余り前の日本へ戻す。
c601-2	読み一致		ネンツキニチノヒルマエシズオカケンノヤイヅコオカラセキノマグロギョセンガデテエッタ	ネンツキニチノヒルマエシズオカケンノヤイヅコオカラセキノマグロギョセンガデテエッタ	1954年1月22日の昼前、静岡県の焼津港から、1隻のマグロ漁船が出ていった。	1954年1月22日の昼前、静岡県の焼津港から一隻のマグロ漁船が出て行った。
c602-1	読みが違う	フク→ハバ	ダイフクリュウマルナガサメエトルホドノキデツクラレタギョセンデアル	ダイハバリュウマルナガサメエトルホドノキデツクラレタギョセンデアル	第五福竜丸。長さ30メートルほどの、木で造られた漁船である。	第五幅。龍丸。長さ三十メートルほどの木で作られた漁船である。
c602-2	読み一致		ノッテエタノハニンノノリクミイン	ノッテエタノハニンノノリクミイン	乗っていたのは、23人の乗組員。	乗っていたのは二十三人の乗組員。
c603-1	読み一致		リョオノヤリカタハハエナワリョオ	リョオノヤリカタハハエナワリョオ	漁のやり方は、はえ縄漁。	漁のやり方ははえ縄漁。
c603-2	読み一致		ナガイナワニタクサンノツリバリヲサゲテウミニナガシアトデマキアゲテマグロヲトル	ナガイナワニタクサンノツリバリヲサゲテウミニナガシアトデマキアゲテマグロヲトル	長い縄にたくさんの釣り針を下げて海に流し、あとで巻き上げてマグロをとる。	長い縄にたくさんの釣り針を下げて海に流し、後で巻き上げてマグロを捕る。
c604-1	読みが違う	—→ニガ／キ→—	ツキニチカラリョオヲハジメ	ニガツニチカラリョオヲハジメ	2月3日から漁を始め、	二月三日から漁を始め
c604-2	読みが違う	—→ニガ／キ→—／ギ→リ／ジョ→オボ	ツキニチニハマアシャルショトオノチカクマデギョジョオヲウツシテエタ	ニガツニチニハマアシャルショトオノチカクマデリョオボオヲウツシテエタ	2月23日には、マーシャル諸島の近くまで漁場を移していた。	二月二十三日にはマーシャル諸島の近くまで漁坊を移していた。
c604-3	読み一致		ソコカラニシヘムカイナガラリョオヲツヅケタ	ソコカラニシヘムカイナガラリョオヲツヅケタ	そこから西へ向かいながら、漁を続けた。	そこから西へ向かいながら漁を続けた。
c605-1	読みが違う	—→サンガ／キ→—	ツキニチノヨアケマエフネハナワヲウミニイレオエタ	サンガツニチノヨアケマエフネハナワヲウミニイレオエタ	3月1日の夜明け前、船は縄を海に入れ終えた。	三月一日の夜明け前、船は縄を海に入れ終えた。
c605-2	読み一致		エンジンヲトメシオノナガレニマカセテエタ	エンジンヲトメシオノナガレニマカセテエタ	エンジンを止め、潮の流れにまかせていた。	エンジンを止め、潮の流れに任せていた。
c606-1	読みが違う	キロ→—	バショハビキニカンショオカラトオホクトオヘキロノオミノオエ	バショハビキニカンショオカラトオホクトオヘノオミノオエ	場所は、ビキニ環礁から東北東へ157キロの海の上。	場所はビキニ環礁から東北東へ 157km の海の上。
c606-2	読み一致		アメリカノホオコクショモコノフネガバクハツノヒカリヲミテエタトカイテエル	アメリカノホオコクショモコノフネガバクハツノヒカリヲミテエタトカイテエル	アメリカの報告書も、この船が爆発の光を見ていたと書いている。	アメリカの報告書もこの船が爆発の光を見ていたと書いている。
c607-1	読みが違う	ニ→シ	セエナンニシノソラニアカクアカルイヒカリガミエタ	セエナンシシノソラニアカクアカルイヒカリガミエタ	西南西の空に、赤く明るい光が見えた。	西南、獅子の空に赤く明るい光が見えた。
c607-2	読み一致		ヒカリハシロッポイキイロニカワリマタアカクナッテキエテエッタ	ヒカリハシロッポイキイロニカワリマタアカクナッテキエテエッタ	光は白っぽい黄色に変わり、また赤くなって消えていった。	光は白っぽい黄色に変わり、また赤くなって消えていった。
c608-1	読み一致		フンタッテバクハツノオトガカイツヅケテキコエタ	フンタッテバクハツノオトガカイツヅケテキコエタ	7、8分たって、爆発の音が2回、続けて聞こえた。	七、八分経って、爆発の音が二回続けて聞こえた。
c608-2	読み一致		ヒカリノホオガクニハキノコノカタチノクモガタチノボリソラニヒロガッテエッタ	ヒカリノホオガクニハキノコノカタチノクモガタチノボリソラニヒロガッテエッタ	光の方角には、きのこの形の雲が立ちのぼり、空に広がっていった。	光の方角にはキノコの形の雲が立ち上り、空に広がっていった。
c609-1	読み一致		ニンカハシンブンデヨンダゲンシバクダンノジッケンカモシレナイトオモッタ	ニンカハシンブンデヨンダゲンシバクダンノジッケンカモシレナイトオモッタ	何人かは、新聞で読んだ原子爆弾の実験かもしれない、と思った。	何人かは新聞で読んだ原子爆弾の実験かもしれないと思った。
c609-2	読み一致		アブナイトカンガエナワヲヒキアゲハジメタ	アブナイトカンガエナワヲヒキアゲハジメタ	危ないと考え、縄を引き上げはじめた。	危ないと考え、縄を引き上げ始めた。
c609-3	読みが違う	アト→ゴ	ヒカリヲミテカラフンホドアトノコトデアル	ヒカリヲミテカラフンホドゴノコトデアル	光を見てから、20分ほどあとのことである。	光を見てから二十分ほど後のことである。
c610-1	読み一致		ナワハキカイデマキアゲル	ナワハキカイデマキアゲル	縄は、機械で巻き上げる。	縄は機械で巻き上げる。
c610-2	読みが違う	バ→ハ	エンジンバンノニンノホカハホボゼンインガカンパントソオダシツデハタライテエタ	エンジンハンノニンノホカハホボゼンインガカンパントソオダシツデハタライテエタ	エンジン番の数人のほかは、ほぼ全員が、甲板と操舵室で働いていた。	エンジン班の数人の他はほぼ全員が甲板と操舵室で働いていた。
c610-3	読み一致		フネハユックリススンデハトマルヲクリカエシタ	フネハユックリススンデハトマルヲクリカエシタ	船は、ゆっくり進んでは止まる、をくり返した。	船はゆっくり進んでは止まるを繰り返した。
c611-1	読み一致		ニッポンセエフノキロクデハヒカリカラオヨソジカンゴカンパンニハイガフリハジメタ	ニッポンセエフノキロクデハヒカリカラオヨソジカンゴカンパンニハイガフリハジメタ	日本政府の記録では、光からおよそ3時間後、甲板に灰が降りはじめた。	日本政府の記録では、光からおよそ三時間後、甲板に灰が降り始めた。
c611-2	読み一致		アメリカノホオコクショハモットハヤイバクハツノジカンハンゴトスル	アメリカノホオコクショハモットハヤイバクハツノジカンハンゴトスル	アメリカの報告書は、もっと早い、爆発の1時間半後とする。	アメリカの報告書はもっと早い爆発の一時間半後とする。
c611-3	読みが違う	アイダ→マ	ハイガフルアイダモナワノヒキアゲハツヅイテエタ	ハイガフルマモナワノヒキアゲハツヅイテエタ	灰が降るあいだも、縄の引き上げは続いていた。	灰が降る間も縄の引き上げは続いていた。
c612-1	読み一致		カンパンハハイデシロクナッタ	カンパンハハイデシロクナッタ	甲板は、灰で白くなった。	甲板は灰で白くなった。
c612-2	読み一致		アメリカノカンタイニフッタノトオナジザラザラシタユキノヨオナハイデアル	アメリカノカンタイニフッタノトオナジザラザラシタユキノヨオナハイデアル	アメリカの艦隊に降ったのと同じ、ざらざらした雪のような灰である。	アメリカの艦隊に降ったのと同じザラザラした雪のような灰である。
c613-1	読み一致		ナワヲヒキアゲハジメテカラオエルマデオヨソジカン	ナワヲヒキアゲハジメテカラオエルマデオヨソジカン	縄を引き上げはじめてから終えるまで、およそ6時間。	縄を引き上げ始めてから終えるまで、およそ六時間。
c613-2	読みが違う	アト→ゴ／エ→ト	ソノアトモノリクミインハカンパンデエレタサカナノショリヲツヅケタ	ソノゴモノリクミインハカンパンデトレタサカナノショリヲツヅケタ	そのあとも乗組員は、甲板で、獲れた魚の処理を続けた。	その後も乗組員は甲板で取れた魚の処理を続けた。
c613-3	読み一致		ハイハニッポンノトケエデヒルゴロマデオリツヅケタ	ハイハニッポンノトケエデヒルゴロマデオリツヅケタ	灰は、日本の時計で昼ごろまで降り続けた	灰は日本の時計で昼頃まで降り続けた。
c614-1	読み一致		ナワヲアゲオエルトフネハハイノフラナイキタヘジソクキロホドデニゲタ	ナワヲアゲオエルトフネハハイノフラナイキタヘジソクキロホドデニゲタ	縄を上げ終えると、船は灰の降らない北へ、時速13キロほどで逃げた。	縄を上げ終えると、船は灰の降らない北へ時速十三キロほどで逃げた。
c615-1	読み一致		ハイガフリハジメタコロアメリカノヒコオキガトオホクトオノオミデフネヲサガシテエタ	ハイガフリハジメタコロアメリカノヒコオキガトオホクトオノオミデフネヲサガシテエタ	灰が降りはじめたころ、アメリカの飛行機が、東北東の海で船を探していた。	灰が降り始めた頃、アメリカの飛行機が東北東の海で船を探していた。
c615-2	読み一致		マエノヨルニツイカガキマッタアノソオサクノヒコオデアル	マエノヨルニツイカガキマッタアノソオサクノヒコオデアル	前の夜に追加が決まった、あの捜索の飛行である。	前の夜に追加が決まったあの捜索の飛行である。
c616-1	読み一致		ゴゼンジフンソノヒコオキハツヨイホオシャセンヲアビテヒキカエシタ	ゴゼンジフンソノヒコオキハツヨイホオシャセンヲアビテヒキカエシタ	午前9時49分、その飛行機は強い放射線を浴びて、引き返した。	午前九時四十九分。その飛行機は強い放射線を浴びて引き返した。
c616-2	読み一致		キロクノヒトツデハバクシンカラヒガシヘオヨソキロノチテンデアル	キロクノヒトツデハバクシンカラヒガシヘオヨソキロノチテンデアル	記録のひとつでは、爆心から東へ、およそ120キロの地点である。	記録の一つでは、バクシンから東へおよそ百二十キロの地点である。
c616-3	読み一致		コノキロクナラフネガミエテクルスコシテマエデヒキカエシタコトニナル	コノキロクナラフネガミエテクルスコシテマエデヒキカエシタコトニナル	この記録なら、船が見えてくる少し手前で引き返したことになる。	この記録なら船が見えてくる少し手前で引き返したことになる。
c617-1	読みが違う	ノチ→ゴ	アメリカノゲンシリョクイインカイノイインチョオハノチニコオノベテエル	アメリカノゲンシリョクイインカイノイインチョオハゴニコオノベテエル	アメリカの原子力委員会の委員長は、のちにこう述べている。	アメリカの原子力委員会の委員長は後にこう述べている。
c617-2	読みが違う	ト→—	コノフネハソオサクカラモレテエタヨオダト	コノフネハソオサクカラモレテエタヨオダ	この船は、捜索から漏れていたようだ、と。	この船は捜索から漏れていたようだ。
c618-1	読み一致		アメリカノホオコクショハコノフネニツイテコオカイテエル	アメリカノホオコクショハコノフネニツイテコオカイテエル	アメリカの報告書は、この船についてこう書いている。	アメリカの報告書はこの船についてこう書いている。
c618-2	読み一致		フネハブタイノダレニモキヅカレナカッタ	フネハブタイノダレニモキヅカレナカッタ	船は、部隊の誰にも気づかれなかった	船は部隊の誰にも気づかれなかった。
c619-1	読み一致		フネハアメリカガチカヅカナイヨオマエモッテシラセテエタキケンクイキノオチガワカソトガワカ	フネハアメリカガチカヅカナイヨオマエモッテシラセテエタキケンクイキノオチガワカソトガワカ	船は、アメリカが近づかないよう前もって知らせていた危険区域の、内側か外側か。	船はアメリカが近づかないよう前もって知らせていた危険区域の内側か外側か。
c619-2	読みが違う	ノチ→ゴ／アイダ→マ	コノテンハノチニニッポントアメリカノアイダデクイチガウコトニナル	コノテンハゴニニッポントアメリカノマデクイチガウコトニナル	この点は、のちに日本とアメリカのあいだで食い違うことになる。	この点は後に日本とアメリカの間で食い違うことになる。
c620-1	読み一致		ニッポンセエフノキロクデハフネガケエコクヲウケタケエセキハナイ	ニッポンセエフノキロクデハフネガケエコクヲウケタケエセキハナイ	日本政府の記録では、船が警告を受けた形跡は無い。	日本政府の記録では、船が警告を受けた形跡はない。
c620-2	読み一致		アノアサヒコオキノオトモノリクミインハキイテエナイ	アノアサヒコオキノオトモノリクミインハキイテエナイ	あの朝、飛行機の音も、乗組員は聞いていない。	あの朝、飛行機の音も乗組員は聞いていない。
c620-3	読みが違う	ホカ→タ	ホカノフネガケエコクヲウケタケエセキモナイトキロクハカイテエル	タノフネガケエコクヲウケタケエセキモナイトキロクハカイテエル	ほかの船が警告を受けた形跡も無い、と記録は書いている。	他の船が警告を受けた形跡もないと記録は書いている。
c621-1	読み一致		ツギノヒフネハムキヲホクセエニカエヤイヅヘムカッタ	ツギノヒフネハムキヲホクセエニカエヤイヅヘムカッタ	次の日、船は向きを北西に変え、焼津へ向かった。	次の日、船は向きを北西に変え、焼津へ向かった。
c621-2	読み一致		カエリツクマデニチカカル	カエリツクマデニチカカル	帰り着くまで、12日かかる。	帰り着くまで十二日かかる。
c622-1	読みが違う	ハ→ア	ハイヲアビテカラニチノオチニゼンインガカルイズツウヲカンジ	アイヲアビテカラニチノオチニゼンインガカルイズツウヲカンジ	灰を浴びてから2、3日のうちに、全員が軽い頭痛を感じ、	愛を浴びてから二、三日のうちに全員が軽い頭痛を感じ
c622-2	読み一致		ハキケヲカンジルモノモデタ	ハキケヲカンジルモノモデタ	吐き気を感じる者も出た。	吐き気を感じる者も出た。
c623-1	読みが違う	ハイ→アメ／ニチ→ヨルヲアヤマ／ツ→ス	ハイヲアビテカラニチタツトクビヤカオミミガイタミダシタ	アメヲアビテカラヨルヲアヤマタストクビヤカオミミガイタミダシタ	灰を浴びてから7、8日たつと、首や顔、耳が痛みだした。	雨を浴びてから七、夜を過たすと、首や顔、耳が痛み出した。
c623-2	読み一致		ハイノツイタハチマキヲマイテエタトコロモオナジダッタ	ハイノツイタハチマキヲマイテエタトコロモオナジダッタ	灰のついた鉢巻きを巻いていた所も、同じだった。	灰のついた鉢巻きを巻いていたところも同じだった。
c623-3	読みが違う	ヤケド→カショオ	ニッポンセエフノキロクハヤケドノヨオニミエルイタミノアルエンショオトカイテエル	ニッポンセエフノキロクハカショオノヨオニミエルイタミノアルエンショオトカイテエル	日本政府の記録は、「やけどのように見える、痛みのある炎症」と書いている。	日本政府の記録は火傷のように見える痛みのある炎症と書いている。
c624-1	読みが違う	—→サンガ／キ→—	ツキニチノアサジフネハヤイヅコオニモドッタ	サンガツニチノアサジフネハヤイヅコオニモドッタ	3月14日の朝6時、船は焼津港に戻った。	三月十四日の朝六時、船は焼津港に戻った。
c624-2	読みが違う	シュッ→ジ／オ→—	シュッコオカラニチゴノコトデアル	ジコカラニチゴノコトデアル	出港から、51日後のことである。	事故から五十一日後のことである。
c625-1	読みが違う	ノチ→ゴ	ノチニイインチョオハノリクミインヲジュウブンニシンサツサセテモラエテエナイトノベタ	ゴニイインチョオハノリクミインヲジュウブンニシンサツサセテモラエテエナイトノベタ	のちに委員長は、乗組員を十分に診察させてもらえていない、と述べた。	後に委員長は乗組員を十分に診察させてもらえていないと述べた。
c625-2	読み一致		ニッポンガワノコタエハヒロシマトナガサキデゲンバクノエエキョオヲシラベテエタアメリカノキカンノイシガ	ニッポンガワノコタエハヒロシマトナガサキデゲンバクノエエキョオヲシラベテエタアメリカノキカンノイシガ	日本側の答えは、広島と長崎で原爆の影響を調べていたアメリカの機関の医師が、	日本側の答えは、広島と長崎で原爆の影響を調べていたアメリカの機関の医師が
c625-3	読みが違う	—→サンガ／キ→—	ツキニチニトオキョオデニチニヤイヅデシンサツシタトイウモノダッタ	サンガツニチニトオキョオデニチニヤイヅデシンサツシタトイウモノダッタ	3月19日に東京で、20日に焼津で診察した、というものだった。	三月十九日に東京で、二十日に焼津で診察したというものだった。
c626-1	読み一致		オナジハイハマアシャルショトオノヒトビトノオエニモフッテエタ	オナジハイハマアシャルショトオノヒトビトノオエニモフッテエタ	同じ灰は、マーシャル諸島の人々の上にも降っていた。	同じ灰はマーシャル諸島の人々の上にも降っていた。
c626-2	読み一致		シマデハナニガオキテエタノカ	シマデハナニガオキテエタノカ	島では、何が起きていたのか。	島では何が起きていたのか。
c701-1	読み一致		バクシンカラヒガシヘキロロンゲリックカンショオ	バクシンカラヒガシヘキロロンゲリックカンショオ	爆心から東へ250キロ、ロンゲリック環礁。	バクシンから東へ二百五十キロ。ロンゲリック管掌。
c701-2	読み一致		ココデハアメリカヘエニンガテンキナドノカンソクヲシテエタ	ココデハアメリカヘエニニンガテンキナドノカンソクヲシテエタ	ここではアメリカ兵28人が、天気などの観測をしていた。	ここではアメリカ兵に十八人が天気などの観測をしていた。
c702-1	読み一致		ハイガフリハジメタノハゴゴジハンゴロ	ハイガフリハジメタノハゴゴジハンゴロ	灰が降りはじめたのは、午後2時半ごろ。	灰が降り始めたのは午後二時半頃。
c702-2	読み一致		バクハツカラオヨソジカンゴデアル	バクハツカラオヨソジカンゴデアル	爆発から、およそ8時間後である。	爆発からおよそ八時間後である。
c702-3	読みが違う	アト→ゴ	アトノケエサンデハロンゲラップヨリジカンチカクオソイ	ゴノケエサンデハロンゲラップヨリジカンチカクオソイ	あとの計算では、ロンゲラップより2時間近く遅い。	後の計算ではロンゲラップより二時間近く遅い。
c703-1	読み一致		シマニハホオシャセンヲキロクスルケエキガオイテアッタ	シマニハホオシャセンヲキロクスルケエキガオイテアッタ	島には、放射線を記録する計器が置いてあった。	島には放射線を記録する計器が置いてあった。
c703-2	読み一致		トオクノシマニトドクゴクヨワイホオシャセンヲハカルタメノケエキデアル	トオクノシマニトドクゴクヨワイホオシャセンヲハカルタメノケエキデアル	遠くの島に届く、ごく弱い放射線を測るための計器である。	遠くの島に届くごく弱い放射線を測るための計器である。
c703-3	読み一致		オイテエッタカカリハハリガフリキレタラシラセテホシイトタノンデエタ	オイテエッタカカリハハリガフリキレタラシラセテホシイトタノンデエタ	置いていった係は、針が振り切れたら知らせてほしい、と頼んでいた。	置いていった係は針が振り切れたら知らせてほしいと頼んでいた。
c704-1	読み一致		ゴゴジフン	ゴゴジフン	午後2時50分。	午後二時五十分。
c704-2	読み一致		キロクケエノハリガフリキレタ	キロクケエノハリガフリキレタ	記録計の針が、振り切れた	記録系の針が振り切れた。
c705-1	読み一致		シラセハゴゴジフンニウタレ	シラセハゴゴジフンニウタレ	知らせは午後3時15分に打たれ、	知らせは午後三時十五分に打たれ
c705-2	読み一致		エニウェトクノツウシンショマデトドイタ	エニウェトクノツウシンショマデトドイタ	エニウェトクの通信所まで届いた。	エニウェトクの通信所まで届いた。
c705-3	読み一致		ソノサキノシレエブヘマワサレタカドオカハキロクニノコッテエナイ	ソノサキノシレエブヘマワサレタカドオカハキロクニノコッテエナイ	その先の司令部へ回されたかどうかは、記録に残っていない。	その先の司令部へ回されたかどうかは記録に残っていない。
c706-1	読み一致		イズレニシテモオエノシレエブハ	イズレニシテモオエノシレエブハ	いずれにしても、上の司令部は、	いずれにしても、上の司令部は
c706-2	読み一致		ロンゲリックニドレホドハイガフッタカヲシラナカッタ	ロンゲリックニドレホドハイガフッタカヲシラナカッタ	ロンゲリックにどれほど灰が降ったかを、知らなかった。	ロン・ゲリックにどれほど灰が降ったかを知らなかった
c707-1	読み一致		シマノヘエシタチハソノママフダンノシゴトヲツヅケタ	シマノヘエシタチハソノママフダンノシゴトヲツヅケタ	島の兵士たちは、そのまま、ふだんの仕事を続けた。	島の兵士たちはそのまま普段の仕事を続けた。
c707-2	読みが違う	チャクガ→カ	ホトンドノモノガハンソデハンズボンヲナガソデチョオズボンニチャクガエタ	ホトンドノモノガハンソデハンズボンヲナガソデチョオズボンニカエタ	ほとんどの者が、半そで半ズボンを長そで長ズボンに着がえた。	ほとんどのものが半袖半ズボンを長袖長ズボンに換えた
c708-1	読みが違う	—→パア／チ→ト	ハイハフカイトコロデセンチホドツモッタ	ハイハフカイトコロデパアセントホドツモッタ	灰は、深いところで1センチほど積もった。	灰は深いところで一パーセントほど積もった。
c708-2	読み一致		ショクドオヤシュクシャノテエブルニモメニミエルソオガデキタ	ショクドオヤシュクシャノテエブルニモメニミエルソオガデキタ	食堂や宿舎のテーブルにも、目に見える層ができた。	食堂や宿舎のテーブルにも目に見える層ができた。
c709-1	読み一致		ヘエシタチハハイヲケンビキョオデノゾイテミタ	ヘエシタチハハイヲケンビキョオデノゾイテミタ	兵士たちは、灰を顕微鏡でのぞいてみた。	兵士たちは灰を顕微鏡で覗いてみた。
c709-2	読み一致		ムカシノテレビノガメンノブヒンブラウンカンガハイデヒカルコトニモキヅイタ	ムカシノテレビノガメンノブヒンブラウンカンガハイデヒカルコトニモキヅイタ	昔のテレビの画面の部品、ブラウン管が、灰で光ることにも気づいた。	昔のテレビの画面の部品ブラウン管が灰で光ることにも気づいた。
c710-1	読み一致		ソノヨルクモヲオオヒコオキガヒガシヘトンダ	ソノヨルクモヲオオヒコオキガヒガシヘトンダ	その夜、雲を追う飛行機が、東へ飛んだ。	その夜、雲を追う飛行機が東へ飛んだ。
c710-2	読み一致		シカシハッキリシタテガカリハエラレナカッタ	シカシハッキリシタテガカリハエラレナカッタ	しかし、はっきりした手がかりは得られなかった。	しかし、はっきりした手がかりは得られなかった。
c710-3	読み一致		タカサキロノソラカラハジュウミンノロンゲラップヘエシノロンゲリックノオエデモヨワイネダッタ	タカサキロノソラカラハジュウミンノロンゲラップヘエシノロンゲリックノオエデモヨワイネダッタ	高さ3キロの空からは、住民のロンゲラップ、兵士のロンゲリックの上でも弱い値だった。	高さ三キロの空からは住民のロンゲラップ、兵士のロンゲリックの上でも弱い値だった。
c711-1	読みが違う	ル→—／ル→マス	ネンノホオコクショハコノヨルノシレエブヲコオカイテエル	ネンノホオコクショハコノヨノシレエブヲコオカイテエマス	1982年の報告書は、この夜の司令部をこう書いている。	1982年の報告書はこの世の司令部をこう書いています。
c711-2	読み一致		シレエブハクモノユクエモトオリミチモシラナカッタ	シレエブハクモノユクエモトオリミチモシラナカッタ	司令部は、雲の行方も通り道も知らなかった	司令部は雲の行方も通り道も知らなかった。
c712-1	読み一致		ソレデモアワテタヨオスハナイツギノツイセキノヒコオハトリヤメニナッタ	ソレデモアワテタヨオスハナイツギノツイセキノヒコオハトリヤメニナッタ	それでも、あわてた様子は無い。次の追跡の飛行は、取りやめになった。	それでも慌てた様子はない。次の追跡の飛行は取り止めになった。
c712-2	読みが違う	—→オ	マエノスイバクジッケンデハハイノホトンドヲオエナカッタガナニモオキナカッタカラダ	マエノスイバクジッケンデハハイノホトンドヲオオエナカッタガナニモオキナカッタカラダ	前の水爆実験では、灰のほとんどを追えなかったが、何も起きなかったからだ。	前の水爆実験では肺のほとんどを覆えなかったが、何も起きなかったからだ。
c713-1	読みが違う	ロ→ド	ヨルジゴロロンゲリックカラツウメノシラセガトドイタ	ヨルジゴロドンゲリックカラツウメノシラセガトドイタ	夜8時ごろ、ロンゲリックから2通目の知らせが届いた。	夜八時頃、ドンゲリックから二通目の知らせが届いた。
c713-2	読みが違う	ハ→パ	ハリハゴゴジフンカラフリキレタママダトイウ	パリハゴゴジフンカラフリキレタママダトイウ	針は午後2時50分から、振り切れたままだという。	パリは午後二時五十分から降り切れたままだという。
c714-1	読み一致		シレエブハヨルジオオキナキケンハナイトイウヘンジヲヨオイシタ	シレエブハヨルジオオキナキケンハナイトイウヘンジヲヨオイシタ	司令部は夜10時、「大きな危険は無い」という返事を用意した。	司令部は夜10時、大きな危険はないという返事を用意した。
