場面	一致率	送った文	聞こえた文	送信文
c704-1	1.000	発進はした。ただし、行き先が決まっていない。	発進はした。ただし、行き先が決まっていない。	発進はした。ただし、行き先が決まっていない。
c704-2	0.958	追うべき機が画面のどこにいるのか、誰も言えなかった。	追うべき木が画面のどこにいるのか誰も言えなかった。	追うべき機が画面のどこにいるのか、誰も言えなかった。
c705-1	0.958	発進を指示した将校の言葉が、当直の録音に残っている。	発信を指示した将校の言葉が当直の録音に残っている。	発進を指示した将校のことばが、当直の録音に残っている。
c705-2	0.920	どこへ向かわせればいいのか分からない、方角がほしい、と。	どこへ向かわせればいいのかわからない。方角が欲しいと。	どこへ向かわせればいいのか分からない、方角がほしい、と。
c706-1	0.978	防空司令部が11便を知ったのは、8時37分52秒。	防空司令部が十一便を知ったのは八時三十七分五十二秒。	ぼうくう司令部が11便を知ったのは、8時37分52秒。
c706-2	0.971	ぶつかったのは、8時46分40秒である。	ぶつかったのは八時四十六分四十秒である。	ぶつかったのは、8時46分40秒である。
c706-3	0.833	この9分が、その日いちばん長い余裕だった	この9分がその日一番長い余裕だった。	この9分が、その日いちばん長い余裕だった
c707-1	0.978	9時9分。バージニア州ラングレー基地のF-16が、	九時九分、バージニア州ラングレー基地のF16が	9時9分。バージニア州ラングレー基地のF-16が、
c707-2	1.000	機内で待機に入った。まだ発進ではない。	機内で待機に入った。まだ発進ではない。	機内で待機に入った。まだ発進ではない。
c708-1	0.906	このときラングレー機の向かう先として考えられていたのは、	この時ラングレー、気の向かう先として考えられていたのは	このときラングレーきの向かう先として考えられていたのは、
c708-2	1.000	ニューヨークだった。燃料の減った先発機との交代である。	ニューヨークだった。燃料の減った先発機との交代である。	ニューヨークだった。燃料の減った先発機との交代である。
c709-1	1.000	9時21分。防空司令部に、こんな連絡が入った。	九時二十一分、防空司令部にこんな連絡が入った。	9時21分。ぼうくう司令部に、こんな連絡が入った。
c709-2	0.979	11便がまだ飛んでいて、ワシントンへ向かっている、と。	十一便がまだ飛んでいて、ワシントンへ向かっていると。	11便がまだ飛んでいて、ワシントンへ向かっている、と。
c710-1	0.936	11便は、そのおよそ34分前に北棟にぶつかっている。	十一便はそのおよそ三十四分前に北塔にぶつかっている。	11便は、そのおよそ34分前にきたとうにぶつかっている。
c710-2	0.857	この知らせがどこから出たのかは、いまも分かっていない。	この知らせがどこから出たのかが今もわかっていない。	この しらせがどこから出たのかは、いまも分かっていない。
c711-1	0.947	9時24分、ラングレーに発進が命じられた。	九時二十四分、ラングレーに発信が命じられた。	9時24分、ラングレーに発進が命じられた。
c711-2	0.976	理由になったのは、もう存在しない11便である。	理由になったのはもう存在しない十一便である。	理由になったのは、もう存在しない11便である。
c712-1	0.840	9時30分に離陸したF-16は、いったん東の海上へ飛んだ。	九時三十分に離陸したF16は一旦東の海上へ飛んだ。	9時30分に離陸したF-16は、いったん東の海上へ飛んだ。
c712-2	0.976	そこから向き直って、首都の方角へ戻っている。	あそこから向き直って、首都の方角へ戻っている。	そこから向き直って、しゅとの方角へ戻っている。
c713-1	0.909	77便がペンタゴンにぶつかったとき、	七十七便がペンタゴンにぶつかった時	77便がペンタゴンにぶつかったとき、
c713-2	0.980	F-16はまだ、およそ241キロ、150マイル離れていた。	F16はまだおよそ241キロ150マイル離れていた。	F-16はまだ、およそ241キロ、150マイル離れていた。
c714-1	0.909	10時10分。首都の上を飛ぶF-16に、はっきりした指示が届いた。	十時十分、首都の上を飛ぶF16にはっきりした指示が届いた。	10時10分。しゅとの上を飛ぶF-16に、はっきりした指示が届いた。
c714-2	1.000	ただしそれは、撃てという指示ではない。	ただし、それは撃てという指示ではない。	ただしそれは、撃てという指示ではない。
c714-3	1.000	「撃ってはならない」	撃ってはならない。	「撃ってはならない」
c715-1	0.873	副大統領が2度目に撃墜を許したのは、10時12分から18分ごろ。	副大統領が二度目に撃墜を許したのは十時十二分から十八分頃。	副大統領が2度目に撃墜を許したのは、10時12分から18分ごろ。
c715-2	0.839	93便は、そのときすでに墜ちていた。	九十三便はその時すでに落ちていた。	93便は、そのときすでにおちていた。
c716-1	0.952	その許可が防空司令部に届いたのは、10時31分。	その許可が防空司令部に届いたのは十時三十一分。	その許可がぼうくう司令部に届いたのは、10時31分。
c716-2	1.000	最初の衝突から、1時間44分が経っていた。	最初の衝突から一時間四十四分が経っていた。	最初の衝突から、1時間44分が経っていた。
c717-1	1.000	命令は、現場の操縦士のところまでは降りていない。	命令は現場の操縦士のところまでは降りていない。	命令は、現場の操縦士のところまでは降りていない。
c717-2	1.000	委員会報告は、届いていなかったとはっきり書いている。	委員会報告は届いていなかったとはっきり書いている。	委員会報告は、届いていなかったとはっきり書いている。
c718-1	0.923	4機のうち、乗っ取りを事前に軍へ知らされたのは1機だけ。	四基のうち、乗っ取りを事前に軍へ知らされたのは一基だけ。	4機のうち、乗っ取りを事前に軍へ知らされたのは1機だけ。
c718-2	0.958	残る3機は、墜ちるまで乗っ取りとして伝わっていない。	残る三機は落ちるまで乗っ取りとして伝わっていない。	残る3機は、おちるまで乗っ取りとして伝わっていない。
c719-1	1.000	首都の別の基地からも、戦闘機が上がっていた。	首都の別の基地からも戦闘機が上がっていた。	しゅとの別の基地からも、戦闘機が上がっていた。
c719-2	0.957	ただしこちらは、軍の指揮系統の外から出た機である。	ただし、こちらは軍の指揮系統の外から出た木である。	ただしこちらは、ぐんの指揮系統の外から出た機である。
c720-1	1.000	委員会は、迎撃が間に合ったとは書いていない。	委員会は迎撃が間に合ったとは書いていない。	委員会は、迎撃が間に合ったとは書いていない。
c720-2	0.962	93便が乗っ取られたことを、軍は墜ちるまで知らなかった。	九十三便が乗っ取られたことを軍は落ちるまで知らなかった。	93便が乗っ取られたことを、軍はおちるまで知らなかった。
c720-3	1.000	迎撃は、間に合う順番になっていなかった	迎撃は間に合う順番になっていなかった。	迎撃は、間に合う順番になっていなかった
c801-1	0.952	ここまでの時刻は、どうして分単位で分かるのか。	ここまでの時刻はどうして分単位でわかるのか。	ここまでの時刻は、どうしてふんたんいで分かるのか。
c801-2	0.941	その前に、世界貿易センターの来歴をひとつだけ置いておく。	その前に世界貿易センターの来歴を一つだけ置いておく。	その前に、世界貿易センターの来歴をひとつだけ置いておく。
c802-1	1.000	ここが狙われたのは、この日が初めてではない。	ここが狙われたのはこの日が初めてではない。	ここが狙われたのは、この日が初めてではない。
c802-2	1.000	1993年2月26日、地下の駐車場で貨物車の爆薬が爆発した。	1993年2月26日、地下の駐車場で貨物車の爆薬が爆発した。	1993年2月26日、地下の駐車場で貨物車の爆薬が爆発した。
c802-3	0.810	6人が亡くなり、およそ1,000人がけがをしている。	六人が亡くなり、およそ千人が怪我をしている。	6人が亡くなり、およそ1,000人がけがをしている。
c803-1	0.780	管制の無線は、ふだんからずっと録音されている。	感性の無線は普段からずっと録音されている。	かんせいの無線は、ふだんからずっと録音されている。
c803-2	0.952	防空司令部の当直席も、同じように録られていた。	防空司令部の当直席も同じように撮られていた。	ぼうくう司令部の当直席も、同じように録られていた。
c804-1	0.943	録音のほかに、レーダーの記録と、当直の書き込みが残っていた。	録音の他にレーダーの記録と当直の書き込みが残っていた。	録音のほかに、レーダーの記録と、当直の書き込みが残っていた。
c804-2	1.000	どれも、誰かの記憶ではなく、機械と手順が残したものである。	どれも誰かの記憶ではなく、機械と手順が残したものである。	どれも、誰かの記憶ではなく、機械と手順が残したものである。
c805-1	1.000	機体側の記録装置が回収できたのは、4機のうち2機だけ。	機体側の記録装置が回収できたのは四機のうち二機だけ。	機体側の記録装置が回収できたのは、4機のうち2機だけ。
c805-2	0.960	93便は2つとも、77便は飛行を記録した側だけである。	六十三便は二つとも、七十七便は飛行を記録した側だけである。	93便は2つとも、77便は飛行を記録した側だけである。
c806-1	0.944	93便は、何も建っていない野原に墜ちた。	九十三便は何も建っていない野原に落ちた。	93便は、何も建っていない野原におちた。
c806-2	1.000	残る3機が飛び込んだのは、建物の中である。	残る三機が飛び込んだのは建物の中である。	残る3機が飛び込んだのは、建物の中である。
c807-1	0.939	委員会は19日間の公聴会を開き、160人から話を聞いた。	委員会は十九日間の公聴会を開き、百六十人から話を聞いた。	委員会は19日間の公聴会を開き、160人から話を聞いた。
c807-2	0.933	そのうえで、証言と録音と記録簿を突き合わせている。	その上で証言と録音と記録簿を突き合わせている。	そのうえで、証言と録音と記録簿を突き合わせている。
c808-1	1.000	その結果、先に公表されていた時系列と録音とが食い違った。	その結果、先に公表されていた時系列と録音とが食い違った。	その結果、先に公表されていた時系列と録音とが食い違った。
c808-2	0.828	委員会は、録音のほうを採っている。	委員会は録音の方を取っている？	委員会は、録音のほうを採っている。
c808-3	1.000	最初に公表された筋書きは、違っていた	最初に公表された筋書きは違っていた。	最初に公表された筋書きは、違っていた
c809-1	1.000	食い違っていたのは、ラングレー機が発進した理由である。	食い違っていたのはラングレー機が発進した理由である。	食い違っていたのは、ラングレーきが発進した理由である。
c809-2	0.947	実際には、存在しない便に向けて飛んでいた。	実際には存在しない瓶に向けて飛んでいた。	実際には、存在しない びんに向けて飛んでいた。
c810-1	0.930	レーダーの記録は、あとから画面として再現できる。	レーダーの記録は後から画面として再現できる。	レーダーの記録は、あとから画面として再現できる。
c810-2	0.913	この動画に出てくる航跡の画面が、まさにそれである。	この動画に出てくる鉱石の画面がまさにそれである。	この動画に出てくる航跡の画面が、まさにそれである。
c811-1	1.000	1機目の衝突時刻は、資料によって3つある。	一機目の衝突時刻は資料によって三つある。	1機目の衝突時刻は、資料によって3つある。
c811-2	0.957	8時46分40秒、8時46分30秒、8時46分26秒。	八時四十六分四十秒。八時四十六分三十秒。八時四十六分二十六秒。	8時46分40秒、8時46分30秒、8時46分26秒。
c812-1	1.000	どれかが嘘なのではない。測っている量が違うだけである。	どれかが嘘なのではない。測っている量が違うだけである。	どれかが嘘なのではない。測っている量が違うだけである。
c812-2	0.917	管制の時計と、建物を調べる側の基準は、別のものだった。	完成の時計と建物を調べる側の基準は別のものだった。	かんせいの時計と、建物を調べる側の基準は、別のものだった。
c813-1	0.914	建物のほうを調べたのは、別の役所である。	建物の方を調べたのは別の役所である。	建物のほうを調べたのは、別の役所である。
c813-2	1.000	崩れ方を秒単位で見るために、時刻の基準を作り直している。	崩れ方を秒単位で見るために、時刻の基準を作り直している。	崩れ方を秒単位で見るために、時刻の基準を作り直している。
c814-1	0.885	管制の時計は、どの便がいつ消えたかを合わせるためのもの。	慣性の時計はどの瓶がいつ消えたかを合わせるためのもの。	かんせいの時計は、どの便がいつ消えたかを合わせるためのもの。
c814-2	0.964	建物側の時計は、いつ火がどこへ回ったかを合わせるためのもの。	建物側の時計はいつ日がどこへ回ったかを合わせるためのもの	建物側の時計は、いつ ひがどこへ回ったかを合わせるためのもの。
c815-1	0.889	この動画がいちばん多く使ったのは、委員会報告の第1章である。	この動画が一番多く使ったのは委員会報告の第一章である。	この動画がいちばん多く使ったのは、委員会報告の第1章である。
c815-2	0.930	分単位のこまかい記述は、そこに全部書かれている。	分単位の細かい記述はそこに全部書かれている。	ふんたんいのこまかい記述は、そこに全部書かれている。
c816-1	0.950	分かっていないことも、そのまま書かれている。	わかっていないこともそのまま書かれている。	分かっていないことも、そのまま書かれている。
c816-2	0.943	あの9時21分の誤った連絡の出どころが、そのひとつである。	あの九時二十一分の誤った連絡の出どころがその一つである。	あの9時21分の誤った連絡の出どころが、そのひとつである。
c817-1	0.905	委員会は、分からないことを分からないと書いた。	委員会はわからないことをわからないと書いた。	委員会は、分からないことを分からないと書いた。
c817-2	0.885	そのうえで、それまで通っていた説明のほうを書き改めている。	その上で、それまで通っていた説明の方を書き改めている。	そのうえで、それまで通っていた説明のほうを書き改めている。
c818-1	1.000	人の記憶は、20年も経てば薄れていく。	人の記憶は20年も経てば薄れていく。	人の記憶は、20年も経てば薄れていく。
c818-2	1.000	それでも、この日の分単位の記録は残った。	それでもこの日の分単位の記録は残った。	それでも、この日のふんたんいの記録は残った。
c818-3	1.000	残ったのは、録音とレーダーと記録簿である	残ったのは録音とレーダーと記録簿である。	残ったのは、録音とレーダーと記録簿である
c901-1	0.939	2001年11月、アメリカの議会が法律をひとつ作った。	2001年11月、アメリカの議会が法律を一つ作った。	2001年11月、アメリカの議会が法律をひとつ作った。
c901-2	1.000	空港の保安検査を、国の仕事にするための法律である。	空港の保安検査を国の仕事にするための法律である。	空港の保安検査を、国の仕事にするための法律である。
c902-1	0.960	それまで、保安検査は航空会社が業者に頼んで行っていた。	それまで保安検査は航空会社が業者に頼んでやっていた。	それまで、保安検査は航空会社が業者に頼んで行っていた。
c902-2	1.000	ここから、国の職員が自分で行うことになる。	ここから国の職員が自分で行うことになる。	ここから、国の職員が自分で行うことになる。
c903-1	0.848	操縦室の扉も、そのあと造りが変わった。	操縦室の扉もその後作りが変わった。	操縦室の扉も、そのあと造りが変わった。
c903-2	1.000	当時の決まりは、緊急時にすぐ開けられることを求めていた。	当時の決まりは緊急時にすぐ開けられることを求めていた。	当時の決まりは、緊急時にすぐ開けられることを求めていた。
c903-3	0.880	いまの決まりは、その逆である。	今の決まりはその逆である。	いまの決まりは、その逆である。
c904-1	0.889	刃渡り10センチ（4インチ）未満の刃物も、	刃渡り十センチ、四インチ未満の刃物も	はわたり10センチ（4インチ）未満の刃物も、
c904-2	0.947	いまは機内に持ち込めない。当時は、手引きが認めていたものである。	今は機内に持ち込めない。当時は手引きが認めていたものである。	いまは機内に持ち込めない。当時は、手引きが認めていたものである。
c905-1	0.909	変わったのは、空港の側だけではない。	変わったのは空港のガワだけではない。	変わったのは、空港の がわだけではない。
c905-2	0.936	管制と軍とのつなぎ方も、この日のあとに作り直された。	管制と軍とのつなぎ方もこの日の後に作り直された。	かんせいと軍とのつなぎ方も、この日のあとに作り直された。
c906-1	0.947	当時は、報せが本部を何段も上がってから軍へ渡る決まりだった。	当時は知らせが本部を何段も上がってから軍へ渡る決まりだった。	当時は、しらせが本部を何段も上がってから軍へ渡る決まりだった。
c906-2	1.000	あの朝、その順番は間に合わなかった	あの朝、その順番は間に合わなかった。	あの朝、その順番は間に合わなかった
c907-1	1.000	機内での決まりも変わっている。	機内での決まりも変わっている。	機内での決まりも変わっている。
c907-2	1.000	あの日まで、乗員は犯人と戦わないように教えられていた。	あの日まで乗員は犯人と戦わないように教えられていた。	あの日まで、乗員ははんにんと戦わないように教えられていた。
c907-3	0.889	いまは、そう教えられてはいない。	今はそう教えられてはいない。	いまは、そう教えられてはいない。
c908-1	0.978	当時、すぐ飛べる戦闘機は全米7か所に14機だった。	当時すぐ飛べる戦闘機は全米七か所に十四機だった。	当時、すぐ飛べる戦闘機は全米7か所に14機だった。
c908-2	0.936	外から来る敵を止めるための、冷戦のころの配置である。	外から来る敵を止めるための冷戦の頃の配置である。	外から来る敵を止めるための、冷戦のころの配置である。
c909-1	0.936	いま飛行機に乗るたびに通っている手順のいくつかは、	今、飛行機に乗るたびに通っている手順のいくつかは	いま飛行機に乗るたびに通っている手順のいくつかは、
c909-2	0.903	この日のあとに作られたものである。	この日の後に作られたものである。	この日のあとに作られたものである。
c909-3	1.000	25年が経っても、その手順はまだ続いている。	25年が経ってもその手順はまだ続いている。	25年が経っても、その手順はまだ続いている。
c910-1	0.889	9月11日より前、国じゅうの空を閉じるという考えは無かった。	9月11日より前、国中の空を閉じるという考えはなかった。	9月11日より前、国じゅうの空を閉じるという考えは無かった。
c910-2	1.000	閉じ方をその場で決めたのは、地上のコマンドセンターである。	閉じ方をその場で決めたのは地上のコマンドセンターである。	閉じ方をその場で決めたのは、地上のコマンドセンターである。
c910-3	1.000	空は、閉じられる場所になった	空は閉じられる場所になった。	空は、閉じられる場所になった
ep01-1	1.000	この日の朝、アメリカ東部はよく晴れていた。	この日の朝、アメリカ東部はよく晴れていた。	この日の朝、アメリカ東部はよく晴れていた。
ep01-2	1.000	遠くまで見通せる、飛行機を飛ばすのに良い天気だった。	遠くまで見通せる飛行機を飛ばすのに良い天気だった。	遠くまで見通せる、飛行機を飛ばすのに良い天気だった。
ep02-1	0.941	アメリカン11便。ユナイテッド175便。	アメリカン十一便、ユナイテッド百七十五便	アメリカン11便。ユナイテッド175便。
ep02-2	1.000	アメリカン77便。ユナイテッド93便。	アメリカン七十七便、ユナイテッド九十三便。	アメリカン77便。ユナイテッド93便。
ep02-3	1.000	この動画は、その4つの便名だけで組み立てた。	この動画はその四つの便名だけで組み立てた	この動画は、その4つのびんめいだけで組み立てた。
ep03-1	0.923	4機を追っていた人たちに届いた猶予は、9分と、0分だった。	四鬼を追っていた人たちに届いた猶予は九分と零分だった。	4機を追っていた人たちに届いたゆうよは、9分と、0分だった。
ep03-2	0.958	責められる順番ではなく、間に合わなかった順番である。	攻められる順番ではなく、間に合わなかった順番である。	責められる順番ではなく、間に合わなかった順番である。
ep04-1	0.947	1機目がぶつかってから4機目が墜ちるまで、およそ1時間17分。	一機目がぶつかってから四機目が落ちるまで、およそ一時間十七分。	1機目がぶつかってから4機目がおちるまで、およそ1時間17分。
ep04-2	0.945	その1時間あまりで、空の決まりは作り替えられることになった。	その一時間余りで、空の決まりは作り替えられることになった。	その1時間あまりで、空の決まりは作り替えられることになった。
ep05-1	0.963	その日の夕方、アメリカの空を飛ぶ民間機はほとんど無かった。	その日の夕方、アメリカの空を飛ぶ民間機はほとんどなかった。	その日の夕方、アメリカの空を飛ぶ民間機はほとんど無かった。
ep05-2	1.000	およそ4,500機が、最寄りの空港に降りていた。	およそ4500機が最寄りの空港に降りていた。	およそ4,500機が、最寄りの空港に降りていた。
ep06-1	1.000	記録に残っているのは、時刻と、無線の言葉と、画面の点である。	記録に残っているのは時刻と無線の言葉と画面の点である。	記録に残っているのは、時刻と、無線のことばと、画面の点である。
ep06-2	1.000	あの朝、空を見ていた人たちがいた	あの朝、空を見ていた人たちがいた。	あの朝、空を見ていた人たちがいた
