行	判定	食い違い	台本の読み	聞取の読み	台本	聞取
c517-2	読み一致		ホオコクショハソノコトヲセツビノイチランノナカニハッキリカイテエル	ホオコクショハソノコトヲセツビノイチランノナカニハッキリカイテエル	報告書は、そのことを設備の一覧の中にはっきり書いている。	報告書はそのことを設備の一覧の中にはっきり書いている。
c518-1	読み一致		デハダレガキメテエタカカンセエカンデアル	デハダレガキメテエタカカンセエカンデアル	では、誰が決めていたか。管制官である。	では誰が決めていたか。管制官である。
c518-2	読み一致		カッソオロノハジガミエテエルトキハカンセエカンガジブンノメデミテツタエテエタ	カッソオロノハジガミエテエルトキハカンセエカンガジブンノメデミテツタエテエタ	滑走路の端が見えているときは、管制官が自分の目で見て伝えていた。	滑走路の端が見えている時は、管制官が自分の目で見て伝えていた。
c519-1	読みが違う	ジ→シ	ハジガミエナイトキハキショオノカンソクトオニイルカンソクインガキメル	ハシガミエナイトキハキショオノカンソクトオニイルカンソクインガキメル	端が見えないときは、気象の観測塔にいる観測員が決める。	橋が見えない時は、気象の観測塔にいる観測員が決める。
c519-2	読み一致		ツマリコノクウコオノシカイノスウジハヒトノメカラデテエタ	ツマリコノクウコオノシカイノスウジハヒトノメカラデテエタ	つまり、この空港の視界の数字は、人の目から出ていた。	つまり、この空港の視界の数字は人の目から出ていた。
c519-3	読み一致		キカイガダシタスウジデハナカッタノデアル	キカイガダシタスウジデハナカッタノデアル	機械が出した数字では、なかったのである。	機械が出した数字ではなかったのである。
c520-1	読み一致		サラニカッソオロノマンナカニナラブアカリガキエテエタチュウシンセントオトイウ	サラニカッソオロノマンナカニナラブアカリガキエテエタチュウシンセントオトイウ	さらに、滑走路の真ん中に並ぶ灯りが消えていた。中心線灯という。	さらに、滑走路の真ん中に並ぶ明かりが消えていた。中心尖塔という
c520-2	読み一致		キリノナカデススムムキヲシメスアカリデアルツキニチカラツカエナカッタ	キリノナカデススムムキヲシメスアカリデアルツキニチカラツカエナカッタ	霧の中で、進む向きを示す灯りである。3月15日から使えなかった。	霧の中で進む向きを示す明かりである。3月15日から使えなかった。
c521-1	読み一致		カンセエトオハコノコトヲジフンビョオニリョオキヘツタエタ	カンセエトオハコノコトヲジフンビョオニリョオキヘツタエタ	管制塔は、このことを17時04分58秒に両機へ伝えた。	管制塔はこのことを十七時四分五十八秒に両機へ伝えた。
c521-2	読み一致		パンナムノキチョオハソレヲキイテコオイッテエル	パンナムノキチョオハソレヲキイテコオイッテエル	パンナムの機長は、それを聞いてこう言っている。	パンナムの機長はそれを聞いてこう言っている。
c521-3	読み一致		チュウシンセンノアカリガナイナラメエトルガイル	チュウシンセンノアカリガナイナラメエトルガイル	中心線の灯りが無いなら、800メートルが要る。	中心線の明かりがないなら八百メートルがいる。
c522-1	読みが違う	ル→タ	ミエルキョリハサガリツヅケアカリハキエテエル	ミエルキョリハサガリツヅケアカリハキエテエタ	見える距離は下がり続け、灯りは消えている。	見える距離は下がり続け、明かりは消えていた。
c522-2	読み一致		ハカルキカイハコノクウコオニハナイソノカッソオロヘキハデテエク	ハカルキカイハコノクウコオニハナイソノカッソオロヘキハデテエク	測る機械は、この空港には無い。その滑走路へ、二機は出ていく。	測る機械はこの空港にはない。その滑走路へ二機は出ていく。
c601-1	読み一致		ココデトケエヲスコシモドスジフンノコトデアル	ココデトケエヲスコシモドスジフンノコトデアル	ここで、時計をすこし戻す。16時56分のことである。	ここで時計を少し戻す。十六時五十六分のことである。
c601-2	読み一致		ガカンセエトオヲヨビチジョオヲハシルキョカヲモトメタキョカハスグニデタ	ガカンセエトオヲヨビチジョオヲハシルキョカヲモトメタキョカハスグニデタ	KLMが管制塔を呼び、地上を走る許可を求めた。許可はすぐに出た。	KLMが管制塔を呼び、地上を走る許可を求めた。許可はすぐに出た。
c601-3	読み一致		ココカラサイゴノフンガハジマル	ココカラサイゴノフンガハジマル	ここから、最後の10分が始まる。	ここから最後の10分が始まる。
c602-1	読み一致		ジフンハツヅケテコオモオシデタ	ジフンハツヅケテコオモオシデタ	16時58分。KLMは、続けてこう申し出た。	十六時五十八分、KLMは続けてこう申し出た。
c602-2	読み一致		カッソオロヲバックタクシイシテカッソオロカラリリクシタイ	カッソオロヲバックタクシイシテカッソオロカラリリクシタイ	滑走路12をバックタクシーして、滑走路30から離陸したい。	滑走路十二をバックタクシーして、滑走路三十から離陸したい。
c602-3	読み一致		バックタクシイコレガコノヒノカギニナルコトバデアル	バックタクシイコレガコノヒノカギニナルコトバデアル	バックタクシー。これが、この日の鍵になる言葉である。	バックタクシー。これがこの日の鍵になる言葉である。
c603-1	読み一致		バックタクシイトイウコトバガデテキタ	バックタクシイトイウコトバガデテキタ	バックタクシーという言葉が出てきた。	バックタクシーという言葉が出てきた。
c603-2	読み一致		カッソオロヲリリクスルムキトハギャクニハシルコトデアル	カッソオロヲリリクスルムキトハギャクニハシルコトデアル	滑走路を、離陸する向きとは逆に走ることである。	滑走路を離陸する向きとは逆に走ることである。
c603-3	読み一致		ハジマデハシッテソコデムキヲカエル	ハジマデハシッテソコデムキヲカエル	端まで走って、そこで向きを変える。	端まで走ってそこで向きを変える。
c604-1	読み一致		ホンライナラヘエコオノユウドオロヲトオレバイイガコノヒハツカエナカッタ	ホンライナラヘエコオノユウドオロヲトオレバイイガコノヒハツカエナカッタ	本来なら平行の誘導路を通ればいいが、この日は使えなかった。	本来なら平行の誘導路を通ればいいが、この日は使えなかった。
c605-1	読み一致		ホオコクショハソノリユウヲカキノコシテエル	ホオコクショハソノリユウヲカキノコシテエル	報告書は、その理由を書き残している。	報告書はその理由を書き残している。
c605-2	読み一致		チュウキジョオニキタイガアツマッタセエデ	チュウキジョオニキタイガアツマッタセエデ	駐機場に機体が集まったせいで、	駐機場に機体が集まったせいで
c605-3	読み一致		トカラユウドオロヘハイルコトガデキナカッタ	トカラユウドオロヘハイルコトガデキナカッタ	C-1とC-2から誘導路へ入ることができなかった。	C1とC2から誘導路へ入ることができなかった。
c606-1	読み一致		ダカラカンセエカンハベツノヤリカタヲエランダ	ダカラカンセエカンハベツノヤリカタヲエランダ	だから管制官は、別のやり方を選んだ。	だから管制官は別のやり方を選んだ。
c606-2	読み一致		キヲカッソオロソノモノノオエデハシラセルチャクリクキガツカウミチヲトオリミチニスル	キヲカッソオロソノモノノオエデハシラセルチャクリクキガツカウミチヲトオリミチニスル	二機を、滑走路そのものの上で走らせる。着陸機が使う道を通り道にする。	二機を滑走路そのものの上で走らせる。着陸機が使う道を通り道にする。
c607-1	読み一致		ホオコクショハコレヲキソクノオチガワダトカク	ホオコクショハコレヲキソクノオチガワダトカク	報告書は、これを規則の内側だと書く。	報告書はこれを規則の内側だと書く。
c607-2	読み一致		ソノオエデヒョオジュンデハナイトモカク	ソノオエデヒョオジュンデハナイトモカク	そのうえで、標準ではないとも書く。	その上で標準ではないとも書く。
c607-3	読み一致		カッソオロヲユウドオロノカワリニツカッタ	カッソオロヲユウドオロノカワリニツカッタ	滑走路を、誘導路の代わりに使った	滑走路を誘導路の代わりに使った。
c608-1	読み一致		ホオコクショノコトバヲモオスコシセエカクニウツス	ホオコクショノコトバヲモオスコシセエカクニウツス	報告書の言葉を、もう少し正確に写す。	報告書の言葉をもう少し正確に写す。
c608-2	読みが違う	ウ→エ	ツカッテエルカッソオロノオエデキタイヲハシラセルコトハアヤウクナリウル	ツカッテエルカッソオロノオエデキタイヲハシラセルコトハアヤウクナリエル	使っている滑走路の上で機体を走らせることは、危うくなりうる。	使っている滑走路の上で機体を走らせることは危うくなり得る。
c609-1	読み一致		カンセエカンガニダシタサイショノシジハコオダッタ	カンセエカンガニダシタサイショノシジハコオダッタ	管制官がKLMに出した最初の指示は、こうだった。	管制官がKLMに出した最初の指示はこうだった。
c609-2	読み一致		カッソオロノタイキノイチマデカッソオロヲハシレ	カッソオロノタイキノイチマデカッソオロヲハシレ	滑走路30の待機の位置まで、滑走路を走れ。	滑走路三十の待機の位置まで滑走路を走れ。
c609-3	読み一致		ソシテバンメノミチデヒダリヘデヨ	ソシテバンメノミチデヒダリヘデヨ	そして、三番目の道で左へ出よ。	そして三番目の道で左へ出よ。
c610-1	読み一致		ノコタエハコオダッタイマカッソオロニハイルサイショノミチデデル	ノコタエハコオダッタイマカッソオロニハイルサイショノミチデデル	KLMの答えは、こうだった。いま滑走路に入る。最初の道で出る。	KLMの答えはこうだった。「今、滑走路に入る。最初の道で出る」。
c610-2	読み一致		シジハバンメコタエハバンメデアルココデモオクイチガッテエル	シジハバンメコタエハバンメデアルココデモオクイチガッテエル	指示は三番目、答えは一番目である。ここで、もう食い違っている。	指示は三番目、答えは一番目である。ここでもう食い違っている。
c611-1	読み一致		カンセエカンハスグニテエセエシタ	カンセエカンハスグニテエセエシタ	管制官は、すぐに訂正した。	管政官はすぐに訂正した。
c611-2	読みが違う	ハ→ガ	マッスグカッソオロノハジマデエキソコデムキヲカエヨハリョオカイシタ	マッスグカッソオロノハジマデエキソコデムキヲカエヨガリョオカイシタ	まっすぐ滑走路の端まで行き、そこで向きを変えよ。KLMは了解した。	まっすぐ滑走路の端まで行き、そこで向きを変えよ。KLNが了解した。
c612-1	読み一致		ソレデモハモオイチドタズネテエルデヒダリニマガルノカト	ソレデモハモオイチドタズネテエルデヒダリニマガルノカト	それでもKLMは、もう一度たずねている。C-1で左に曲がるのか、と。	それでもKLMはもう一度尋ねている。C1で左に曲がるのかと。
c612-2	読み一致		ビョオホドマエニオナジハナシヲシタバカリデアル	ビョオホドマエニオナジハナシヲシタバカリデアル	30秒ほど前に、同じ話をしたばかりである。	30秒ほど前に同じ話をしたばかりである。
c613-1	読み一致		カンセエカンノコタエハカイツヅケテノヒテエダッタ	カンセエカンノコタエハカイツヅケテノヒテエダッタ	管制官の答えは、二回続けての否定だった。	管制官の答えは2回続けての否定だった。
c613-2	読み一致		マッスグハジマデエッテソコデムキヲカエヨヨオヤクリョオカイガカエル	マッスグハジマデエッテソコデムキヲカエヨヨオヤクリョオカイガカエル	まっすぐ端まで行って、そこで向きを変えよ。ようやく、了解が返る。	まっすぐ端まで行って、そこで向きを変えよ。ようやく了解が返る。
c613-3	読み一致		ココマデニハドコデデルノカヲドタズネタコトニナル	ココマデニハドコデデルノカヲドタズネタコトニナル	ここまでにKLMは、どこで出るのかを二度たずねたことになる。	ここまでにKLMはどこで出るのかを二度尋ねたことになる。
c614-1	読み一致		ジフンコンドハパンナムガカンセエトオヲヨンダ	ジフンコンドハパンナムガカンセエトオヲヨンダ	17時02分。今度は、パンナムが管制塔を呼んだ。	十七時二分、今度はパンナムが管制塔を呼んだ。
c614-2	読み一致		カッソオロヲハシレトイワレタガソレデアッテエルカトタシカメテエル	カッソオロヲハシレトイワレタガソレデアッテエルカトタシカメテエル	滑走路を走れと言われたが、それで合っているか、と確かめている。	滑走路を走れと言われたが、それで合っているか？と確かめている。
c615-1	読み一致		カンセエカンハソノトオリダトコタエタカッソオロニハイリバンメヲヒダリヘデヨ	カンセエカンハソノトオリダトコタエタカッソオロニハイリバンメヲヒダリヘデヨ	管制官は、そのとおりだと答えた。滑走路に入り、三番目を左へ出よ。	管制官はその通りだと答えた。滑走路に入り、三番目を左へ出よ。
c615-2	読み一致		バンメトイウコトバヲコノソオシンノナカデドクリカエシテエル	バンメトイウコトバヲコノソオシンノナカデドクリカエシテエル	三番目、という言葉を、この送信の中で二度繰り返している。	三番目という言葉をこの送信の中で二度繰り返している。
c616-1	読み一致		パンナムハバンメヲヒダリヘトフクショオシタ	パンナムハバンメヲヒダリヘトフクショオシタ	パンナムは、三番目を左へ、と復唱した。	パンナムは三番目を左へと復唱した。
c616-2	読みが違う	アト→ゴ	トコロガソノスグアトニキナイデクイチガイガオキル	トコロガソノスグゴニキナイデクイチガイガオキル	ところが、そのすぐあとに、機内で食い違いが起きる。	ところが、そのすぐ後に機内で食い違いが起きる。
c617-1	読み一致		コオクウキカンシガイッタバンメトイッタト	コオクウキカンシガイッタバンメトイッタト	航空機関士が言った。三番目と言った、と。	航空機関士が言った。三番目と言ったと。
c617-2	読み一致		キチョオガイッタバンメトキコエタト	キチョオガイッタバンメトキコエタト	機長が言った。一番目と聞こえた、と。	機長が言った。一番目と聞こえたと。
c617-3	読みが違う	フウ→カゼ	オナジムセンヲニンガチガウフウニキイテエタ	オナジムセンヲニンガチガウカゼニキイテエタ	同じ無線を、二人が違うふうに聞いていた。	同じ無線を二人が違う風に聞いていた。
c618-1	読み一致		フクソオジュウシガイッタモオイチドキキマスト	フクソオジュウシガイッタモオイチドキキマスト	副操縦士が言った。もう一度聞きます、と。	副操縦士が言った。「もう一度聞きますと
c618-2	読み一致		ワカラナイコトヲソノママニシナカッタコノヒイチバンヨイハンダンデアル	ワカラナイコトヲソノママニシナカッタコノヒイチバンヨイハンダンデアル	分からないことを、そのままにしなかった。この日、いちばん良い判断である。	わからないことをそのままにしなかった。この日、一番良い判断である。
c619-1	読み一致		ジフンビョオパンナムガカンセエトオニタシカメタ	ジフンビョオパンナムガカンセエトオニタシカメタ	17時03分29秒。パンナムが、管制塔に確かめた。	十七時三分二十九秒。パンナムが管制塔に確かめた。
c619-2	読み一致		バンメノコオサテンデヒダリトイウコトデアッテエマスカ	バンメノコオサテンデヒダリトイウコトデアッテエマスカ	三番目の交差点で左、ということで合っていますか。	三番目の交差点で左ということで合っていますか？
c620-1	読みが違う	カンセエ→スゴオ	カンセエカンハカゾエテコタエタ	スゴオカンハカゾエテコタエタ	管制官は、数えて答えた。	菅生漢は数えて答えた。
c620-2	読み一致		バンメデス	バンメデス	一、二、三、三番目です	一、二、三。三番目です。
c621-1	読みが違う	ホ→コ／—→ヌ／ョ→—	ホオコクショハココデウタガイハハレタトカイテエル	コオコクヌシハココデウタガイハハレタトカイテエル	報告書は、ここで疑いは晴れたと書いている。	広告主はここで疑いは晴れたと書いている。
c621-2	読み一致		バンメトイウコトバハマサシクツタワッタノコッタモンダイハドレガバンメカ	バンメトイウコトバハマサシクツタワッタノコッタモンダイハドレガバンメカ	三番目という言葉は、正しく伝わった。残った問題は、どれが三番目か。	三番目という言葉は正しく伝わった。残った問題はどれが三番目か。
c622-1	読み一致		パンナムノジョオインハシカイガワルクデグチヲミツケニクカッタ	パンナムノジョオインハシカイガワルクデグチヲミツケニクカッタ	パンナムの乗員は、視界が悪く、出口を見つけにくかった。	パンナムの乗員は視界が悪く、出口を見つけにくかった。
c622-2	読み一致		テモトノチイサナズヲミナガライマドコニイルノカヲオッテエル	テモトノチイサナズヲミナガライマドコニイルノカヲオッテエル	手元の小さな図を見ながら、いまどこにいるのかを追っている。	手元の小さな図を見ながら、今どこにいるのかを追っている。
c623-1	読み一致		ジフンビョオヒトツメヲカクニンシタドニマガルミチデアル	ジフンビョオヒトツメヲカクニンシタドニマガルミチデアル	17時04分26秒、一つ目を確認した。90度に曲がる道である。	十七時四分二十六秒、一つ目を確認した。九十度に曲がる道である。
c623-2	読み一致		ジフンビョオフタツメモカクニンシテエルココマデハアッテエタ	ジフンビョオフタツメモカクニンシテエルココマデハアッテエタ	17時05分22秒、二つ目も確認している。ここまでは、合っていた。	十七時五分二十二秒。二つ目も確認している。ここまでは合っていた。
c623-3	読み一致		ソシテバンメヲソノママトオリスギタ	ソシテバンメヲソノママトオリスギタ	そして、三番目を、そのまま通り過ぎた。	そして三番目をそのまま通り過ぎた。
c624-1	読み一致		ナゼバンメヲトオリスギタノカ	ナゼバンメヲトオリスギタノカ	なぜ、三番目を通り過ぎたのか。	なぜ三番目を通り過ぎたのか。
c624-2	読み一致		ホオコクショハトリチガエタカバンメノホオガデヤスイトカンガエタカトカク	ホオコクショハトリチガエタカバンメノホオガデヤスイトカンガエタカトカク	報告書は、取り違えたか、四番目のほうが出やすいと考えたか、と書く。	報告書は取り違えたか、四番目の方が出やすいと考えたか、と書く。
c624-3	読み一致		キハオナジホンノカッソオロノオエデムカイアウコトニナッタ	キハオナジホンノカッソオロノオエデムカイアウコトニナッタ	二機は、同じ1本の滑走路の上で、向かい合うことになった。	二機は同じ一本の滑走路の上で向かい合うことになった。
c701-1	読み一致		ハカッソオロノハジニツイタソコデドムキヲカエル	ハカッソオロノハジニツイタソコデドムキヲカエル	KLMは、滑走路の端に着いた。そこで、180度向きを変える。	KLMは滑走路の端に着いた。そこで百八十度向きを変える。
c701-2	読み一致		ハバメエトルノオエデヲマワスコトニナル	ハバメエトルノオエデヲマワスコトニナル	幅45メートルの上で、747を回すことになる。	幅四十五メートルの上で七四七を回すことになる。
c702-1	読み一致		ホオコクショハコレヲムズカシイセンカイダトカイテエル	ホオコクショハコレヲムズカシイセンカイダトカイテエル	報告書は、これを難しい旋回だと書いている。	報告書はこれを難しい旋回だと書いている。
c702-2	読み一致		ハバメエトルキリノナカソシテジョオケンガミッツトモワルイ	ハバメエトルキリノナカソシテジョオケンガミッツトモワルイ	幅45メートル。霧の中。そして747。条件が、三つとも悪い。	幅四十五メートル、霧の中、そして七四七。条件が三つとも悪い。
c703-1	読み一致		ソノスコシマエジョオインハワイパアヲキッテエル	ソノスコシマエジョオインハワイパアヲキッテエル	その少し前、乗員はワイパーを切っている。	その少し前、乗員はワイパーを切っている。
c703-2	読み一致		ソオジュウシツノロクオンカラソノコトガワカル	ソオジュウシツノロクオンカラソノコトガワカル	操縦室の録音から、そのことが分かる。	操縦室の録音からそのことがわかる。
c703-3	読み一致		ツマリアメガヤミシカイガイッシュンヨクナッテエタ	ツマリアメガヤミシカイガイッシュンヨクナッテエタ	つまり雨がやみ、視界が一瞬よくなっていた。	つまり雨が止み、視界が一瞬良くなっていた。
c704-1	読み一致		ホオコクショハソコニヒトツノミカタヲオイテエル	ホオコクショハソコニヒトツノミカタヲオイテエル	報告書は、そこに一つの見方を置いている。	報告書はそこに一つの見方を置いている。
c704-2	読み一致		ムズカシイセンカイノサギョオハシカイガイチジヨクナッタジキトカサナッタハズダト	ムズカシイセンカイノサギョオハシカイガイチジヨクナッタジキトカサナッタハズダト	難しい旋回の作業は、視界が一時よくなった時期と重なったはずだ、と。	難しい旋回の作業は視界が一時良くなった時期と重なったはずだと。
c705-1	読み一致		ソシテコオツヅクムズカシイシゴトヲオエタジョオインハホットシタニチガイナイ	ソシテコオツヅクムズカシイシゴトヲオエタジョオインハホットシタニチガイナイ	そして、こう続く。難しい仕事を終えた乗員は、ほっとしたにちがいない。	そしてこう続く。難しい仕事を終えた乗員はホッとしたに違いない。
c705-2	読み一致		チジョオノモンダイヲオワラセタイソラニイタイソノキモチガツヨマッタ	チジョオノモンダイヲオワラセタイソラニイタイソノキモチガツヨマッタ	地上の問題を終わらせたい。空にいたい。その気持ちが強まった。	地上の問題を終わらせたい。空にいたい。その気持ちが強まった。
c705-3	読み一致		ナオホオコクショハリリクヲヤメルミチモキチョオハタシカニカンガエタトカキソエテエル	ナオホオコクショハリリクヲヤメルミチモキチョオハタシカニカンガエタトカキソエテエル	なお報告書は、離陸をやめる道も機長は確かに考えた、と書き添えている。	なお、報告書は離陸をやめる道も機長は確かに考えたと書き添えている。
c706-1	読み一致		ジフンビョオキロクソオチニシュツリョクヲススメルウゴキガノコッテエル	ジフンビョオキロクソオチニシュツリョクヲススメルウゴキガノコッテエル	17時05分41秒。記録装置に、出力を進める動きが残っている。	十七時五分四十一秒。記録装置に出力を進める動きが残っている。
c706-2	読み一致		フクソオジュウシガイッタマッテクダサイマダノキョカガアリマセン	フクソオジュウシガイッタマッテクダサイマダノキョカガアリマセン	副操縦士が言った。待ってください、まだATCの許可がありません。	副操縦士が言った。待ってください。まだ ATCの許可がありません。
c706-3	読み一致		キチョオハコタエタイヤワカッテエルキイテクレ	キチョオハコタエタイヤワカッテエルキイテクレ	機長は答えた。いや、分かっている。聞いてくれ。	機長は答えた。「いや、わかっている。聞いてくれ」
c707-1	読み一致		ジフンビョオガムセンデエッタリリクノヨオイガデキタ	ジフンビョオガムセンデエッタリリクノヨオイガデキタ	17時05分44秒。KLMが無線で言った。離陸の用意ができた。	十七時五分四十四秒。KLMが無線で言った。離陸の用意ができた。
c707-2	読み一致		ソシテノキョカヲマッテエルト	ソシテノキョカヲマッテエルト	そして、ATCの許可を待っている、と。	そしてATCの許可を待っていると。
c708-1	読み一致		ココガコノジコノイチバンダイジナトコロデアル	ココガコノジコノイチバンダイジナトコロデアル	ここが、この事故のいちばん大事なところである。	ここがこの事故の一番大事なところである。
c708-2	読みが違う	アト→ノチ	ノキョカトハリリクシタアトドコヲドオトブカノキョカデアル	ノキョカトハリリクシタノチドコヲドオトブカノキョカデアル	ATCの許可とは、離陸したあと、どこをどう飛ぶかの許可である。	ATCの許可とは、離陸した後、どこをどう飛ぶかの許可である。
c709-1	読み一致		リリクシテヨイカドオカノキョカハコレトハベツニアル	リリクシテヨイカドオカノキョカハコレトハベツニアル	離陸してよいかどうかの許可は、これとは別にある。	離陸して良いかどうかの許可はこれとは別にある。
c709-2	読み一致		ナマエガニテエルダケデフタツノナカミハツナガッテエナイ	ナマエガニテエルダケデフタツノナカミハツナガッテエナイ	名前が似ているだけで、二つの中身はつながっていない。	名前が似ているだけで二つの中身は繋がっていない。
c710-1	読み一致		ジフンビョオカンセエカンガヨミアゲタ	ジフンビョオカンセエカンガヨミアゲタ	17時05分53秒。管制官が読み上げた。	十七時五分五十三秒。管生館が読み上げた。
c710-2	読み一致		パパトイウムセンヒョオシキヘムカイフライトレベルマデアガレ	パパトイウムセンヒョオシキヘムカイフライトレベルマデアガレ	パパという無線標識へ向かい、フライトレベル90まで上がれ。	パパという無線標識へ向かい、フライトレベル90まで上がれ。
c711-1	読み一致		フライトレベルハタカサデエエバオヨソメエトルデアル	フライトレベルハタカサデエエバオヨソメエトルデアル	フライトレベル90は、高さでいえばおよそ2,750メートルである。	フライトレベル九十は高さで言えばおよそ二千七百五十メートルである。
c711-2	読み一致		リリクシタラミギヘセンカイシキメラレタホオイヘススメ	リリクシタラミギヘセンカイシキメラレタホオイヘススメ	離陸したら右へ旋回し、決められた方位へ進め。	離陸したら右へ旋回し、決められた方位へ進め。
c711-3	読み一致		ココマデガノキョカノナカミデアル	ココマデガノキョカノナカミデアル	ここまでが、ATCの許可の中身である。	ここまでがATCの許可の中身である。
c712-1	読みが違う	ハ→ガ	コノナカニリリクシテヨイトイウコトバハヒトツモナイ	コノナカニリリクシテヨイトイウコトバガヒトツモナイ	この中に、離陸してよいという言葉は、一つも無い。	この中に離陸して良いという言葉が一つもない。
c712-2	読み一致		カンセエカンハリリクノキョカヲモトメラレテモイナイシダシテモイナイ	カンセエカンハリリクノキョカヲモトメラレテモイナイシダシテモイナイ	管制官は離陸の許可を求められてもいないし、出してもいない。	管制官は離陸の許可を求められてもいないし、出してもいない。
c713-1	読み一致		ジフンビョオフクソオジュウシガキョカノフクショオヲハジメタ	ジフンビョオフクソオジュウシガキョカノフクショオヲハジメタ	17時06分09秒。副操縦士が、許可の復唱を始めた。	十七時六分九秒、副操縦士が許可の復唱を始めた。
c713-2	読み一致		フクショオトハキイタナイヨオヲヨミカエシテトリチガエヲフセグテジュンデアル	フクショオトハキイタナイヨオヲヨミカエシテトリチガエヲフセグテジュンデアル	復唱とは、聞いた内容を読み返して、取り違えを防ぐ手順である。	復唱とは聞いた内容を読み返して取り違えを防ぐ手順である。
c713-3	読みが違う	ヘ→エ	パパヘフライトレベルミギセンカイココマデハタダシイ	パパエフライトレベルミギセンカイココマデハタダシイ	パパへ、フライトレベル90、右旋回。ここまでは、正しい。	パパエ、フライトレベル九十、右旋回。ここまでは正しい。
c714-1	読み一致		ソシテフクショオノサイゴニコオツケタシタ	ソシテフクショオノサイゴニコオツケタシタ	そして、復唱の最後に、こう付け足した。	そして復唱の最後にこう付け足した。
c714-2	読みが違う	イマ→コン／ウィーアアナウアットテエクオフ→—	ワレワレハイマリリクチュウエエゴデウィーアアナウアットテエクオフ	ワレワレハコンリリクチュウエエゴデ	われわれはいま、離陸中。英語で、ウィー・アー・ナウ・アット・テイクオフ。	我々は今離陸中。英語で We are now at takeoff。
c715-1	読み一致		ソノトキキチョオハナニヲシテエタカ	ソノトキキチョオハナニヲシテエタカ	そのとき、機長は何をしていたか。	その時、機長は何をしていたか。
c715-2	読み一致		ホオコクショガハッキリカイテエル	ホオコクショガハッキリカイテエル	報告書が、はっきり書いている。	報告書がはっきり書いている。
c715-3	読み一致		フクソオジュウシガマダフクショオシテエルサイチュウニキチョオハシュツリョクヲイレタ	フクソオジュウシガマダフクショオシテエルサイチュウニキチョオハシュツリョクヲイレタ	副操縦士がまだ復唱している最中に、機長は出力を入れた。	副操縦士がまだ復唱している最中に、機長は出力を入れた。
c716-1	読み一致		オヨソジフンビョオキチョオガオランダゴデエクゾトイッタ	オヨソジフンビョオキチョオガオランダゴデエクゾトイッタ	およそ17時06分13秒。機長がオランダ語で、行くぞ、と言った。	およそ十七時六分十三秒、機長がオランダ語で行くぞと言った。
c716-2	読み一致		キロクデハブレエキガハナサレタノハジフンビョオ	キロクデハブレエキガハナサレタノハジフンビョオ	記録では、ブレーキが放されたのは17時06分11秒。	記録ではブレーキが離されたのは十七時六分十一秒。
c716-3	読みが違う	アト→ゴ	フクソオジュウシガフクショオヲオエタノハソノビョオアトノジフンビョオデアル	フクソオジュウシガフクショオヲオエタノハソノビョオゴノジフンビョオデアル	副操縦士が復唱を終えたのは、その6秒あとの17時06分17秒である。	副操縦士が復唱を終えたのは、その六秒後の十七時六分十七秒である。
c717-1	読み一致		カンセエカンノガワカラミルトドオナルカ	カンセエカンノガワカラミルトドオナルカ	管制官の側から見ると、どうなるか。	管制官の側から見るとどうなるか。
c717-2	読み一致		リリクノキョカハモトメラレテエナイダカラリリクイチニツイタトオケトッタ	リリクノキョカハモトメラレテエナイダカラリリクイチニツイタトオケトッタ	離陸の許可は求められていない。だから、離陸位置に着いたと受け取った。	離陸の許可は求められていない。だから離陸位置に着いたと受け取った。
c717-3	読み一致		ダレモリリクチュウトハウケトラナカッタ	ダレモリリクチュウトハウケトラナカッタ	誰も「離陸中」とは受け取らなかった	誰も離陸中とは受け取らなかった。
c718-1	読みが違う	アト→ゴ	アトカラスペエンアメリカオランダノチョオサダンガ	ゴカラスペエンアメリカオランダノチョオサダンガ	あとから、スペイン・アメリカ・オランダの調査団が、	後からスペイン、アメリカ、オランダの調査団が
c718-2	読み一致		カンセエトオノロクオンヲハジメテエッショニキイテエル	カンセエトオノロクオンヲハジメテエッショニキイテエル	管制塔の録音を、初めて一緒に聞いている。	管制塔の録音を初めて一緒に聞いている。
c719-1	読みが違う	チュウ→ナカ	ホオコクショノチュウニコオカカレテエル	ホオコクショノナカニコオカカレテエル	報告書の注に、こう書かれている。	報告書の中にこう書かれている。
c719-2	読み一致		ソノソオシンデリリクシテエルトワカッタヒトハダレモアルイハホトンドイナカッタ	ソノソオシンデリリクシテエルトワカッタヒトハダレモアルイハホトンドイナカッタ	その送信で離陸していると分かった人は、誰も、あるいはほとんどいなかった。	その送信で離陸しているとわかった人は誰も、あるいはほとんどいなかった。
c720-1	読みが違う	オオケエ→—	ジフンビョオカンセエカンガコタエタマズオオケエ	ジフンビョオカンセエカンガコタエタマズ	17時06分18秒。管制官が答えた。まず、オーケー。	十七時六分十八秒、管制官が答えた。まずOK。
c720-2	読み一致		ミジカイマガアッテツギノコトバガツヅクコレガトメルタメノコトバダッタ	ミジカイマガアッテツギノコトバガツヅクコレガトメルタメノコトバダッタ	短い間があって、次の言葉が続く。これが、止めるための言葉だった。	短い間があって次の言葉が続く。これが止めるための言葉だった。
c721-1	読み一致		リリクハマッテクダサイコチラカラヨビマス	リリクハマッテクダサイコチラカラヨビマス	離陸は待ってください。こちらから呼びます。	離陸は待ってください。こちらから呼びます。
