場面	一致率	送った文	聞こえた文	送信文
c712-1	0.857	この中に、離陸してよいという言葉は、一つも無い。	この中に離陸して良いという言葉が一つもない。	この中に、離陸してよいという言葉は、一つも無い。
c712-2	1.000	管制官は離陸の許可を求められてもいないし、出してもいない。	管制官は離陸の許可を求められてもいないし、出してもいない。	かんせいかんは離陸の許可を求められてもいないし、出してもいない。
c713-1	0.930	17時06分09秒。副操縦士が、許可の復唱を始めた。	十七時六分九秒、副操縦士が許可の復唱を始めた。	17時06分09秒。副操縦士が、許可の復唱を始めた。
c713-2	1.000	復唱とは、聞いた内容を読み返して、取り違えを防ぐ手順である。	復唱とは聞いた内容を読み返して取り違えを防ぐ手順である。	復唱とは、聞いた内容を読み返して、取り違えを防ぐ手順である。
c713-3	0.933	パパへ、フライトレベル90、右旋回。ここまでは、正しい。	パパエ、フライトレベル九十、右旋回。ここまでは正しい。	パパへ、フライトレベル90、右旋回。ここまでは、正しい。
c714-1	1.000	そして、復唱の最後に、こう付け足した。	そして復唱の最後にこう付け足した。	そして、復唱の最後に、こう付け足した。
c714-2	0.255	われわれはいま、離陸中。英語で、ウィー・アー・ナウ・アット・テイクオフ。	我々は今離陸中。英語で We are now at takeoff。	われわれはいま、離陸中。英語で、ウィー・アー・ナウ・アット・テイクオフ。
c715-1	0.889	そのとき、機長は何をしていたか。	その時、機長は何をしていたか。	そのとき、機長は何をしていたか。
c715-2	1.000	報告書が、はっきり書いている。	報告書がはっきり書いている。	報告書が、はっきり書いている。
c715-3	1.000	副操縦士がまだ復唱している最中に、機長は出力を入れた。	副操縦士がまだ復唱している最中に、機長は出力を入れた。	副操縦士がまだ復唱しているサイチュウに、機長は出力を入れた。
c716-1	0.943	およそ17時06分13秒。機長がオランダ語で、行くぞ、と言った。	およそ十七時六分十三秒、機長がオランダ語で行くぞと言った。	およそ17時06分13秒。機長がオランダ語で、行くぞ、と言った。
c716-2	0.889	記録では、ブレーキが放されたのは17時06分11秒。	記録ではブレーキが離されたのは十七時六分十一秒。	記録では、ブレーキが はなされたのは17時06分11秒。
c716-3	0.900	副操縦士が復唱を終えたのは、その6秒あとの17時06分17秒である。	副操縦士が復唱を終えたのは、その六秒後の十七時六分十七秒である。	副操縦士が復唱を終えたのは、その6秒あとの17時06分17秒である。
c717-1	1.000	管制官の側から見ると、どうなるか。	管制官の側から見るとどうなるか。	かんせいかんの がわから見ると、どうなるか。
c717-2	1.000	離陸の許可は求められていない。だから、離陸位置に着いたと受け取った。	離陸の許可は求められていない。だから離陸位置に着いたと受け取った。	離陸の許可は求められていない。だから、離陸位置に着いたと受け取った。
c717-3	1.000	誰も「離陸中」とは受け取らなかった	誰も離陸中とは受け取らなかった。	誰も「離陸中」とは受け取らなかった
c718-1	0.927	あとから、スペイン・アメリカ・オランダの調査団が、	後からスペイン、アメリカ、オランダの調査団が	あとから、スペイン・アメリカ・オランダの調査団が、
c718-2	1.000	管制塔の録音を、初めて一緒に聞いている。	管制塔の録音を初めて一緒に聞いている。	かんせいとうの録音を、初めて一緒に聞いている。
c719-1	0.929	報告書の注に、こう書かれている。	報告書の中にこう書かれている。	報告書の注に、こう書かれている。
c719-2	0.970	その送信で離陸していると分かった人は、誰も、あるいはほとんどいなかった。	その送信で離陸しているとわかった人は誰も、あるいはほとんどいなかった。	その送信で離陸していると分かった人は、誰も、あるいはほとんどいなかった。
c720-1	0.769	17時06分18秒。管制官が答えた。まず、オーケー。	十七時六分十八秒、管制官が答えた。まずOK。	17時06分18秒。かんせいかんが答えた。まず、オーケー。
c720-2	1.000	短い間があって、次の言葉が続く。これが、止めるための言葉だった。	短い間があって次の言葉が続く。これが止めるための言葉だった。	短いマがあって、次の言葉が続く。これが、止めるための言葉だった。
c721-1	1.000	離陸は待ってください。こちらから呼びます。	離陸は待ってください。こちらから呼びます。	離陸は待ってください。こちらから呼びます。
c721-2	1.000	管制官は、そう送信している。KLMは、もう走っている。	管制官はそう送信している。KLMはもう走っている。	かんせいかんは、そう送信している。KLMは、もう走っている。
c722-1	0.919	ほとんど同じとき、パンナムも無線を押した。	ほとんど同じ時、パンナムも無線を押した。	ほとんど同じとき、パンナムも無線を押した。
c722-2	0.875	われわれは、まだ滑走路を走っている。クリッパー1736。	我々はまだ滑走路を走っている。クリッパー1736。	われわれは、まだ滑走路を走っている。クリッパー1736。
c723-1	1.000	二つの送信が、同じ時刻に重なった。無線は、一度に一つしか通らない。	二つの送信が同じ時刻に重なった。無線は一度に一つしか通らない。	二つの送信が、同じ時刻に重なった。無線は、一度に一つしか通らない。
c723-2	1.000	操縦室では、甲高い音になった	操縦室では甲高い音になった。	操縦室では、甲高い音になった
c724-1	1.000	報告書は、この音がおよそ3秒続いたと書いている。	報告書はこの音がおよそ三秒続いたと書いている。	報告書は、この音がおよそ3秒続いたと書いている。
c724-2	0.931	その3秒のあいだに送られていたのが、離陸を待て、という言葉である。	その三秒の間に送られていたのが離陸を待てという言葉である。	その3秒のあいだに送られていたのが、離陸を待て、という言葉である。
c724-3	1.000	KLMの操縦室で、その言葉は、あるべき明瞭さを失った。	KLMの操縦室でその言葉はあるべき明瞭さを失った。	KLMの操縦室で、その言葉は、あるべき明瞭さを失った。
c725-1	0.909	同じ3秒のあいだに、もう一つ起きていたことがある。	同じ三秒の間にもう一つ起きていたことがある。	同じ3秒のあいだに、もう一つ起きていたことがある。
c725-2	0.949	KLMの出力は、17時06分19秒に、もう離陸の値で落ち着いていた。	KLMの出力は十七時六分十九秒にもう離陸の値で落ち着いていた。	KLMの出力は、17時06分19秒に、もう離陸のアタイで落ち着いていた。
c726-1	1.000	ここで、報告書の書き方を正確に写しておく。聞き取りにくくは、なった。	ここで報告書の書き方を正確に写しておく。聞き取りにくくはなった。	ここで、報告書の書き方を正確に写しておく。聞き取りにくくは、なった。
c726-2	1.000	けれども、聞き取れないほどではなかった、と書いてある。	けれども聞き取れないほどではなかったと書いてある。	けれども、聞き取れないほどではなかった、と書いてある。
c726-3	1.000	では、なぜ届かなかったのか。報告書は、別の場所で答えを書いている。	では、なぜ届かなかったのか。報告書は別の場所で答えを書いている。	では、なぜ届かなかったのか。報告書は、別の場所で答えを書いている。
c727-1	0.951	見ることに気を取られると、聞くほうが落ちる。報告書はそう書いている。	見ることに気を取られると聞く方が落ちる。報告書はそう書いている。	見ることに気を取られると、聞くほうが落ちる。報告書はそう書いている。
c727-2	0.947	無線が欠けたのは、KLMだけではなかった。	無線がかけたのはKLMだけではなかった。	無線が欠けたのは、KLMだけではなかった。
c727-3	0.871	管制官が言い終える前、パンナムに届いたのは、最後の一音だけだった。	カン・セカンが言い終える前、パンナムに届いたのは最後の一音だけだった。	かんせいかんが言い終える前、パンナムに届いたのは、最後のイチオンだけだった。
c728-1	0.978	17時06分25秒。管制官がパンナムへ、こう言った。	17時6分25秒。管制官がパンナムへこう言った。	17時06分25秒。かんせいかんがパンナムへ、こう言った。
c728-2	1.000	滑走路を出たら知らせてください。まだ出ていない、という意味である。	滑走路を出たら知らせてください。まだ出ていないという意味である。	かっそうろを出たら知らせてください。まだ出ていない、という意味である。
c729-1	0.938	17時06分29秒。パンナムが答えた。	十七時六分二十九秒。パンナムが答えた。	17時06分29秒。パンナムが答えた。
c729-2	1.000	了解、出たら知らせます。	了解。出たら知らせます。	了解、出たら知らせます。
c729-3	1.000	この声は、KLMの操縦室にも届いている。	この声はKLMの操縦室にも届いている。	この声は、KLMの操縦室にも届いている。
c730-1	1.000	走り出したKLMの操縦室では、最初、誰も反応しなかった。	走り出したKLMの操縦室では最初誰も反応しなかった。	走り出したKLMの操縦室では、最初、誰も反応しなかった。
c730-2	0.809	動いたのは、いちばんうしろの席に座る、航空機関士である。	動いたのは一番後ろの席に座る航空機関士である。	動いたのは、いちばんうしろの席に座る、航空機関士である。
c731-1	0.966	17時06分32秒。航空機関士が聞いた。あれ、まだ出ていないのでは。	十七時六分三十二秒、航空機関士が聞いた。「あれ？まだ出ていないのでは？」	17時06分32秒。航空機関士が聞いた。あれ、まだ出ていないのでは。
c731-2	0.800	機長が聞き返す。なんて言った。	機長が聞き返す。「何と言った？」	機長が聞き返す。なんて言った。
c731-3	1.000	機関士は言い直した。パンナムは、まだ出ていないのでは。	機関士は言い直した。「パンナムはまだ出ていないのでは？」	機関士は言い直した。パンナムは、まだ出ていないのでは。
c732-1	0.818	17時06分35秒。返ってきたのは、強い肯定だった。	十七時六分三十五秒。帰ってきたのは強い皇帝だった。	17時06分35秒。返ってきたのは、強い肯定だった。
c732-2	1.000	いや、出た。機長はそう答えた	いや、出た。機長はそう答えた。	いや、出た。機長はそう答えた
c801-1	1.000	副操縦士も、航空機関士も、それ以上は何も言わなかった。	副操縦士も航空機関士もそれ以上は何も言わなかった。	ふくそうじゅうしも、航空機関士も、それ以上は何も言わなかった。
c801-2	1.000	報告書は、その理由について、一つの見方を書いている。	報告書はその理由について一つの見方を書いている。	報告書は、その理由について、一つの見方を書いている。
c802-1	0.913	機長は、会社でもっとも信望のある操縦士の一人だった。	機長は会社で最も信望のある操縦士の一人だった。	機長は、会社でもっとも信望のある操縦士の一人だった。
c802-2	1.000	これほど経験のある人が、これほどの誤りをする。考えにくいことだった。	これほど経験のある人がこれほどの誤りをする。考えにくいことだった。	これほど経験のある人が、これほどの誤りをする。考えにくいことだった。
c803-1	1.000	報告書は、もう一つのことも書いている。	報告書はもう一つのことも書いている。	報告書は、もう一つのことも書いている。
c803-2	0.962	機長が10年以上続けてきた、教官という仕事についてである。	機長が十年以上続けてきた教官という仕事についてである。	機長が10年以上続けてきた、教官という仕事についてである。
c804-1	1.000	訓練の飛行では、教官が管制官の役もやる。	訓練の飛行では、教官が管制官の役もやる。	訓練の飛行では、教官がかんせいかんの役もやる。
c804-2	1.000	離陸の許可を出すのは、教官自身である。	離陸の許可を出すのは教官自身である。	離陸の許可を出すのは、教官自身である。
c804-3	0.913	模擬の飛行では、無線をまったく使わないことさえある。	模擬の飛行では無線を全く使わないことさえある。	模擬の飛行では、無線をまったく使わないことさえある。
c805-1	1.000	つまり、許可を待たずに離陸する。	つまり許可を待たずに離陸する。	つまり、許可を待たずに離陸する。
c805-2	0.800	それが、10年以上のあいだ、日常だった。	それが十年以上の間、日常だった。	それが、10年以上のあいだ、日常だった。
c805-3	1.000	訓練では、許可を出すのは自分だった	訓練では許可を出すのは自分だった。	訓練では、許可を出すのは自分だった
c806-1	0.824	17時06分40秒ごろ。パンナムの機長が、前方に灯りを見た。	十七時六分四十秒頃、パンナムの機長が前方に明かりを見た。	17時06分40秒ごろ。パンナムの機長が、前方に灯りを見た。
c806-2	0.952	およそ700メートル先。KLM機の着陸灯である。	およそ七百メートル先、KLM機の着陸灯である。	およそ700メートル先。KLM機の着陸灯である。
c807-1	1.000	報告書によれば、ぶつかる9秒ほど前のことだった。	報告書によれば、ぶつかる九秒ほど前のことだった。	報告書によれば、ぶつかる9秒ほど前のことだった。
c807-2	0.863	その9秒が、二機のあいだに残されていた時間のすべてである。	その九秒が二機の間に残されていた時間の全てである。	その9秒が、二機のあいだに残されていた時間のすべてである。
c808-1	1.000	パンナムは、出力を入れて左へ逃げようとした。	パンナムは出力を入れて左へ逃げようとした。	パンナムは、出力を入れて左へ逃げようとした。
c808-2	1.000	滑走路の外へ機体を出そうとしている。もう、間に合わなかった。	滑走路の外へ機体を出そうとしている。もう間に合わなかった。	かっそうろの外へ機体を出そうとしている。もう、間に合わなかった。
c809-1	0.947	17時06分43秒。副操縦士が、V1、と告げた。	十七時六分四十三秒、副操縦士がV1と告げた。	十七時六分四十三秒。副操縦士が、V1、と告げた。
c809-2	1.000	ここを超えたら、もう離陸をやめられない、という速さである。	ここを超えたらもう離陸をやめられないという速さである。	ここを超えたら、もう離陸をやめられない、という速さである。
c809-3	1.000	その1秒後、KLMは機首を上げ始めた。	その一秒後、KLMは機首を上げ始めた。	その1秒後、KLMは機首を上げ始めた。
c810-1	0.927	上げ方が大きすぎて、尾が滑走路をこすっている。	上げ方が大きすぎて尾が滑走路を擦っている。	上げ方が大きすぎて、尾が滑走路をこすっている。
c810-2	0.949	こすった跡は、ぶつかった場所のおよそ90メートル手前から始まる。	擦った跡はぶつかった場所のおよそ90メートル手前から始まる。	こすった跡は、ぶつかった場所のおよそ90メートル手前から始まる。
c810-3	1.000	早く浮き上がろうとして、尾が下がっていたのである。	早く浮き上がろうとして尾が下がっていたのである。	早く浮き上がろうとして、尾が下がっていたのである。
c811-1	0.944	17時06分47秒。機長が、声を上げている。	十七時六分四十七秒。機長が声を上げている。	17時06分47秒。機長が、声を上げている。
c811-2	1.000	言葉には、なっていない。報告書は、声を発した、とだけ書く。	言葉にはなっていない。報告書は声を発したとだけ書く。	言葉には、なっていない。報告書は、声を発した、とだけ書く。
c812-1	0.800	17時06分50秒。	十七時六分五十秒。	17時06分50秒。
c812-2	1.000	KLMは、すでに完全に浮いていた。	KLMはすでに完全に浮いていた。	KLMは、すでに完全に浮いていた。
c812-3	1.000	その第1エンジンが、パンナムの右の翼の先をかすめた。	その第一エンジンがパンナムの右の翼の先をかすめた。	その第1エンジンが、パンナムの右の翼の先をかすめた。
c813-1	0.902	主脚は、パンナムの右の内側のエンジンのあたりに激突した。	主客はパンナムの右の内側のエンジンの辺りに激突した。	主脚は、パンナムの右の内側のエンジンのあたりに激突した。
c813-2	0.919	胴体の後ろのほうが壊れ、尾がもぎ取られた。	胴体の後ろの方が壊れ、尾がもぎ取られた。	胴体の後ろのほうが壊れ、尾がもぎ取られた。
c813-3	0.963	KLMはそのまま飛び続け、150メートル先で地面に当たった。	KLMはそのまま飛び続け、百五十メートル先で地面に当たった。	KLMはそのまま飛び続け、150メートル先で地面に当たった。
c814-1	0.958	そこから、さらに300メートル滑って、急に激しく燃えた。	そこからさらに三百メートル滑って急に激しく燃えた。	そこから、さらに300メートル滑って、急に激しく燃えた。
c814-2	0.878	二つの残骸のあいだは、450メートル離れていた。	二つの残骸の間は四百五十メートル離れていた。	二つの残骸のあいだは、450メートル離れていた。
c815-1	1.000	KLM機には、乗員14人と乗客234人が乗っていた。	KLM機には乗員14人と乗客234人が乗っていた。	KLM機には、乗員14人と乗客ニヒャクサンジュウヨニンが乗っていた。
c815-2	1.000	その248人が、全員亡くなった。生き残った人は、一人もいない。	その二百四十八人が全員亡くなった。生き残った人は一人もいない。	その248人が、全員亡くなった。生き残った人は、一人もいない。
c816-1	1.000	パンナム機では、乗員9人と乗客317人が、その場で亡くなった。	パンナム機では乗員9人と乗客317人がその場で亡くなった。	パンナム機では、乗員9人と乗客317人が、その場で亡くなった。
c816-2	1.000	合わせて326人である。	合わせて三百二十六人である。	合わせて326人である。
c816-3	1.000	けれども、この時点でそれを知る人はいない。外から見ていた人も、いない。	けれども、この時点でそれを知る人はいない。外から見ていた人もいない。	けれども、この時点でそれを知る人はいない。外から見ていた人も、いない。
c901-1	1.000	管制塔からは、何も見えなかった。	管制塔からは何も見えなかった。	かんせいとうからは、何も見えなかった。
c901-2	0.842	地面についた雲の帯が、視界をふさいでいる。	地面についた蜘蛛の帯が視界を塞いでいる。	地面についた雲の帯が、視界をふさいでいる。
c901-3	1.000	聞こえたのは、爆発の音が二度だけである。	聞こえたのは爆発の音が二度だけである。	聞こえたのは、爆発の音が二度だけである。
c902-1	0.955	どこで鳴ったのかも、なぜ鳴ったのかも分からない。	どこで鳴ったのかも、なぜ鳴ったのかもわからない。	どこで鳴ったのかも、なぜ鳴ったのかも分からない。
c902-2	0.964	管制塔には、それを確かめる手立てが無かった。見えないのである。	管制塔にはそれを確かめる手立てがなかった。見えないのである。	かんせいとうには、それを確かめる手立てが無かった。見えないのである。
c903-1	1.000	しばらくして、駐機場にいた別の機体が知らせてきた。火が見える、と。	しばらくして駐機場にいた別の機体が知らせてきた。火が見えると。	しばらくして、駐機場にいた別の機体が知らせてきた。火が見える、と。
c903-2	0.938	場所も、理由も、分からないままである。	場所も理由もわからないままである。	場所も、理由も、分からないままである。
c904-1	1.000	管制塔は、すぐに消防へ警報を出した。	管制塔はすぐに消防へ警報を出した。	かんせいとうは、すぐに消防へ警報を出した。
c904-2	1.000	火があること、すぐ出られるように備えること。それだけだった。	火があること、すぐ出られるように備えること、それだけだった。	火があること、すぐ出られるように備えること。それだけだった。
c904-3	0.950	火がどこにあるのかは、まだ誰にも分からない。	火がどこにあるのかはまだ誰にもわからない。	火がどこにあるのかは、まだ誰にも分からない。
c905-1	0.939	そこへ、空港で働く会社の人が、消防の詰所へやって来た。	そこへ空港で働く会社の人が消防の詰め所へやってきた。	そこへ、空港で働く会社の人が、消防の詰所へやって来た。
c905-2	0.945	火は、駐機場の左のほうだ。場所についての、最初の手がかりだった。	火は駐機場の左の方だ。場所についての最初の手がかりだった。	火は、駐機場の左のほうだ。場所についての、最初の手がかりだった。
c906-1	0.903	消防車は、出せるかぎりの速さで出た。	消防車は出せる限りの速さで出た。	消防車は、出せるかぎりの速さで出た。
c906-2	1.000	それでも、その速さは、とても遅かった。	それでもその速さはとても遅かった。	それでも、その速さは、とても遅かった。
c906-3	1.000	混み合った駐機場を、斜めに横切るからである。	混み合った駐機場を斜めに横切るからである。	混み合った駐機場を、斜めに横切るからである。
c907-1	0.909	人にも、車にも、駐まっている機体にもぶつかりうる。	人にも車にも止まっている機体にもぶつかり得る。	人にも、車にも、とまっている機体にもぶつかりうる。
c907-2	0.923	見えないなかを、そろそろと進むしかなかった。	見えない中をそろそろと進むしかなかった。	見えないなかを、そろそろと進むしかなかった。
c908-1	0.963	やがて、雲ごしに明るい光が見えた。炎そのものは、まだ見えない。	やがて雲越しに明るい光が見えた。炎そのものはまだ見えない。	やがて、雲ごしに明るい光が見えた。炎そのものは、まだ見えない。
c908-2	1.000	それなのに、強い熱だけが先に届いてきた。	それなのに強い熱だけが先に届いてきた。	それなのに、強い熱だけが先に届いてきた。
c909-1	0.897	少し晴れたとき、初めて形が見えた。	少し晴れた時、初めて形が見えた。	少し晴れたとき、初めて形が見えた。
c909-2	1.000	機体の全体が炎に包まれ、	機体の全体が炎に包まれ	機体の全体が炎に包まれ、
c909-3	0.944	見えていたのは、尾の垂直の翼だけだった。	見えていたのが尾の垂直の翼だけだった。	見えていたのは、尾の垂直の翼だけだった。
c910-1	1.000	消火を始めると、雲がもう少し晴れた。遠くに、もう一つ光があった。	消火を始めると雲がもう少し晴れた。遠くにもう一つ光があった。	消火を始めると、雲がもう少し晴れた。遠くに、もう一つ光があった。
c910-2	1.000	同じ機体から外れた部品が燃えている、と最初は思った。	同じ機体から外れた部品が燃えていると最初は思った。	同じ機体から外れた部品が燃えている、と最初は思った。
c911-1	0.939	消防は車を分け、その二つ目の光のほうへ近づいていった。	消防は車を分け、その二つ目の光の方へ近づいていった。	消防は車を分け、その二つ目の光のほうへ近づいていった。
c911-2	0.889	そして、近づいてはじめて、それが何なのかが分かった。	そして近づいて初めてそれが何なのかがわかった。	そして、近づいてはじめて、それが何なのかが分かった。
c912-1	1.000	部品では、なかった。落ちた破片でもなかった。	部品ではなかった。落ちた破片でもなかった。	部品では、なかった。落ちたハヘンでもなかった。
c912-2	1.000	もう一機の飛行機が、そこで燃えていたのである。	もう一機の飛行機がそこで燃えていたのである。	もう一機の飛行機が、そこで燃えていたのである。
c913-1	1.000	消防は、ここで初めて知ることになる。	消防はここで初めて知ることになる。	消防は、ここで初めて知ることになる。
c913-2	0.917	燃えていたのは、二機だった	燃えていたのは二基だった。	燃えていたのは、二機だった
c914-1	1.000	消防は、二つ目の機体に力を移した。	消防は二つ目の機体に力を移した。	消防は、二つ目の機体に力を移した。
c914-2	1.000	一つ目は、もう手のつけようがなかったからである。	一つ目はもう手のつけようがなかったからである。	一つ目は、もう手のつけようがなかったからである。
c914-3	1.000	この判断で、左の主翼が守られた。	この判断で左の主翼が守られた。	この判断で、左の主翼が守られた。
c915-1	1.000	そのパンナム機の中で、何が起きていたか。	そのパンナム機の中で何が起きていたか。	そのパンナム機の中で、何が起きていたか。
c915-2	0.955	二階の部屋と、胴体の上側のほとんどが無くなった。	二階の部屋と胴体の上側のほとんどがなくなった。	二階の部屋と、胴体の上側のほとんどが無くなった。
c915-3	1.000	床が抜け、乗員は下の階へ降りるしかなかった。	床が抜け、乗員は下の階へ降りるしかなかった。	ユカが抜け、乗員は下の階へ降りるしかなかった。
c916-1	0.947	出口は、左の壁に開いた穴だった。前のほうの人は、そこから外へ出た。	出口は左の壁に開いた穴だった。前の方の人はそこから外へ出た。	出口は、左の壁にあいた穴だった。前のほうの人は、そこから外へ出た。
c916-2	0.941	地面までの高さは、およそ6メートル（20フィート）である。	地面までの高さはおよそ六メートル、二十フィートである。	地面までの高さは、およそ6メートル（20フィート）である。
c917-1	1.000	左の主翼の上へ出て、そこから草地へ飛び降りた。	左の主翼の上へ出て、そこから草地へ飛び降りた。	左の主翼の上へ出て、そこから草地へ飛び降りた。
c917-2	1.000	主翼の下では火が燃え、左側の二つのエンジンは、まだ回っていた。	主翼の下では火が燃え、左側の二つのエンジンはまだ回っていた。	主翼の下では火が燃え、左側の二つのエンジンは、まだ回っていた。
c917-3	1.000	救急車は、ほとんどすぐに現れた。空港に、5台あった。	救急車はほとんどすぐに現れた。空港に五台あった。	救急車は、ほとんどすぐに現れた。空港に、5台あった。
c918-1	1.000	逃げるのにかかった時間は、およそ1分。	逃げるのにかかった時間はおよそ一分。	逃げるのにかかった時間は、およそ1分。
c918-2	0.931	うしろの席の人は、前へ進めなかった。外へ出られたのは70人である。	後ろの席の人は前へ進めなかった。外へ出られたのは七十人である。	うしろの席の人は、前へ進めなかった。外へ出られたのは70人である。
c918-3	0.941	そのうち9人が、あとで亡くなった。残ったのは、61人だった。	そのうち九人が後で亡くなった。残ったのは六十一人だった。	そのうち9人が、あとで亡くなった。残ったのは、61人だった。
ep01-1	1.000	報告書は、根本の原因をこう書いている。KLMの機長が、次の四つをしたこと。	報告書は根本の原因をこう書いている。KLMの機長が次の四つをしたこと。	報告書は、根本の原因をこう書いている。KLMの機長が、次の四つをしたこと。
ep01-2	1.000	一つ。許可を受けずに離陸した。	一つ、許可を受けずに離陸した。	一つ。許可を受けずに離陸した。
ep01-3	1.000	二つ。離陸は待ってください、という言葉に従わなかった。	二つ。離陸は待ってくださいという言葉に従わなかった。	二つ。離陸は待ってください、という言葉に従わなかった。
ep02-1	1.000	三つ。パンナムがまだ滑走路にいると言ったのに、やめなかった。	三つ。パンナムがまだ滑走路にいると言ったのにやめなかった。	三つ。パンナムがまだ滑走路にいると言ったのに、やめなかった。
ep02-2	0.895	四つ。航空機関士の問いに、強い肯定で答えた。	四つ。航空機関士の問いに強い高低で答えた。	四つ。航空機関士の問いに、強い肯定で答えた。
ep03-1	0.884	四つとも、30秒足らずのあいだに起きたことである。	四つとも三十秒足らずの間に起きたことである。	四つとも、30秒足らずのあいだに起きたことである。
ep03-2	0.944	そして四つとも、止まるための機会だった。	そして四つとも止まるための機械だった。	そして四つとも、止まるための機会だった。
ep04-1	0.923	そのうえで報告書は、一つの問いを立てている。	その上で報告書は一つの問いを立てている。	そのうえで報告書は、一つの問いを立てている。
ep04-2	1.000	これほどの操縦士が、なぜ基本の誤りを犯せたのか。	これほどの操縦士がなぜ基本の誤りを犯せたのか。	これほどの操縦士が、なぜ基本の誤りを犯せたのか。
ep04-3	1.000	答えとして三つ。一つ目は、積み重なった問題で、緊張が高まっていたこと。	答えとして三つ。一つ目は積み重なった問題で緊張が高まっていたこと。	答えとして三つ。一つ目は、積み重なった問題で、緊張が高まっていたこと。
ep05-1	1.000	二つ目は、テネリフェの、あの独特の天気。	二つ目は、テネリフェのあの独特の天気。	二つ目は、テネリフェの、あの独特の天気。
ep05-2	1.000	三つ目が、二つの送信が同じ時刻に重なったことである。	三つ目が二つの送信が同じ時刻に重なったことである。	三つ目が、二つの送信が同じ時刻に重なったことである。
ep05-3	1.000	根本の原因ではなく、寄与した要因。報告書は、そう分けている。	根本の原因ではなく、寄与した要因。報告書はそう分けている。	根本の原因ではなく、寄与した要因。報告書は、そう分けている。
ep06-1	0.909	報告書は、そのあとに、別の三つを並べる。	報告書はその後に別の三つを並べる。	報告書は、そのあとに、別の三つを並べる。
ep06-2	1.000	こちらは、機長の心の中ではなく、その外側で起きていたことである。	こちらは機長の心の中ではなく、その外側で起きていたことである。	こちらは、機長の心の中ではなく、その外側で起きていたことである。
ep06-3	1.000	言葉が適切でなかったこと。パンナムが三番目で出なかったこと。異例の混雑。	言葉が適切でなかったこと。パンナムが三番目で出なかったこと。異例の混雑。	言葉が適切でなかったこと。パンナムが三番目で出なかったこと。異例の混雑。
ep07-1	1.000	ただし報告書は、片方だけを裁いてはいない。	ただし、報告書は片方だけを裁いてはいない。	ただし報告書は、片方だけを裁いてはいない。
ep07-2	1.000	パンナムは二度、滑走路にいると伝えた。だから重要ではない、と書く。	パンナムは二度滑走路にいると伝えた。だから重要ではないと書く。	パンナムは二度、滑走路にいると伝えた。だから重要ではない、と書く。
ep07-3	0.900	管制官の「オーケー」も適切ではなかった。ただし離陸は、もう始まっていた。	管制官のOKも適切ではなかった。ただし、離陸はもう始まっていた。	かんせいかんの「オーケー」も適切ではなかった。ただし離陸は、もう始まっていた。
ep08-1	1.000	報告書は、最後に勧告を三つ出している。	報告書は最後に勧告を三つ出している。	報告書は、最後に勧告を三つ出している。
ep08-2	0.949	一つ。指示と許可の重みと、そのとおりに実行することを徹底すること。	一つ、指示と許可の重みと、その通りに実行することを徹底すること。	一つ。指示と許可の重みと、そのとおりに実行することを徹底すること。
ep08-3	1.000	二つ。標準の、短く、取り違えようのない航空用語を使うこと。	二つ、標準の短く取り違えようのない航空用語を使うこと。	二つ。標準の、短く、取り違えようのない航空用語を使うこと。
ep09-1	0.850	三つ目が、この事故がいちばん残したものである。	三つ目がこの事故が一番残したものである。	三つ目が、この事故がいちばん残したものである。
ep09-2	0.955	ATCの許可と離陸の許可を、時間で十分に離すこと。	ATCの許可と離陸の許可を時間で十分に話すこと。	ATCの許可と離陸の許可を、時間でジュウブンに離すこと。
ep09-3	1.000	許可に「離陸」という語を使わない	許可に離陸という語を使わない。	許可に「離陸」という語を使わない
ep10-1	1.000	気づいた人は、いた。声にも出していた。それでも、機体は止まらない。	気づいた人はいた。声にも出していた。それでも機体は止まらない。	気づいた人は、いた。声にも出していた。それでも、機体は止まらない。
ep10-2	0.973	1977年3月27日、17時06分50秒。	1977年3月27日17時6分50秒。	1977年3月27日、17時06分50秒。
ep10-3	1.000	583人が亡くなり、61人が生きて出た。1本の滑走路の上である。	五百八十三人が亡くなり、六十一人が生きて出た一本の滑走路の上である。	五百八十三人が亡くなり、61人が生きて出た。1本の滑走路の上である。
