場面	一致率	送った文	聞こえた文	送信文
c801-2	1.000	道路の交通が止められた。	道路の交通が止められた。	道路の交通が止められた。
c802-1	0.918	その日のうちに入った救急車は14台。最後までにのべ1,176台が入る。	その日のうちに入った救急車は十四台。最後までに延べ千百七十六台が入る。	その日のうちに入った救急車は14台。最後までにのべ1,176台が入る。
c802-2	1.000	道路の一面が救急車で埋まっている写真が残っている。	道路の一面が救急車で埋まっている写真が残っている。	道路の一面が救急車で埋まっている写真が残っている。
c803-1	0.943	瓦礫は、地下4階から地下3階のあたりまで積み上がっていた。	瓦礫は地下四階から地下三階の辺りまで積み上がっていた。	がれきは、地下4階から地下3階のあたりまで積み上がっていた。
c803-2	1.000	その上を歩いて、人がいる場所を探すところから始まる。	その上を歩いて人がいる場所を探すところから始まる。	その上を歩いて、人がいる場所を探すところから始まる。
c804-1	1.000	ソウル市が事故対策本部を開いたのが午後6時。	ソウル市が事故対策本部を開いたのが午後六時。	ソウル市が事故対策本部を開いたのが午後6時。
c804-2	0.974	現場の指揮本部ができたのが午後6時20分。	現場の指揮本部ができたのが午後六時二十分。	現場の指揮本部ができたのが午後6時20分。
c804-3	0.933	市長が現場に着いたのは、午後6時50分ごろである。	市長が現場に着いたのは午後6時50分頃である。	市長が現場に着いたのは、午後6時50分ごろである。
c805-1	0.926	生きている人の気配をつかんだら、重機をその場で全部止めて、	生きている人の気配をつかんだら、銃器をその場で全部止めて	生きている人の気配をつかんだら、重機をその場で全部止めて、
c805-2	1.000	手作業に切り替える。そう決めて進められた。	手作業に切り替える。そう決めて進められた。	てさぎょうに切り替える。そう決めて進められた。
c805-3	1.000	遺体を傷つけないためにも、初めは小さな道具が使われている。	遺体を傷つけないためにも、初めは小さな道具が使われている。	遺体を傷つけないためにも、初めは小さな道具が使われている。
c806-1	1.000	現場に入ったのは、消防と警察と軍だけではない。	現場に入ったのは消防と警察と軍だけではない。	現場に入ったのは、消防と警察と軍だけではない。
c806-2	1.000	手伝いに来た人たちも、支援の側で働いている。	手伝いに来た人たちも支援の側で働いている。	手伝いに来た人たちも、支援の側で働いている。
c807-1	0.929	7月19日までに入った消防・警察・軍・市の職員は、のべ68,808人。	七月十九日までに入った消防、警察、軍、市の職員は延べ六万八千八百八人。	7月19日までに入った消防・警察・軍・市の職員は、のべロクマンハッセンハッピャクハチニン。
c807-2	0.969	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。	一日の平均で三千二百七十六人になる。手伝いの人は別に延べ八千二百五十八人だった。	1日の平均で3,276人になる。手伝いの人は、別にのべ8,258人だった。
c808-1	0.951	事故のあった日のうちに、電力会社が白熱灯120個と発電機を入れた。	事故のあった日のうちに、電力会社が白熱灯を百二十個と発電機を入れた。	事故のあった日のうちに、電力会社が白熱灯120個と発電機を入れた。
c808-2	1.000	瓦礫の下は、無人カメラや、穴に差し込むカメラで探している。	瓦礫の下は無人カメラや穴に差し込むカメラで探している。	がれきの下は、無人カメラや、穴に差し込むカメラで探している。
c809-1	1.000	政府はこの一帯を、特別災害地域に指定した。	政府はこの一帯を特別災害地域に指定した。	政府はこの一帯を、特別災害地域に指定した。
c809-2	0.931	範囲は、百貨店の敷地と周りをあわせた67,100平方メートルである。	範囲は百貨店の敷地と周りを合わせた六万七千一百平方メートルである。	範囲は、百貨店の敷地と周りをあわせたロクマンナナセンヒャク平方メートルである。
c810-1	1.000	家族は、人を探す貼り紙に名前と顔写真を書いて貼っていった。	家族は人を探す貼り紙に名前と顔写真を書いて貼っていった。	家族は、人を探す貼り紙に名前と顔写真を書いて貼っていった。
c810-2	1.000	7月1日からは、近くの大学の体育館が家族の案内所になっている。	七月一日からは近くの大学の体育館が家族の案内所になっている。	7月1日からは、近くの大学の体育館が家族の案内所になっている。
c811-1	1.000	行方不明者の数は、なかなか固まらなかった。	行方不明者の数はなかなか固まらなかった。	ゆくえふめいしゃ の数は、なかなか固まらなかった。
c811-2	0.968	届け出の窓口が2か所に分かれていたのを、1つにまとめる途中である。	届け出の窓口が二箇所に分かれていたのを一つにまとめる途中である。	届け出の窓口が2か所に分かれていたのを、1つにまとめる途中である。
c811-3	0.868	1日のあいだに、207人から410人へ訂正して発表されている。	一日の間に二百七人から四百十人へ訂正して発表されている。	1日のあいだに、207人から410人へ訂正して発表されている。
c812-1	0.873	7月9日の朝8時20分ごろ。崩れてから230時間がたっていた。	七月九日の朝八時二十分頃、崩れてから二百三十時間が経っていた。	7月9日の朝8時20分ごろ。崩れてから230時間がたっていた。
c812-2	1.000	瓦礫の下から、生きたまま1人が助け出されている。	瓦礫の下から生きたまま一人が助け出されている。	がれきの下から、生きたまま1人が助け出されている。
c813-1	0.980	その2日後、埋まってから13日目にも、1人が助け出された。	その二日後、埋まってから十三日目にも一人が助け出された。	その2日後、埋まってから13日目にも、1人が助け出された。
c813-2	0.945	どちらも、もう生存者はいないと思われていたあとのことである。	どちらももう生存者はいないと思われていた後のことである。	どちらも、もう生存者はいないと思われていたあとのことである。
c814-1	0.952	そして事故から17日目、7月15日のことである。	そして事故から十七日目、七月十五日のことである。	そして事故から17日目、7月15日のことである。
c814-2	1.000	377時間ぶりに、生きて助け出された	377時間ぶりに生きて助け出された。	サンビャクナナジュウナナ時間ぶりに、生きて助け出された
c815-1	1.000	白書によれば、助け出された3人は、いずれも若い人だった。	白書によれば、助け出された三人はいずれも若い人だった。	はくしょによれば、助け出された3人は、いずれも若い人だった。
c815-2	1.000	この動画では、名前ではなく人数と時間で伝えることにする。	この動画では名前ではなく人数と時間で伝えることにする。	この動画では、名前ではなく人数と時間で伝えることにする。
c816-1	1.000	生きた人が見つかったのは、ここまでである。	生きた人が見つかったのはここまでである。	生きた人が見つかったのは、ここまでである。
c816-2	0.941	このあとの作業は、亡くなった人を見つけ出すことになった。	この後の作業は亡くなった人を見つけ出すことになった。	このあとの作業は、亡くなった人を見つけ出すことになった。
c817-1	0.974	7月19日の時点で、救助された人は932人。	七月十九日の時点で救助された人は九百三十二人。	7月19日の時点で、救助された人は932人。
c817-2	1.000	見つかった遺体は459人だった。	見つかった遺体は四百五十九人だった。	見つかった遺体は459人だった。
c818-1	1.000	事故の2日後の7月1日、選挙で選ばれた新しい市長が就任した。	事故の二日後の七月一日、選挙で選ばれた新しい市長が就任した。	事故の2日後の7月1日、選挙で選ばれた新しい市長が就任した。
c818-2	1.000	新しい市長は、その日のうちに現場へ来ている。	新しい市長はその日のうちに現場へ来ている。	新しい市長は、その日のうちに現場へ来ている。
c819-1	1.000	7月27日の時点では、亡くなった人が458人、	七月二十七日の時点では亡くなった人が四百五十八人。	シチガツニジュウシチニチの時点では、亡くなった人が458人、
c819-2	0.885	けがをした人が933人、行方不明はおよそ105人とされた。	怪我をした人が九百三十三人、行方不明はおよそ百五人とされた。	けがをした人が933人、行方不明はおよそ105人とされた。
c819-3	0.927	数は、この時点でもまだ動いていたことになる。	カズはこの時点でもまだ動いていたことになる。	かずは、この時点でもまだ動いていたことになる。
c820-1	1.000	数が動いたのは、同じ人を家族と職場が別々に届け出ていたからである。	数が動いたのは同じ人を家族と職場が別々に届け出ていたからである。	かずが動いたのは、同じ人を家族と職場が別々に届け出ていたからである。
c820-2	0.971	多い人では、届け出が7重に重なっていた。	多い人では届け出が七十に重なっていた。	多い人では、届け出が7重に重なっていた。
c820-3	1.000	それを1件ずつ電話で確かめる作業が続いた。	それを一件ずつ電話で確かめる作業が続いた。	それを1件ずつ電話で確かめる作業が続いた。
c821-1	0.977	瓦礫を運び出す作業も進んだ。7月19日の時点で、	瓦礫を運び出す作業も進んだ。七月十九日の時点で	がれきを運び出す作業も進んだ。7月19日の時点で、
c821-2	0.923	運び出す34,000トンのうち、30,892トンが終わっている。	運び出す三万四千トンのうち、三万八百九十二トンが終わっている。	運び出すサンマンヨンセントンのうち、サンマンハッピャクキュウジュウニトンが終わっている。
c821-3	0.915	残りをいつ片づけるかは、救助が終わってから決めることになった。	ほこりをいつ片付けるかは救助が終わってから決めることになった。	残りをいつ片づけるかは、救助が終わってから決めることになった。
c822-1	0.955	最後の数字が決まるのは、事故から5か月後である。	最後の数字が決まるのは事故から五ヶ月後である。	最後の数字が決まるのは、事故から5か月後である。
c822-2	0.974	次は、その502という数字の中身を見ていく。	次はその五百二という数字の中身を見ていく。	次は、その ゴヒャクニ という数字の中身を見ていく。
c901-1	0.872	瑞草区の区民会館に、合同の焼香所が作られた。	蘇直の区民会館に合同の焼香所が作られた。	ソチョくの区民会館に、合同の焼香所が作られた。
c901-2	1.000	亡くなった人の数は、この時点でもまだ動いていた。	亡くなった人の数はこの時点でもまだ動いていた。	亡くなった人のかずは、この時点でもまだ動いていた。
c902-1	1.000	1995年10月、ソウル市が国会の国政監査に出した報告では、	1995年10月、ソウル市が国会の国政監査に出した報告では	1995年10月、ソウル市が国会の国政監査に出した報告では、
c902-2	0.970	亡くなった人は501人とされている。	亡くなった人は五百一人とされている。	亡くなった人は501人とされている。
c902-3	0.983	遺体が見つかった人が471人、死亡と認められた人が30人である。	遺体が見つかった人が四百七十一人、死亡と認められた人が三十人である。	遺体が見つかった人が471人、死亡と認められた人が30人である。
c903-1	0.952	遺体が見つからないまま行方が分からない人は、	遺体が見つからないまま行方がわからない人は	遺体が見つからないまま行方が分からない人は、
c903-2	1.000	そのままでは、亡くなったと数えることができない。	そのままでは亡くなったと数えることができない。	そのままでは、亡くなったと数えることができない。
c904-1	0.906	そこで16人の委員会がつくられ、届け出のあった70人のうち、	そこで十六人の委員会が作られ、届け出のあった七十人のうち	そこで16人の委員会がつくられ、届け出のあった70人のうち、
c904-2	0.875	64人をいったん亡くなったものとして扱うことにした。	六十四人を一旦亡くなったものとして扱うことにした。	ロクジュウヨニンをいったん亡くなったものとして扱うことにした。
c904-3	0.939	このうち34人は、そのあと鑑定で身元が確認されている。	このうち三十四人はその後、鑑定で身元が確認されている。	このうち34人は、そのあと鑑定で身元が確認されている。
c905-1	0.981	残った人たちの手続きが終わったのは、その年の11月29日。	残った人たちの手続きが終わったのはその年の十一月二十九日	残った人たちの手続きが終わったのは、その年の11月29日。
c905-2	0.981	戸籍の整理によって、30人が亡くなったこととして確定した。	戸籍の整理によって三十人が亡くなったこととして確定した。	戸籍の整理によって、30人が亡くなったこととして確定した。
c906-1	0.980	白書が最終の数字としているのは、亡くなった人が502人。	白書が最終の数字としているのは亡くなった人が五百二 人。	はくしょが最終の数字としているのは、亡くなった人が五百二人。
c906-2	0.844	けがをした人が937人。あわせて1,439人である。	怪我をした人が九百三十七人、合わせて千四百三十九人である。	けがをした人が937人。あわせて1,439人である。
c906-3	0.889	10月の501人との1人の差は、資料のうえでは埋まっていない。	十月の五百一人との一人の差は資料の上では埋まっていない。	10月の501人との1人の差は、資料のうえでは埋まっていない。
c907-1	0.980	白書には、亡くなった502人の年齢の内訳が載っている。	白書には亡くなった五百二人の年齢の内訳が載っている。	はくしょには、亡くなった五百二人の年齢の内訳が載っている。
c907-2	0.878	10歳までが14人。11歳から20歳までが71人。	十歳までが十四人、十一歳から二十歳までが七十一人。	10歳までが14人。11歳から20歳までが71人。
c908-1	0.943	31歳から40歳までが80人、41歳から50歳までが52人。	三十一歳から四十歳までが八十人、四十一歳から五十歳までが五十二人	サンジュウイッサイから40歳までが80人、41歳から50歳までが52人。
c908-2	0.960	51歳から60歳までが21人、60歳より上が6人である。	五十一歳から六十歳までが二十一人、六十歳より上が六人である。	51歳から60歳までが21人、60歳より上が6人である。
c909-1	0.955	残った一つの年代だけで、全体の半分をこえている。	残った一つの年代だけで全体の半分を超えている。	のこった一つの年代だけで、全体の半分をこえている。
c909-2	0.947	502人のうち258人が21歳から30歳	五百二人のうち二百五十八人が二十一歳から三十歳。	五百二人のうち258人が21歳から30歳
c910-1	0.955	男女の別で見ると、男性が106人で、女性が396人。	男女の別で見ると、男性が百六人で女性が三百九十六人。	だんじょの別で見ると、男性が106人で、女性がサンビャクキュウジュウロクニン。
c910-2	1.000	亡くなった人のおよそ4人に3人が、女性だったことになる。	亡くなった人のおよそ四人に三人が女性だったことになる。	亡くなった人のおよそ4人に3人が、女性だったことになる。
c911-1	1.000	亡くなった人がこれほど多くなった理由を、白書は2つ挙げている。	亡くなった人がこれほど多くなった理由を白書は二つ挙げている。	亡くなった人がこれほど多くなった理由を、白書は2つ挙げている。
c911-2	1.000	1つは、百貨店が誰でも出入りできる場所だったこと。	一つは、百貨店が誰でも出入りできる場所だったこと。	1つは、百貨店が誰でも出入りできる場所だったこと。
c912-1	1.000	もう1つが、崩れたのが夕方5時55分だったことである。	もう一つが崩れたのが夕方五時五十五分だったことである。	もう1つが、崩れたのが夕方5時55分だったことである。
c912-2	1.000	夕食の支度のために人が集まる時間だった、と白書は書いている。	夕食の支度のために人が集まる時間だったと白書は書いている。	夕食の支度のために人が集まる時間だった、と白書は書いている。
c913-1	0.983	遺族との補償の話し合いがまとまったのは、翌年の3月20日である。	遺族との補償の話し合いがまとまったのは翌年の三月二十日である。	遺族との補償の話し合いがまとまったのは、翌年の3月20日である。
c913-2	0.958	亡くなった人1人あたりの特別慰労金が1億7千万ウォン。	亡くなった人一人当たりの特別慰労金が一億七千万ウォン。	亡くなった人1人あたりの特別慰労金が1億7千万ウォン。
c913-3	1.000	これに、損害賠償金が加わる。	これに損害賠償金が加わる。	これに、損害賠償金が加わる。
c914-1	0.983	1996年6月14日の時点で、502人のうち464人について、	1996年6月14日の時点で、502人りのうち464人について	1996年6月14日の時点で、五百二人のうち464人について、
c914-2	0.909	支払いが終わっている。けがをした937人では709人である。	支払いが終わっている。怪我をした九百三十七人では七百九人である。	支払いが終わっている。けがをした937人では709人である。
c915-1	0.979	金額の合計は、亡くなった人について1,758億ウォン。	金額の合計は亡くなった人について千七百五十八億ウォン。	金額の合計は、亡くなった人について1,758億ウォン。
c915-2	0.944	1人あたりの平均で、3億8千万ウォンになる。	一人当たりの平均で三億八千万ウォンになる。	1人あたりの平均で、3億8千万ウォンになる。
c915-3	0.816	けがをした人については、あわせて1,003億ウォンだった。	怪我をした人については合わせて千三億ウォンだった。	けがをした人については、あわせて1,003億ウォンだった。
c916-1	1.000	残っているのは、責任の話である。	残っているのは責任の話である。	残っているのは、責任の話である。
c916-2	0.903	だれが、どの段階で、何を問われたのか。	誰がどの段階で何を問われたのか。	だれが、どの段階で、何を問われたのか。
ep01-1	0.945	事故の2日後の7月1日、会長をふくむ4人が身柄を拘束された。	事故の二日後の七月一日、会長を含む四人が身柄を拘束された。	事故の2日後の7月1日、会長をふくむ4人が身柄を拘束された。
ep01-2	1.000	起訴されたのは、同じ7月の26日である。	起訴されたのは同じ七月の二十六日である。	起訴されたのは、同じ7月の26日である。
ep02-1	1.000	捜査の対象は、百貨店の側の人間だけではなかった。	捜査の対象は百貨店の側の人間だけではなかった。	捜査の対象は、百貨店の側の人間だけではなかった。
ep02-2	1.000	設計をした事務所の代表、骨組みの工事をした会社の、	設計をした事務所の代表、骨組みの工事をした会社の	設計をした事務所の代表、骨組みの工事をした会社の、
ep02-3	0.962	現場責任者たちなど、あわせて11人が捜査の対象になった。	現場責任者たちなど合わせて11人が捜査の対象になった。	現場責任者たちなど、あわせて11人が捜査の対象になった。
ep03-1	1.000	建物を建てる仕事は、計画を立て、図面を描き、	建物を建てる仕事は計画を立て、図面を描き	建物を建てる仕事は、計画を立て、図面を描き、
ep03-2	0.941	実際に建て、建ったあと手入れをする、という段階に分かれる。	実際に建て、建った後手入れをするという段階に分かれる。	実際に建て、たったあと手入れをする、という段階に分かれる。
ep04-1	0.979	1審の判決が出たのは、事故のあった年の12月27日。	一審の判決が出たのは事故のあった年の十二月二十七日。	1審の判決が出たのは、事故のあった年の12月27日。
ep04-2	1.000	2審は翌年の春、大法院の判決は8月に出ている。	二審は翌年の春、大法院の判決は八月に出ている。	2審は翌年の春、だいほういんの判決は8月に出ている。
ep05-1	0.851	2審は、被告人のひとりに懲役7年6か月を言い渡した。	二審は被告人の一人に懲役七年六ヶ月を言い渡した。	2審は、被告人のひとりに懲役7年6か月を言い渡した。
ep05-2	0.757	ほかに禁錮1年、懲役1年6か月、懲役10か月。	他に禁錮一年、懲役一年六ヶ月、懲役十ヶ月	ほかに禁錮1年、懲役1年6か月、懲役10か月。
ep05-3	0.960	禁錮1年6か月とされた2人には、執行猶予がついている。	禁錮一年六ヶ月とされた二人には執行猶予がついている。	禁錮1年6か月とされた2人には、執行猶予がついている。
ep06-1	0.778	このほかの12人は控訴が退けられ、1審の刑がそのまま残った。	この他の十二人は酵素が退けられ、維新の刑がそのまま残った。	このほかの12人は控訴が退けられ、1審の刑がそのまま残った。
ep06-2	1.000	大法院は1996年8月23日、双方の上告をすべて退けている。	大法院は1996年8月23日、双方の上告をすべて退けている。	だいほういんは1996年8月23日、双方の上告をすべて退けている。
ep07-1	1.000	判決が使った言葉は、業務上過失致死傷の共同正犯である。	判決が使った言葉は業務上過失致死傷の共同正犯である。	判決が使った言葉は、業務上過失致死傷の共同正犯である。
ep07-2	1.000	それぞれの段階の人たちを、一つの事故の責任者として並べた。	それぞれの段階の人たちを一つの事故の責任者として並べた。	それぞれの段階の人たちを、一つの事故の責任者として並べた。
ep08-1	0.926	民事のほうは、1999年に大法院が、区の職員の職務上の違反と、	民事の方は、千九百九十九年に大法院が区の職員の職務上の違反と	民事のほうは、1999年にだいほういんが、区の職員の職務上の違反と、
ep08-2	0.722	崩壊とのあいだに因果関係は無いと判断し、	公開との間に因果関係はないと判断し	崩壊とのあいだに因果関係は無いと判断し、
ep08-3	1.000	裁判を高裁へ差し戻している。	裁判を高裁へ差し戻している。	さいばんを高裁へ差し戻している。
ep09-1	1.000	どこか一つの段階が悪かった、という判決ではなかった。	どこか一つの段階が悪かったという判決ではなかった。	どこか一つの段階が悪かった、という判決ではなかった。
ep09-2	0.930	計画を立て、図面を描き、建て、そのあと手入れをする。	計画を立て、図面を描き、建て、その後手入れをする。	計画を立て、図面を描き、建て、そのあと手入れをする。
ep09-3	0.741	過失は、この四つすべてにあった	火室はこの四つ全てにあった。	過失は、この四つすべてにあった
ep10-1	0.967	事故から19日後の1995年7月18日、韓国で新しい法律ができた。	事故から十九日後の一九九五年七月十八日、韓国で新しい法律ができた。	事故から19日後の1995年7月18日、韓国で新しい法律ができた。
ep10-2	0.920	災難管理法という。公布されたその日から動き始めている。	災難管理法という交付されたその日から動き始めている。	災難管理法という。公布されたその日から動き始めている。
ep11-1	1.000	火災・爆発・崩壊といった、自然災害ではない事故を災難と決め、	火災、爆発、崩壊といった自然災害ではない事故を災難と決め	火災・爆発・崩壊といった、自然災害ではない事故を災難と決め、
ep11-2	1.000	国と自治体が備えと後始末をする仕組みを作る法律だった。	国と自治体が備えと後始末をする仕組みを作る法律だった。	国と自治体が備えと後始末をする仕組みを作る法律だった。
ep12-1	0.968	その年の12月30日には、建築法など5つの法律が同じ日に改められた。	その年の十二月三十日には、建築法など五つの法律が同じ日に改められた。	その年の12月30日には、建築法など5つの法律が同じ日に改められた。
ep12-2	1.000	わざと手を抜いた工事で人を死なせた者は、無期または3年以上の懲役になった。	わざと手を抜いた工事で人を死なせた者は、無期または三年以上の懲役になった。	わざと手を抜いた工事で人を死なせた者は、無期または3年以上の懲役になった。
ep13-1	1.000	白書は、この事故をこう書いている。韓国が建国されてから当時まで、	白書はこの事故をこう書いている。韓国が建国されてから当時まで	白書は、この事故をこう書いている。韓国が建国されてから当時まで、
ep13-2	0.864	いちばん多くの人が亡くなった事故になるだろう、と。	一番多くの人が亡くなった事故になるだろうと。	いちばん多くの人が亡くなった事故になるだろう、と。
ep13-3	0.896	自然災害をのぞけば、それまでの最多は326人が亡くなった船の沈没である。	事前災害を除けば、それまでの最多は三百二十六人が亡くなった船の沈没である。	自然災害をのぞけば、それまでの最多はサンビャクニジュウロクニンが亡くなった船の沈没である。
ep14-1	1.000	建物は、朝から合図を出していた。気づいた人もいた。	建物は朝から合図を出していた。気づいた人もいた。	建物は、朝から合図を出していた。気づいた人もいた。
ep14-2	1.000	会社の上まで伝わってもいた。それでも、店は開いたままだった。	会社の上まで伝わってもいた。それでも店は開いたままだった。	会社の上まで伝わってもいた。それでも、店は開いたままだった。
ed01-1	1.000	ご視聴ありがとうございました。	ご視聴ありがとうございました。	ご視聴ありがとうございました。
ed01-2	1.000	この動画が少しでも気に入れば、高評価と	この動画が少しでも気に入れば高評価と	この動画が少しでも気に入れば、高評価と
ed01-3	1.000	チャンネル登録をお願いします。	チャンネル登録をお願いします。	チャンネル登録をお願いします。
