行	型	該当	本文
ep01-1	数詞＋助数詞	6日	委員会の報告書が出たのは、1986年6月6日である。
ep01-1	§6の語（9.11）	委員会	委員会の報告書が出たのは、1986年6月6日である。
ep01-1	§6の語（コロンビア号）	委員会	委員会の報告書が出たのは、1986年6月6日である。
ep01-1	§6の語（コロンビア号）	報告書	委員会の報告書が出たのは、1986年6月6日である。
ep01-2	数詞＋助数詞	9つ	最後に、9つの勧告が置かれている。
ep02-1	同形異音語（一般）	一	一つ目は、あの継ぎ目とゴムの輪を作り直すこと。
ep02-1	同形異音語（一般）	目	一つ目は、あの継ぎ目とゴムの輪を作り直すこと。
ep02-1	同形異音語（一般）	目	一つ目は、あの継ぎ目とゴムの輪を作り直すこと。
ep03-1	同形異音語（実績）	方	試験のやり方も、勧告に書きこまれた。
ep03-2	§6の語（コロンビア号）	温度	実際に飛ぶときと同じ形で、温度の幅も全部ためすこと。
ep05-1	同形異音語（一般）	一	一つ目の勧告には、もう一つ続きがある。
ep05-1	同形異音語（一般）	目	一つ目の勧告には、もう一つ続きがある。
ep05-1	同形異音語（一般）	一	一つ目の勧告には、もう一つ続きがある。
ep05-2	§6の語（9.11）	委員会	NASAの外に、独立した監督の委員会を作ること。
ep05-2	§6の語（コロンビア号）	委員会	NASAの外に、独立した監督の委員会を作ること。
ep05-2	英字・記号	NASA	NASAの外に、独立した監督の委員会を作ること。
ep06-1	同形異音語（実績）	話	ただ、この事故でいちばん重いのは、設計の話ではないのかもしれない。
ep06-2	§6の語（コロンビア号）	温度	温度とゴムの輪の関係は、過去の飛行の記録の中にすでにあった。
ep06-3	§6の語（コロンビア号）	温度	記録を調べていれば、温度とゴムの輪の関係は分かったはずだった
ep07-1	§6の語（コロンビア号）	報告書	報告書はそう書いたうえで、続けてこう書いている。
ep07-2	英字・記号	NASA	NASAも、作った会社も、その調べをしていなかった、と。
ep08-1	同形異音語（一般）	目	勧告には、組織についての項目もある。
ep08-2	§6の語（三豊百貨店）	管理	宇宙飛行士を、管理する立場にもっと入れること。
ep09-1	同形異音語（一般）	上	打ち上げの基準や飛行の規則を扱う、
ep09-1	§6の語（コロンビア号）	打ち上げ	打ち上げの基準や飛行の規則を扱う、
ep10-1	文頭の数字	7	7人の名前を、もう一度置いておきたい。
ep10-1	同形異音語（一般）	人	7人の名前を、もう一度置いておきたい。
ep10-1	数詞＋助数詞	7人	7人の名前を、もう一度置いておきたい。
ep11-2	数詞＋助数詞	2回	マコーリフは、宇宙から生中継で2回、授業をする予定だった。
ep12-3	同形異音語（一般）	一	開いていくすきまに追いつけなかった。一つ目の答えだ。
ep12-3	同形異音語（一般）	目	開いていくすきまに追いつけなかった。一つ目の答えだ。
ep13-1	同形異音語（一般）	一	もう一つ。反対がひっくり返ったのは、
ep13-2	同形異音語（実績）	側	その夜だけ、証明する側が入れかわっていたからだった。
