行	型	該当	本文
c615-1	§6の語（テネリフェ）	滑走路	管制官は、そのとおりだと答えた。滑走路に入り、三番目を左へ出よ。
c615-1	§6の語（テネリフェ）	三番目	管制官は、そのとおりだと答えた。滑走路に入り、三番目を左へ出よ。
c615-2	同形異音語（一般）	目	三番目、という言葉を、この送信の中で二度繰り返している。
c615-2	§6の語（テネリフェ）	三番目	三番目、という言葉を、この送信の中で二度繰り返している。
c616-1	同形異音語（一般）	目	パンナムは、三番目を左へ、と復唱した。
c616-1	§6の語（テネリフェ）	パンナム	パンナムは、三番目を左へ、と復唱した。
c616-1	§6の語（テネリフェ）	三番目	パンナムは、三番目を左へ、と復唱した。
c616-1	§6の語（テネリフェ）	復唱	パンナムは、三番目を左へ、と復唱した。
c617-1	同形異音語（一般）	目	航空機関士が言った。三番目と言った、と。
c617-1	§6の語（テネリフェ）	航空機関士	航空機関士が言った。三番目と言った、と。
c617-1	§6の語（テネリフェ）	三番目	航空機関士が言った。三番目と言った、と。
c617-2	同形異音語（一般）	目	機長が言った。一番目と聞こえた、と。
c617-3	同形異音語（一般）	人	同じ無線を、二人が違うふうに聞いていた。
c617-3	§6の語（9.11）	無線	同じ無線を、二人が違うふうに聞いていた。
c617-3	§6の語（テネリフェ）	無線	同じ無線を、二人が違うふうに聞いていた。
c618-1	§6の語（テネリフェ）	副操縦士	副操縦士が言った。もう一度聞きます、と。
c618-2	同形異音語（一般）	日	分からないことを、そのままにしなかった。この日、いちばん良い判断である。
c619-1	文頭の数字	1	17時03分29秒。パンナムが、管制塔に確かめた。
c619-1	数詞＋助数詞	17時	17時03分29秒。パンナムが、管制塔に確かめた。
c619-1	数詞＋助数詞	03分	17時03分29秒。パンナムが、管制塔に確かめた。
c619-1	数詞＋助数詞	29秒	17時03分29秒。パンナムが、管制塔に確かめた。
c619-1	§6の語（9.11）	管制	17時03分29秒。パンナムが、管制塔に確かめた。
c619-1	§6の語（テネリフェ）	パンナム	17時03分29秒。パンナムが、管制塔に確かめた。
c619-1	§6の語（テネリフェ）	管制塔	17時03分29秒。パンナムが、管制塔に確かめた。
c619-2	同形異音語（一般）	目	三番目の交差点で左、ということで合っていますか。
c619-2	§6の語（テネリフェ）	三番目	三番目の交差点で左、ということで合っていますか。
c620-1	§6の語（9.11）	管制	管制官は、数えて答えた。
c620-1	§6の語（テネリフェ）	管制官	管制官は、数えて答えた。
c620-2	同形異音語（一般）	一	一、二、三、三番目です
c620-2	同形異音語（一般）	目	一、二、三、三番目です
c620-2	§6の語（テネリフェ）	三番目	一、二、三、三番目です
c621-1	§6の語（コロンビア号）	報告書	報告書は、ここで疑いは晴れたと書いている。
c621-2	同形異音語（一般）	目	三番目という言葉は、正しく伝わった。残った問題は、どれが三番目か。
c621-2	同形異音語（一般）	目	三番目という言葉は、正しく伝わった。残った問題は、どれが三番目か。
c621-2	§6の語（テネリフェ）	三番目	三番目という言葉は、正しく伝わった。残った問題は、どれが三番目か。
c621-2	§6の語（テネリフェ）	三番目	三番目という言葉は、正しく伝わった。残った問題は、どれが三番目か。
c622-1	§6の語（9.11）	乗員	パンナムの乗員は、視界が悪く、出口を見つけにくかった。
c622-1	§6の語（テネリフェ）	パンナム	パンナムの乗員は、視界が悪く、出口を見つけにくかった。
c623-1	文頭の数字	1	17時04分26秒、一つ目を確認した。90度に曲がる道である。
c623-1	同形異音語（一般）	一	17時04分26秒、一つ目を確認した。90度に曲がる道である。
c623-1	同形異音語（一般）	目	17時04分26秒、一つ目を確認した。90度に曲がる道である。
c623-1	数詞＋助数詞	17時	17時04分26秒、一つ目を確認した。90度に曲がる道である。
c623-1	数詞＋助数詞	04分	17時04分26秒、一つ目を確認した。90度に曲がる道である。
c623-1	数詞＋助数詞	26秒	17時04分26秒、一つ目を確認した。90度に曲がる道である。
c623-2	文頭の数字	1	17時05分22秒、二つ目も確認している。ここまでは、合っていた。
c623-2	同形異音語（一般）	目	17時05分22秒、二つ目も確認している。ここまでは、合っていた。
c623-2	数詞＋助数詞	17時	17時05分22秒、二つ目も確認している。ここまでは、合っていた。
c623-2	数詞＋助数詞	05分	17時05分22秒、二つ目も確認している。ここまでは、合っていた。
c623-2	数詞＋助数詞	22秒	17時05分22秒、二つ目も確認している。ここまでは、合っていた。
c623-3	同形異音語（一般）	目	そして、三番目を、そのまま通り過ぎた。
c623-3	§6の語（テネリフェ）	三番目	そして、三番目を、そのまま通り過ぎた。
c624-1	同形異音語（一般）	目	なぜ、三番目を通り過ぎたのか。
c624-1	§6の語（テネリフェ）	三番目	なぜ、三番目を通り過ぎたのか。
c624-2	同形異音語（一般）	目	報告書は、取り違えたか、四番目のほうが出やすいと考えたか、と書く。
c624-2	§6の語（コロンビア号）	報告書	報告書は、取り違えたか、四番目のほうが出やすいと考えたか、と書く。
c624-3	同形異音語（一般）	上	二機は、同じ1本の滑走路の上で、向かい合うことになった。
c624-3	数詞＋助数詞	1本	二機は、同じ1本の滑走路の上で、向かい合うことになった。
c624-3	§6の語（テネリフェ）	二機	二機は、同じ1本の滑走路の上で、向かい合うことになった。
c624-3	§6の語（テネリフェ）	滑走路	二機は、同じ1本の滑走路の上で、向かい合うことになった。
c701-1	§6-1の語	K	KLMは、滑走路の端に着いた。そこで、180度向きを変える。
c701-1	§6の語（テネリフェ）	滑走路	KLMは、滑走路の端に着いた。そこで、180度向きを変える。
c701-1	英字・記号	KLM	KLMは、滑走路の端に着いた。そこで、180度向きを変える。
c701-2	同形異音語（一般）	上	幅45メートルの上で、747を回すことになる。
c701-2	数詞＋助数詞	45メートル	幅45メートルの上で、747を回すことになる。
c702-1	§6の語（コロンビア号）	報告書	報告書は、これを難しい旋回だと書いている。
c702-2	数詞＋助数詞	45メートル	幅45メートル。霧の中。そして747。条件が、三つとも悪い。
c703-1	§6の語（9.11）	乗員	その少し前、乗員はワイパーを切っている。
c703-2	§6の語（9.11）	操縦室	操縦室の録音から、そのことが分かる。
c703-2	§6の語（テネリフェ）	操縦室	操縦室の録音から、そのことが分かる。
c704-1	同形異音語（実績）	方	報告書は、そこに一つの見方を置いている。
c704-1	同形異音語（一般）	一	報告書は、そこに一つの見方を置いている。
c704-1	§6の語（コロンビア号）	報告書	報告書は、そこに一つの見方を置いている。
c705-1	同形異音語（一般）	事	そして、こう続く。難しい仕事を終えた乗員は、ほっとしたにちがいない。
c705-1	§6の語（9.11）	乗員	そして、こう続く。難しい仕事を終えた乗員は、ほっとしたにちがいない。
c705-2	同形異音語（一般）	上	地上の問題を終わらせたい。空にいたい。その気持ちが強まった。
c705-3	§6の語（コロンビア号）	報告書	なお報告書は、離陸をやめる道も機長は確かに考えた、と書き添えている。
c705-3	§6の語（テネリフェ）	離陸	なお報告書は、離陸をやめる道も機長は確かに考えた、と書き添えている。
c706-1	文頭の数字	1	17時05分41秒。記録装置に、出力を進める動きが残っている。
c706-1	数詞＋助数詞	17時	17時05分41秒。記録装置に、出力を進める動きが残っている。
c706-1	数詞＋助数詞	05分	17時05分41秒。記録装置に、出力を進める動きが残っている。
c706-1	数詞＋助数詞	41秒	17時05分41秒。記録装置に、出力を進める動きが残っている。
c706-1	§6の語（9.11）	記録装置	17時05分41秒。記録装置に、出力を進める動きが残っている。
c706-2	§6の語（テネリフェ）	副操縦士	副操縦士が言った。待ってください、まだATCの許可がありません。
c706-2	英字・記号	ATC	副操縦士が言った。待ってください、まだATCの許可がありません。
c707-1	文頭の数字	1	17時05分44秒。KLMが無線で言った。離陸の用意ができた。
c707-1	数詞＋助数詞	17時	17時05分44秒。KLMが無線で言った。離陸の用意ができた。
c707-1	数詞＋助数詞	05分	17時05分44秒。KLMが無線で言った。離陸の用意ができた。
c707-1	数詞＋助数詞	44秒	17時05分44秒。KLMが無線で言った。離陸の用意ができた。
c707-1	§6-1の語	K	17時05分44秒。KLMが無線で言った。離陸の用意ができた。
c707-1	§6の語（9.11）	無線	17時05分44秒。KLMが無線で言った。離陸の用意ができた。
c707-1	§6の語（テネリフェ）	無線	17時05分44秒。KLMが無線で言った。離陸の用意ができた。
c707-1	§6の語（テネリフェ）	離陸	17時05分44秒。KLMが無線で言った。離陸の用意ができた。
c707-1	英字・記号	KLM	17時05分44秒。KLMが無線で言った。離陸の用意ができた。
c707-2	英字・記号	ATC	そして、ATCの許可を待っている、と。
c708-1	同形異音語（一般）	事	ここが、この事故のいちばん大事なところである。
c708-2	§6の語（テネリフェ）	離陸	ATCの許可とは、離陸したあと、どこをどう飛ぶかの許可である。
c708-2	英字・記号	ATC	ATCの許可とは、離陸したあと、どこをどう飛ぶかの許可である。
c709-1	§6の語（テネリフェ）	離陸	離陸してよいかどうかの許可は、これとは別にある。
c710-1	文頭の数字	1	17時05分53秒。管制官が読み上げた。
c710-1	同形異音語（一般）	上	17時05分53秒。管制官が読み上げた。
c710-1	数詞＋助数詞	17時	17時05分53秒。管制官が読み上げた。
c710-1	数詞＋助数詞	05分	17時05分53秒。管制官が読み上げた。
c710-1	数詞＋助数詞	53秒	17時05分53秒。管制官が読み上げた。
c710-1	§6の語（9.11）	管制	17時05分53秒。管制官が読み上げた。
c710-1	§6の語（テネリフェ）	管制官	17時05分53秒。管制官が読み上げた。
c710-2	同形異音語（一般）	上	パパという無線標識へ向かい、フライトレベル90まで上がれ。
c710-2	§6の語（9.11）	無線	パパという無線標識へ向かい、フライトレベル90まで上がれ。
c710-2	§6の語（テネリフェ）	無線	パパという無線標識へ向かい、フライトレベル90まで上がれ。
c710-2	§6の語（テネリフェ）	フライトレベル	パパという無線標識へ向かい、フライトレベル90まで上がれ。
c711-1	数詞＋助数詞	750メートル	フライトレベル90は、高さでいえばおよそ2,750メートルである。
c711-1	§6の語（テネリフェ）	フライトレベル	フライトレベル90は、高さでいえばおよそ2,750メートルである。
c711-1	桁区切りの数	2,750	フライトレベル90は、高さでいえばおよそ2,750メートルである。
c711-2	§6の語（テネリフェ）	離陸	離陸したら右へ旋回し、決められた方位へ進め。
c711-2	§6の語（テネリフェ）	方位	離陸したら右へ旋回し、決められた方位へ進め。
c711-3	英字・記号	ATC	ここまでが、ATCの許可の中身である。
c712-1	同形異音語（一般）	一	この中に、離陸してよいという言葉は、一つも無い。
c712-1	§6の語（テネリフェ）	離陸	この中に、離陸してよいという言葉は、一つも無い。
c712-2	§6の語（9.11）	管制	管制官は離陸の許可を求められてもいないし、出してもいない。
c712-2	§6の語（テネリフェ）	管制官	管制官は離陸の許可を求められてもいないし、出してもいない。
c712-2	§6の語（テネリフェ）	離陸	管制官は離陸の許可を求められてもいないし、出してもいない。
c713-1	文頭の数字	1	17時06分09秒。副操縦士が、許可の復唱を始めた。
c713-1	数詞＋助数詞	17時	17時06分09秒。副操縦士が、許可の復唱を始めた。
c713-1	数詞＋助数詞	06分	17時06分09秒。副操縦士が、許可の復唱を始めた。
c713-1	数詞＋助数詞	09秒	17時06分09秒。副操縦士が、許可の復唱を始めた。
c713-1	§6の語（テネリフェ）	副操縦士	17時06分09秒。副操縦士が、許可の復唱を始めた。
c713-1	§6の語（テネリフェ）	復唱	17時06分09秒。副操縦士が、許可の復唱を始めた。
c713-2	§6の語（テネリフェ）	復唱	復唱とは、聞いた内容を読み返して、取り違えを防ぐ手順である。
c713-3	§6の語（テネリフェ）	フライトレベル	パパへ、フライトレベル90、右旋回。ここまでは、正しい。
c714-1	§6の語（テネリフェ）	復唱	そして、復唱の最後に、こう付け足した。
c714-2	§6の語（テネリフェ）	離陸	われわれはいま、離陸中。英語で、ウィー・アー・ナウ・アット・テイクオフ。
c715-2	§6の語（コロンビア号）	報告書	報告書が、はっきり書いている。
c715-3	§6の語（テネリフェ）	副操縦士	副操縦士がまだ復唱している最中に、機長は出力を入れた。
c715-3	§6の語（テネリフェ）	復唱	副操縦士がまだ復唱している最中に、機長は出力を入れた。
c716-1	数詞＋助数詞	17時	およそ17時06分13秒。機長がオランダ語で、行くぞ、と言った。
c716-1	数詞＋助数詞	06分	およそ17時06分13秒。機長がオランダ語で、行くぞ、と言った。
c716-1	数詞＋助数詞	13秒	およそ17時06分13秒。機長がオランダ語で、行くぞ、と言った。
c716-2	数詞＋助数詞	17時	記録では、ブレーキが放されたのは17時06分11秒。
c716-2	数詞＋助数詞	06分	記録では、ブレーキが放されたのは17時06分11秒。
c716-2	数詞＋助数詞	11秒	記録では、ブレーキが放されたのは17時06分11秒。
c716-3	数詞＋助数詞	6秒	副操縦士が復唱を終えたのは、その6秒あとの17時06分17秒である。
c716-3	数詞＋助数詞	17時	副操縦士が復唱を終えたのは、その6秒あとの17時06分17秒である。
c716-3	数詞＋助数詞	06分	副操縦士が復唱を終えたのは、その6秒あとの17時06分17秒である。
c716-3	数詞＋助数詞	17秒	副操縦士が復唱を終えたのは、その6秒あとの17時06分17秒である。
c716-3	§6の語（テネリフェ）	副操縦士	副操縦士が復唱を終えたのは、その6秒あとの17時06分17秒である。
c716-3	§6の語（テネリフェ）	復唱	副操縦士が復唱を終えたのは、その6秒あとの17時06分17秒である。
c717-1	同形異音語（実績）	側	管制官の側から見ると、どうなるか。
c717-1	§6の語（9.11）	管制	管制官の側から見ると、どうなるか。
c717-1	§6の語（テネリフェ）	管制官	管制官の側から見ると、どうなるか。
c717-2	§6の語（テネリフェ）	離陸	離陸の許可は求められていない。だから、離陸位置に着いたと受け取った。
c717-2	§6の語（テネリフェ）	離陸	離陸の許可は求められていない。だから、離陸位置に着いたと受け取った。
c717-3	鉤括弧	「	誰も「離陸中」とは受け取らなかった
c717-3	鉤括弧	」	誰も「離陸中」とは受け取らなかった
c717-3	§6の語（テネリフェ）	離陸	誰も「離陸中」とは受け取らなかった
c718-2	§6の語（9.11）	管制	管制塔の録音を、初めて一緒に聞いている。
c718-2	§6の語（テネリフェ）	管制塔	管制塔の録音を、初めて一緒に聞いている。
c719-1	§6の語（コロンビア号）	報告書	報告書の注に、こう書かれている。
c719-2	同形異音語（一般）	人	その送信で離陸していると分かった人は、誰も、あるいはほとんどいなかった。
c719-2	§6の語（テネリフェ）	離陸	その送信で離陸していると分かった人は、誰も、あるいはほとんどいなかった。
c720-1	文頭の数字	1	17時06分18秒。管制官が答えた。まず、オーケー。
c720-1	数詞＋助数詞	17時	17時06分18秒。管制官が答えた。まず、オーケー。
c720-1	数詞＋助数詞	06分	17時06分18秒。管制官が答えた。まず、オーケー。
c720-1	数詞＋助数詞	18秒	17時06分18秒。管制官が答えた。まず、オーケー。
c720-1	§6の語（9.11）	管制	17時06分18秒。管制官が答えた。まず、オーケー。
c720-1	§6の語（テネリフェ）	管制官	17時06分18秒。管制官が答えた。まず、オーケー。
c720-2	同形異音語（実績）	間	短い間があって、次の言葉が続く。これが、止めるための言葉だった。
c721-1	§6の語（テネリフェ）	離陸	離陸は待ってください。こちらから呼びます。
c721-2	§6-1の語	K	管制官は、そう送信している。KLMは、もう走っている。
c721-2	§6の語（9.11）	管制	管制官は、そう送信している。KLMは、もう走っている。
c721-2	§6の語（テネリフェ）	管制官	管制官は、そう送信している。KLMは、もう走っている。
c721-2	英字・記号	KLM	管制官は、そう送信している。KLMは、もう走っている。
c722-1	§6の語（9.11）	無線	ほとんど同じとき、パンナムも無線を押した。
c722-1	§6の語（テネリフェ）	パンナム	ほとんど同じとき、パンナムも無線を押した。
c722-1	§6の語（テネリフェ）	無線	ほとんど同じとき、パンナムも無線を押した。
c722-2	§6の語（テネリフェ）	滑走路	われわれは、まだ滑走路を走っている。クリッパー1736。
c722-2	§6の語（テネリフェ）	クリッパー	われわれは、まだ滑走路を走っている。クリッパー1736。
c723-1	同形異音語（一般）	一	二つの送信が、同じ時刻に重なった。無線は、一度に一つしか通らない。
c723-1	§6の語（9.11）	無線	二つの送信が、同じ時刻に重なった。無線は、一度に一つしか通らない。
c723-1	§6の語（テネリフェ）	無線	二つの送信が、同じ時刻に重なった。無線は、一度に一つしか通らない。
c723-2	§6の語（9.11）	操縦室	操縦室では、甲高い音になった
c723-2	§6の語（テネリフェ）	操縦室	操縦室では、甲高い音になった
c723-2	§6の語（テネリフェ）	甲高い	操縦室では、甲高い音になった
c724-1	数詞＋助数詞	3秒	報告書は、この音がおよそ3秒続いたと書いている。
c724-1	§6の語（コロンビア号）	報告書	報告書は、この音がおよそ3秒続いたと書いている。
c724-2	数詞＋助数詞	3秒	その3秒のあいだに送られていたのが、離陸を待て、という言葉である。
c724-2	§6の語（テネリフェ）	離陸	その3秒のあいだに送られていたのが、離陸を待て、という言葉である。
c724-3	§6-1の語	K	KLMの操縦室で、その言葉は、あるべき明瞭さを失った。
c724-3	§6の語（9.11）	操縦室	KLMの操縦室で、その言葉は、あるべき明瞭さを失った。
c724-3	§6の語（テネリフェ）	操縦室	KLMの操縦室で、その言葉は、あるべき明瞭さを失った。
c724-3	英字・記号	KLM	KLMの操縦室で、その言葉は、あるべき明瞭さを失った。
c725-1	同形異音語（一般）	一	同じ3秒のあいだに、もう一つ起きていたことがある。
c725-1	数詞＋助数詞	3秒	同じ3秒のあいだに、もう一つ起きていたことがある。
c725-2	数詞＋助数詞	17時	KLMの出力は、17時06分19秒に、もう離陸の値で落ち着いていた。
c725-2	数詞＋助数詞	06分	KLMの出力は、17時06分19秒に、もう離陸の値で落ち着いていた。
c725-2	数詞＋助数詞	19秒	KLMの出力は、17時06分19秒に、もう離陸の値で落ち着いていた。
c725-2	§6-1の語	K	KLMの出力は、17時06分19秒に、もう離陸の値で落ち着いていた。
c725-2	§6の語（テネリフェ）	離陸	KLMの出力は、17時06分19秒に、もう離陸の値で落ち着いていた。
c725-2	英字・記号	KLM	KLMの出力は、17時06分19秒に、もう離陸の値で落ち着いていた。
c726-1	同形異音語（実績）	方	ここで、報告書の書き方を正確に写しておく。聞き取りにくくは、なった。
c726-1	§6の語（コロンビア号）	報告書	ここで、報告書の書き方を正確に写しておく。聞き取りにくくは、なった。
c726-3	§6の語（コロンビア号）	報告書	では、なぜ届かなかったのか。報告書は、別の場所で答えを書いている。
c727-1	§6の語（コロンビア号）	報告書	見ることに気を取られると、聞くほうが落ちる。報告書はそう書いている。
c727-2	§6-1の語	K	無線が欠けたのは、KLMだけではなかった。
c727-2	§6の語（9.11）	無線	無線が欠けたのは、KLMだけではなかった。
c727-2	§6の語（テネリフェ）	無線	無線が欠けたのは、KLMだけではなかった。
c727-2	英字・記号	KLM	無線が欠けたのは、KLMだけではなかった。
c727-3	§6の語（9.11）	管制	管制官が言い終える前、パンナムに届いたのは、最後の一音だけだった。
c727-3	§6の語（テネリフェ）	管制官	管制官が言い終える前、パンナムに届いたのは、最後の一音だけだった。
c727-3	§6の語（テネリフェ）	パンナム	管制官が言い終える前、パンナムに届いたのは、最後の一音だけだった。
c728-1	文頭の数字	1	17時06分25秒。管制官がパンナムへ、こう言った。
c728-1	数詞＋助数詞	17時	17時06分25秒。管制官がパンナムへ、こう言った。
c728-1	数詞＋助数詞	06分	17時06分25秒。管制官がパンナムへ、こう言った。
c728-1	数詞＋助数詞	25秒	17時06分25秒。管制官がパンナムへ、こう言った。
c728-1	§6の語（9.11）	管制	17時06分25秒。管制官がパンナムへ、こう言った。
c728-1	§6の語（テネリフェ）	管制官	17時06分25秒。管制官がパンナムへ、こう言った。
c728-1	§6の語（テネリフェ）	パンナム	17時06分25秒。管制官がパンナムへ、こう言った。
c728-2	§6の語（テネリフェ）	滑走路	滑走路を出たら知らせてください。まだ出ていない、という意味である。
c729-1	文頭の数字	1	17時06分29秒。パンナムが答えた。
c729-1	数詞＋助数詞	17時	17時06分29秒。パンナムが答えた。
c729-1	数詞＋助数詞	06分	17時06分29秒。パンナムが答えた。
c729-1	数詞＋助数詞	29秒	17時06分29秒。パンナムが答えた。
c729-1	§6の語（テネリフェ）	パンナム	17時06分29秒。パンナムが答えた。
c729-3	§6-1の語	K	この声は、KLMの操縦室にも届いている。
c729-3	§6の語（9.11）	操縦室	この声は、KLMの操縦室にも届いている。
c729-3	§6の語（テネリフェ）	操縦室	この声は、KLMの操縦室にも届いている。
c729-3	英字・記号	KLM	この声は、KLMの操縦室にも届いている。
c730-1	§6-1の語	K	走り出したKLMの操縦室では、最初、誰も反応しなかった。
c730-1	§6の語（9.11）	操縦室	走り出したKLMの操縦室では、最初、誰も反応しなかった。
c730-1	§6の語（テネリフェ）	操縦室	走り出したKLMの操縦室では、最初、誰も反応しなかった。
c730-1	英字・記号	KLM	走り出したKLMの操縦室では、最初、誰も反応しなかった。
c730-2	§6の語（テネリフェ）	航空機関士	動いたのは、いちばんうしろの席に座る、航空機関士である。
c731-1	文頭の数字	1	17時06分32秒。航空機関士が聞いた。あれ、まだ出ていないのでは。
c731-1	数詞＋助数詞	17時	17時06分32秒。航空機関士が聞いた。あれ、まだ出ていないのでは。
c731-1	数詞＋助数詞	06分	17時06分32秒。航空機関士が聞いた。あれ、まだ出ていないのでは。
c731-1	数詞＋助数詞	32秒	17時06分32秒。航空機関士が聞いた。あれ、まだ出ていないのでは。
c731-1	§6の語（テネリフェ）	航空機関士	17時06分32秒。航空機関士が聞いた。あれ、まだ出ていないのでは。
c731-3	§6の語（テネリフェ）	パンナム	機関士は言い直した。パンナムは、まだ出ていないのでは。
c732-1	文頭の数字	1	17時06分35秒。返ってきたのは、強い肯定だった。
c732-1	数詞＋助数詞	17時	17時06分35秒。返ってきたのは、強い肯定だった。
c732-1	数詞＋助数詞	06分	17時06分35秒。返ってきたのは、強い肯定だった。
c732-1	数詞＋助数詞	35秒	17時06分35秒。返ってきたのは、強い肯定だった。
c801-1	同形異音語（一般）	上	副操縦士も、航空機関士も、それ以上は何も言わなかった。
c801-1	§6の語（テネリフェ）	副操縦士	副操縦士も、航空機関士も、それ以上は何も言わなかった。
c801-1	§6の語（テネリフェ）	航空機関士	副操縦士も、航空機関士も、それ以上は何も言わなかった。
c801-2	同形異音語（実績）	方	報告書は、その理由について、一つの見方を書いている。
c801-2	同形異音語（一般）	一	報告書は、その理由について、一つの見方を書いている。
c801-2	§6の語（コロンビア号）	報告書	報告書は、その理由について、一つの見方を書いている。
c802-1	同形異音語（一般）	人	機長は、会社でもっとも信望のある操縦士の一人だった。
c802-2	同形異音語（一般）	人	これほど経験のある人が、これほどの誤りをする。考えにくいことだった。
c803-1	同形異音語（一般）	一	報告書は、もう一つのことも書いている。
c803-1	§6の語（コロンビア号）	報告書	報告書は、もう一つのことも書いている。
c803-2	同形異音語（一般）	事	機長が10年以上続けてきた、教官という仕事についてである。
c803-2	数詞＋助数詞	10年	機長が10年以上続けてきた、教官という仕事についてである。
c804-1	§6の語（9.11）	管制	訓練の飛行では、教官が管制官の役もやる。
c804-1	§6の語（テネリフェ）	管制官	訓練の飛行では、教官が管制官の役もやる。
c804-2	§6の語（テネリフェ）	離陸	離陸の許可を出すのは、教官自身である。
c804-3	§6の語（9.11）	無線	模擬の飛行では、無線をまったく使わないことさえある。
c804-3	§6の語（テネリフェ）	無線	模擬の飛行では、無線をまったく使わないことさえある。
c805-1	§6の語（テネリフェ）	離陸	つまり、許可を待たずに離陸する。
c805-2	同形異音語（一般）	上	それが、10年以上のあいだ、日常だった。
c805-2	数詞＋助数詞	10年	それが、10年以上のあいだ、日常だった。
c806-1	文頭の数字	1	17時06分40秒ごろ。パンナムの機長が、前方に灯りを見た。
c806-1	同形異音語（実績）	方	17時06分40秒ごろ。パンナムの機長が、前方に灯りを見た。
c806-1	数詞＋助数詞	17時	17時06分40秒ごろ。パンナムの機長が、前方に灯りを見た。
c806-1	数詞＋助数詞	06分	17時06分40秒ごろ。パンナムの機長が、前方に灯りを見た。
c806-1	数詞＋助数詞	40秒	17時06分40秒ごろ。パンナムの機長が、前方に灯りを見た。
c806-1	§6の語（テネリフェ）	パンナム	17時06分40秒ごろ。パンナムの機長が、前方に灯りを見た。
c806-2	数詞＋助数詞	700メートル	およそ700メートル先。KLM機の着陸灯である。
c806-2	§6-1の語	K	およそ700メートル先。KLM機の着陸灯である。
c806-2	§6の語（テネリフェ）	着陸	およそ700メートル先。KLM機の着陸灯である。
c806-2	英字・記号	KLM	およそ700メートル先。KLM機の着陸灯である。
c807-1	数詞＋助数詞	9秒	報告書によれば、ぶつかる9秒ほど前のことだった。
c807-1	§6の語（コロンビア号）	報告書	報告書によれば、ぶつかる9秒ほど前のことだった。
c807-2	同形異音語（実績）	間	その9秒が、二機のあいだに残されていた時間のすべてである。
c807-2	数詞＋助数詞	9秒	その9秒が、二機のあいだに残されていた時間のすべてである。
c807-2	§6の語（テネリフェ）	二機	その9秒が、二機のあいだに残されていた時間のすべてである。
c808-1	§6の語（テネリフェ）	パンナム	パンナムは、出力を入れて左へ逃げようとした。
c808-2	1モーラ語＋助詞	間に	滑走路の外へ機体を出そうとしている。もう、間に合わなかった。
c808-2	同形異音語（実績）	間	滑走路の外へ機体を出そうとしている。もう、間に合わなかった。
c808-2	§6の語（9.11）	機体	滑走路の外へ機体を出そうとしている。もう、間に合わなかった。
c808-2	§6の語（テネリフェ）	滑走路	滑走路の外へ機体を出そうとしている。もう、間に合わなかった。
c809-1	文頭の数字	1	17時06分43秒。副操縦士が、V1、と告げた。
c809-1	数詞＋助数詞	17時	17時06分43秒。副操縦士が、V1、と告げた。
c809-1	数詞＋助数詞	06分	17時06分43秒。副操縦士が、V1、と告げた。
c809-1	数詞＋助数詞	43秒	17時06分43秒。副操縦士が、V1、と告げた。
c809-1	§6の語（テネリフェ）	副操縦士	17時06分43秒。副操縦士が、V1、と告げた。
c809-1	英字・記号	V	17時06分43秒。副操縦士が、V1、と告げた。
c809-2	§6の語（テネリフェ）	離陸	ここを超えたら、もう離陸をやめられない、という速さである。
c809-3	同形異音語（一般）	上	その1秒後、KLMは機首を上げ始めた。
c809-3	数詞＋助数詞	1秒	その1秒後、KLMは機首を上げ始めた。
c809-3	§6-1の語	K	その1秒後、KLMは機首を上げ始めた。
c809-3	英字・記号	KLM	その1秒後、KLMは機首を上げ始めた。
c810-1	同形異音語（実績）	方	上げ方が大きすぎて、尾が滑走路をこすっている。
c810-1	同形異音語（一般）	上	上げ方が大きすぎて、尾が滑走路をこすっている。
c810-1	§6の語（テネリフェ）	滑走路	上げ方が大きすぎて、尾が滑走路をこすっている。
c810-2	数詞＋助数詞	90メートル	こすった跡は、ぶつかった場所のおよそ90メートル手前から始まる。
c810-3	同形異音語（一般）	上	早く浮き上がろうとして、尾が下がっていたのである。
c810-3	同形異音語（一般）	下	早く浮き上がろうとして、尾が下がっていたのである。
c811-1	文頭の数字	1	17時06分47秒。機長が、声を上げている。
c811-1	同形異音語（一般）	上	17時06分47秒。機長が、声を上げている。
c811-1	数詞＋助数詞	17時	17時06分47秒。機長が、声を上げている。
c811-1	数詞＋助数詞	06分	17時06分47秒。機長が、声を上げている。
c811-1	数詞＋助数詞	47秒	17時06分47秒。機長が、声を上げている。
c811-2	§6の語（コロンビア号）	報告書	言葉には、なっていない。報告書は、声を発した、とだけ書く。
c812-1	文頭の数字	1	17時06分50秒。
c812-1	数詞＋助数詞	17時	17時06分50秒。
c812-1	数詞＋助数詞	06分	17時06分50秒。
c812-1	数詞＋助数詞	50秒	17時06分50秒。
c812-2	§6-1の語	K	KLMは、すでに完全に浮いていた。
c812-2	英字・記号	KLM	KLMは、すでに完全に浮いていた。
c812-3	§6の語（コロンビア号）	翼	その第1エンジンが、パンナムの右の翼の先をかすめた。
c812-3	§6の語（テネリフェ）	パンナム	その第1エンジンが、パンナムの右の翼の先をかすめた。
c813-1	同形異音語（実績）	側	主脚は、パンナムの右の内側のエンジンのあたりに激突した。
c813-1	§6の語（テネリフェ）	パンナム	主脚は、パンナムの右の内側のエンジンのあたりに激突した。
c813-3	数詞＋助数詞	150メートル	KLMはそのまま飛び続け、150メートル先で地面に当たった。
c813-3	§6-1の語	K	KLMはそのまま飛び続け、150メートル先で地面に当たった。
