行	型	該当	本文
c702-1	数詞＋助数詞	8時	午前8時10分、地上から「降りてよい」と伝えられる。
c702-1	数詞＋助数詞	10分	午前8時10分、地上から「降りてよい」と伝えられる。
c702-1	鉤括弧	「	午前8時10分、地上から「降りてよい」と伝えられる。
c702-1	鉤括弧	」	午前8時10分、地上から「降りてよい」と伝えられる。
c702-2	文頭の数字	8	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。
c702-2	数詞＋助数詞	8時	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。
c702-2	数詞＋助数詞	15分	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。
c702-2	数詞＋助数詞	30秒	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。
c702-2	数詞＋助数詞	2分	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。
c702-2	数詞＋助数詞	38秒	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。
c702-2	§6の語（コロンビア号）	軌道	8時15分30秒、軌道を離れる噴射が始まった。2分38秒続く。
c703-1	同形異音語（一般）	上	そのときの高さは約280キロ。インド洋の上だった。
c703-2	文頭の数字	2	255周目である。乗員は、地上の1割ほどの重さを感じていた。
c703-2	同形異音語（一般）	目	255周目である。乗員は、地上の1割ほどの重さを感じていた。
c703-2	同形異音語（一般）	上	255周目である。乗員は、地上の1割ほどの重さを感じていた。
c703-2	数詞＋助数詞	255周	255周目である。乗員は、地上の1割ほどの重さを感じていた。
c703-2	数詞＋助数詞	1割	255周目である。乗員は、地上の1割ほどの重さを感じていた。
c703-2	§6の語（9.11）	乗員	255周目である。乗員は、地上の1割ほどの重さを感じていた。
c704-1	文頭の数字	8	8時44分09秒、大気圏に入った。
c704-1	数詞＋助数詞	8時	8時44分09秒、大気圏に入った。
c704-1	数詞＋助数詞	44分	8時44分09秒、大気圏に入った。
c704-1	数詞＋助数詞	09秒	8時44分09秒、大気圏に入った。
c704-2	同形異音語（一般）	上	高さは約122キロメートル（40万フィート）。太平洋の上である。
c704-3	数詞＋助数詞	0秒	ここを0秒とする。以後は時刻と、突入からの秒数で示す。
c705-1	同形異音語（一般）	人	このとき7人は、翼に穴が開いているとは知らない。
c705-1	数詞＋助数詞	7人	このとき7人は、翼に穴が開いているとは知らない。
c705-1	§6の語（コロンビア号）	翼	このとき7人は、翼に穴が開いているとは知らない。
c705-2	同形異音語（一般）	上	地上の管制も、いつもと同じ再突入として見ていた。
c705-2	§6の語（9.11）	管制	地上の管制も、いつもと同じ再突入として見ていた。
c705-2	§6の語（コロンビア号）	再突入	地上の管制も、いつもと同じ再突入として見ていた。
c706-1	数詞＋助数詞	270秒	突入から270秒後、8時48分39秒。
c706-1	数詞＋助数詞	8時	突入から270秒後、8時48分39秒。
c706-1	数詞＋助数詞	48分	突入から270秒後、8時48分39秒。
c706-1	数詞＋助数詞	39秒	突入から270秒後、8時48分39秒。
c706-2	§6の語（コロンビア号）	翼	左の翼の前のふちで、金属のゆがみをはかる部品が異常を記録した。
c706-2	§6の語（コロンビア号）	前のふち	左の翼の前のふちで、金属のゆがみをはかる部品が異常を記録した。
c707-1	§6の語（9.11）	記録装置	機内の記録装置に、磁気テープで残るだけである。
c708-2	同形異音語（一般）	上	だが地上にも、乗員にも、何ひとつ伝わっていない。
c708-2	§6の語（9.11）	乗員	だが地上にも、乗員にも、何ひとつ伝わっていない。
c709-1	同形異音語（一般）	上	突入から290秒後、前のふちの奥の温度計が上がり始めた。
c709-1	数詞＋助数詞	290秒	突入から290秒後、前のふちの奥の温度計が上がり始めた。
c709-1	§6の語（コロンビア号）	前のふち	突入から290秒後、前のふちの奥の温度計が上がり始めた。
c709-1	§6の語（コロンビア号）	温度	突入から290秒後、前のふちの奥の温度計が上がり始めた。
c709-2	文頭の数字	4	425秒後には、翼を支える桁の裏の温度計も動き出す。
c709-2	数詞＋助数詞	425秒	425秒後には、翼を支える桁の裏の温度計も動き出す。
c709-2	§6の語（コロンビア号）	翼	425秒後には、翼を支える桁の裏の温度計も動き出す。
c709-2	§6の語（コロンビア号）	桁	425秒後には、翼を支える桁の裏の温度計も動き出す。
c709-2	§6の語（コロンビア号）	温度	425秒後には、翼を支える桁の裏の温度計も動き出す。
c710-1	文頭の数字	8	8時52分16秒までに、翼を支える桁が焼き抜かれた。
c710-1	数詞＋助数詞	8時	8時52分16秒までに、翼を支える桁が焼き抜かれた。
c710-1	数詞＋助数詞	52分	8時52分16秒までに、翼を支える桁が焼き抜かれた。
c710-1	数詞＋助数詞	16秒	8時52分16秒までに、翼を支える桁が焼き抜かれた。
c710-1	§6の語（コロンビア号）	翼	8時52分16秒までに、翼を支える桁が焼き抜かれた。
c710-1	§6の語（コロンビア号）	桁	8時52分16秒までに、翼を支える桁が焼き抜かれた。
c710-3	§6の語（コロンビア号）	翼	翼の骨組みはアルミで、約650度で溶ける。
c711-1	文頭の数字	8	8時53分26秒、サクラメントの西で海岸線を越えた。
c711-1	数詞＋助数詞	8時	8時53分26秒、サクラメントの西で海岸線を越えた。
c711-1	数詞＋助数詞	53分	8時53分26秒、サクラメントの西で海岸線を越えた。
c711-1	数詞＋助数詞	26秒	8時53分26秒、サクラメントの西で海岸線を越えた。
c711-1	§6の語（コロンビア号）	サクラメント	8時53分26秒、サクラメントの西で海岸線を越えた。
c711-2	同形異音語（一般）	上	その20秒後、地上の人が、機体から何かが離れるのを見ている。
c711-2	同形異音語（一般）	人	その20秒後、地上の人が、機体から何かが離れるのを見ている。
c711-2	数詞＋助数詞	20秒	その20秒後、地上の人が、機体から何かが離れるのを見ている。
c711-2	§6の語（9.11）	機体	その20秒後、地上の人が、機体から何かが離れるのを見ている。
c712-1	文頭の数字	8	8時54分24秒。管制で初めて、異常が形になった。
c712-1	数詞＋助数詞	8時	8時54分24秒。管制で初めて、異常が形になった。
c712-1	数詞＋助数詞	54分	8時54分24秒。管制で初めて、異常が形になった。
c712-1	数詞＋助数詞	24秒	8時54分24秒。管制で初めて、異常が形になった。
c712-1	§6の語（9.11）	管制	8時54分24秒。管制で初めて、異常が形になった。
c712-2	同形異音語（一般）	下	左の翼の油圧の温度計が、測れる範囲の下へ振り切れる。
c712-2	§6の語（コロンビア号）	翼	左の翼の油圧の温度計が、測れる範囲の下へ振り切れる。
c712-2	§6の語（コロンビア号）	温度	左の翼の油圧の温度計が、測れる範囲の下へ振り切れる。
c712-3	文頭の数字	4	4つが、4〜5秒の間に次々と消えた
c712-3	同形異音語（実績）	間	4つが、4〜5秒の間に次々と消えた
c712-3	数詞＋助数詞	4つ	4つが、4〜5秒の間に次々と消えた
c712-3	数詞＋助数詞	5秒	4つが、4〜5秒の間に次々と消えた
c713-1	鉤括弧	「	班をまとめ、最後の判断をする飛行主任が「全部が同時に消えたのか」と聞く。
c713-1	鉤括弧	」	班をまとめ、最後の判断をする飛行主任が「全部が同時に消えたのか」と聞く。
c713-2	鉤括弧	「	「いいえ。まったく同時ではありません」
c713-2	鉤括弧	」	「いいえ。まったく同時ではありません」
c714-1	文頭の数字	4	4つの温度計には、共通する配線が無い。
c714-1	数詞＋助数詞	4つ	4つの温度計には、共通する配線が無い。
c714-1	§6の語（コロンビア号）	温度	4つの温度計には、共通する配線が無い。
c714-2	文頭の数字	1	1本が焼けて全部が消えた、という説明ができない。
c714-2	数詞＋助数詞	1本	1本が焼けて全部が消えた、という説明ができない。
c715-1	文頭の数字	8	8時54分25秒ごろ、ネバダの空で強い光が見えた。
c715-1	数詞＋助数詞	8時	8時54分25秒ごろ、ネバダの空で強い光が見えた。
c715-1	数詞＋助数詞	54分	8時54分25秒ごろ、ネバダの空で強い光が見えた。
c715-1	数詞＋助数詞	25秒	8時54分25秒ごろ、ネバダの空で強い光が見えた。
c715-2	数詞＋助数詞	4分	続く4分のあいだに、同じ現象が18回目撃されている。
c715-2	数詞＋助数詞	18回	続く4分のあいだに、同じ現象が18回目撃されている。
c716-1	文頭の数字	8	8時55分32秒、ユタ州へ。8時56分30秒、機体は傾きを切り替えた。
c716-1	数詞＋助数詞	8時	8時55分32秒、ユタ州へ。8時56分30秒、機体は傾きを切り替えた。
c716-1	数詞＋助数詞	55分	8時55分32秒、ユタ州へ。8時56分30秒、機体は傾きを切り替えた。
c716-1	数詞＋助数詞	32秒	8時55分32秒、ユタ州へ。8時56分30秒、機体は傾きを切り替えた。
c716-1	数詞＋助数詞	8時	8時55分32秒、ユタ州へ。8時56分30秒、機体は傾きを切り替えた。
c716-1	数詞＋助数詞	56分	8時55分32秒、ユタ州へ。8時56分30秒、機体は傾きを切り替えた。
c716-1	数詞＋助数詞	30秒	8時55分32秒、ユタ州へ。8時56分30秒、機体は傾きを切り替えた。
c716-1	§6の語（9.11）	機体	8時55分32秒、ユタ州へ。8時56分30秒、機体は傾きを切り替えた。
c717-1	文頭の数字	8	8時57分24秒、アルバカーキの北を通過。
c717-1	数詞＋助数詞	8時	8時57分24秒、アルバカーキの北を通過。
c717-1	数詞＋助数詞	57分	8時57分24秒、アルバカーキの北を通過。
c717-1	数詞＋助数詞	24秒	8時57分24秒、アルバカーキの北を通過。
c717-1	§6の語（コロンビア号）	アルバカーキ	8時57分24秒、アルバカーキの北を通過。
c717-2	同形異音語（一般）	上	このとき地上で撮られた画像に、左の翼の前のふちの乱れが写った。
c717-2	§6の語（コロンビア号）	翼	このとき地上で撮られた画像に、左の翼の前のふちの乱れが写った。
c717-2	§6の語（コロンビア号）	前のふち	このとき地上で撮られた画像に、左の翼の前のふちの乱れが写った。
c718-1	文頭の数字	8	8時58分20秒、ニューメキシコからテキサスへ入った。
c718-1	数詞＋助数詞	8時	8時58分20秒、ニューメキシコからテキサスへ入った。
c718-1	数詞＋助数詞	58分	8時58分20秒、ニューメキシコからテキサスへ入った。
c718-1	数詞＋助数詞	20秒	8時58分20秒、ニューメキシコからテキサスへ入った。
c718-2	数詞＋助数詞	1枚	ここで落ちた耐熱タイル1枚が、いちばん西で見つかる破片になる。
c718-2	§6の語（コロンビア号）	耐熱	ここで落ちた耐熱タイル1枚が、いちばん西で見つかる破片になる。
c719-1	文頭の数字	8	8時58分すぎ、機長からの声が途切れて入った。
c719-1	数詞＋助数詞	8時	8時58分すぎ、機長からの声が途切れて入った。
c719-1	数詞＋助数詞	58分	8時58分すぎ、機長からの声が途切れて入った。
c719-2	鉤括弧	「	「あー、ヒュー……」。そこで切れている。
c719-2	鉤括弧	」	「あー、ヒュー……」。そこで切れている。
c720-1	文頭の数字	8	8時59分15秒、左の主脚のタイヤの空気圧の表示が消えた。
c720-1	数詞＋助数詞	8時	8時59分15秒、左の主脚のタイヤの空気圧の表示が消えた。
c720-1	数詞＋助数詞	59分	8時59分15秒、左の主脚のタイヤの空気圧の表示が消えた。
c720-1	数詞＋助数詞	15秒	8時59分15秒、左の主脚のタイヤの空気圧の表示が消えた。
c720-2	§6の語（9.11）	管制	管制は、それでも計器の不具合だと考えている。
c721-1	同形異音語（実績）	話	乗員と話す担当が呼びかけた。
c721-1	§6の語（9.11）	乗員	乗員と話す担当が呼びかけた。
c721-2	鉤括弧	「	「タイヤの空気圧の表示はこちらでも見えている。最後の交信は聞き取れなかった」
c721-2	鉤括弧	」	「タイヤの空気圧の表示はこちらでも見えている。最後の交信は聞き取れなかった」
c721-2	§6の語（9.11）	交信	「タイヤの空気圧の表示はこちらでも見えている。最後の交信は聞き取れなかった」
c722-1	同形異音語（一般）	事	返ってきたのは、短い返事だった。そして、そこで途切れる。
c723-1	数詞＋助数詞	8時	電波が切れたのは、8時59分32秒である。
c723-1	数詞＋助数詞	59分	電波が切れたのは、8時59分32秒である。
c723-1	数詞＋助数詞	32秒	電波が切れたのは、8時59分32秒である。
c723-2	§6の語（9.11）	機体	このあと、機体からの情報は何ひとつ届かない。
c724-1	§6の語（9.11）	管制	管制は、アンテナの切り替えによる短い途切れだと思っていた。
c724-2	鉤括弧	「	通信の担当は「少し乱れていますが、ひどくはない」と答えている。
c724-2	鉤括弧	」	通信の担当は「少し乱れていますが、ひどくはない」と答えている。
c725-1	文頭の数字	9	9時00分18秒。地上の人が撮っていた映像に、機体が分かれる様子が写る。
c725-1	同形異音語（一般）	上	9時00分18秒。地上の人が撮っていた映像に、機体が分かれる様子が写る。
c725-1	同形異音語（一般）	人	9時00分18秒。地上の人が撮っていた映像に、機体が分かれる様子が写る。
c725-1	数詞＋助数詞	9時	9時00分18秒。地上の人が撮っていた映像に、機体が分かれる様子が写る。
c725-1	数詞＋助数詞	00分	9時00分18秒。地上の人が撮っていた映像に、機体が分かれる様子が写る。
c725-1	数詞＋助数詞	18秒	9時00分18秒。地上の人が撮っていた映像に、機体が分かれる様子が写る。
c725-1	§6の語（9.11）	機体	9時00分18秒。地上の人が撮っていた映像に、機体が分かれる様子が写る。
c725-2	数詞＋助数詞	18倍	電波が切れた時点で、高さ約61キロ、音の18倍の速さだった。
c726-1	数詞＋助数詞	46秒	電波が切れたのは、その46秒前である。
c726-2	§6の語（9.11）	管制	管制の画面には、何も映らなかった。
c727-1	文頭の数字	9	9時02分21秒、場内の放送は「着陸まで14分」と伝えていた。
c727-1	数詞＋助数詞	9時	9時02分21秒、場内の放送は「着陸まで14分」と伝えていた。
c727-1	数詞＋助数詞	02分	9時02分21秒、場内の放送は「着陸まで14分」と伝えていた。
c727-1	数詞＋助数詞	21秒	9時02分21秒、場内の放送は「着陸まで14分」と伝えていた。
c727-1	数詞＋助数詞	14分	9時02分21秒、場内の放送は「着陸まで14分」と伝えていた。
c727-1	鉤括弧	「	9時02分21秒、場内の放送は「着陸まで14分」と伝えていた。
c727-1	鉤括弧	」	9時02分21秒、場内の放送は「着陸まで14分」と伝えていた。
c727-2	文頭の数字	9	9時12分39秒、テレビを見た人からの電話で、分解が知らされる。
c727-2	同形異音語（実績）	話	9時12分39秒、テレビを見た人からの電話で、分解が知らされる。
c727-2	同形異音語（一般）	人	9時12分39秒、テレビを見た人からの電話で、分解が知らされる。
c727-2	数詞＋助数詞	9時	9時12分39秒、テレビを見た人からの電話で、分解が知らされる。
c727-2	数詞＋助数詞	12分	9時12分39秒、テレビを見た人からの電話で、分解が知らされる。
c727-2	数詞＋助数詞	39秒	9時12分39秒、テレビを見た人からの電話で、分解が知らされる。
c727-3	鉤括弧	「	飛行主任は「ドアを閉めろ」と言い、非常の手順に入った。
c727-3	鉤括弧	」	飛行主任は「ドアを閉めろ」と言い、非常の手順に入った。
c729-1	数詞＋助数詞	9時	テキサスでは午前9時の少し前、低くうなる音が響いた。
c729-2	数詞＋助数詞	8時	現地の時計では、まだ朝8時前のことである。
c730-1	数詞＋助数詞	9時	着陸の予定は、午前9時16分だった。
c730-1	数詞＋助数詞	16分	着陸の予定は、午前9時16分だった。
c730-2	数詞＋助数詞	16分	機体が分かれたのは、その16分前である。
c730-2	§6の語（9.11）	機体	機体が分かれたのは、その16分前である。
c801-1	同形異音語（実績）	方	機体はテキサス州だけで、5,180平方キロを超えて散った。
c801-1	§6の語（9.11）	機体	機体はテキサス州だけで、5,180平方キロを超えて散った。
c801-3	同形異音語（実績）	話	ここからは、それを拾い集めた人たちの話になる。
c801-3	同形異音語（一般）	人	ここからは、それを拾い集めた人たちの話になる。
c802-1	同形異音語（実績）	方	通報は、夕方には1分あたり18件の速さで入るようになった。
c802-1	数詞＋助数詞	1分	通報は、夕方には1分あたり18件の速さで入るようになった。
c802-1	数詞＋助数詞	18件	通報は、夕方には1分あたり18件の速さで入るようになった。
c802-2	同形異音語（実績）	群	牛の群れが走り出し、車のフロントガラスに破片が当たっている。
c803-1	鉤括弧	「	呼びかけられたのは、まず「触らないでほしい」だった。
c803-1	鉤括弧	」	呼びかけられたのは、まず「触らないでほしい」だった。
c803-2	§6の語（9.11）	機体	機体には、気体になると肺や皮膚を焼く燃料が積んである。
c804-1	§6の語（コロンビア号）	フォートワース	いちばん濃い帯は、フォートワースの南からルイジアナまで。
c804-2	数詞＋助数詞	1枚	最も西で見つかったのはテキサス州リトルフィールドの耐熱タイル1枚。
c804-2	§6の語（コロンビア号）	リトルフィールド	最も西で見つかったのはテキサス州リトルフィールドの耐熱タイル1枚。
c804-2	§6の語（コロンビア号）	耐熱	最も西で見つかったのはテキサス州リトルフィールドの耐熱タイル1枚。
c805-1	文頭の数字	2	2週間で地上の捜索者は3千人、1か月で4千人を超えた。
c805-1	同形異音語（実績）	間	2週間で地上の捜索者は3千人、1か月で4千人を超えた。
c805-1	同形異音語（一般）	上	2週間で地上の捜索者は3千人、1か月で4千人を超えた。
c805-1	同形異音語（一般）	人	2週間で地上の捜索者は3千人、1か月で4千人を超えた。
c805-1	同形異音語（一般）	人	2週間で地上の捜索者は3千人、1か月で4千人を超えた。
c805-1	数詞＋助数詞	2週間	2週間で地上の捜索者は3千人、1か月で4千人を超えた。
c805-1	数詞＋助数詞	1か月	2週間で地上の捜索者は3千人、1か月で4千人を超えた。
c806-1	文頭の数字	2	20人ひと組で、飛行の経路の左右3.2キロを歩いた。
c806-1	小数	3.2	20人ひと組で、飛行の経路の左右3.2キロを歩いた。
c806-1	同形異音語（一般）	人	20人ひと組で、飛行の経路の左右3.2キロを歩いた。
c806-1	数詞＋助数詞	20人	20人ひと組で、飛行の経路の左右3.2キロを歩いた。
c806-2	数詞＋助数詞	3メートル	約3メートル間隔で列を作る。
c806-3	文頭の数字	1	15センチ四方の物を、75パーセントの確率で見つけられる間隔である。
c806-3	同形異音語（実績）	方	15センチ四方の物を、75パーセントの確率で見つけられる間隔である。
c806-3	同形異音語（一般）	物	15センチ四方の物を、75パーセントの確率で見つけられる間隔である。
c806-3	数詞＋助数詞	15センチ	15センチ四方の物を、75パーセントの確率で見つけられる間隔である。
c806-3	数詞＋助数詞	75パーセント	15センチ四方の物を、75パーセントの確率で見つけられる間隔である。
c807-1	文頭の数字	2	270の機関から、2万5千人以上が加わった。
c807-1	同形異音語（一般）	上	270の機関から、2万5千人以上が加わった。
c807-2	同形異音語（実績）	間	延べ150万時間をかけて、四国の半分ほどの広さを当たった。
c807-3	数詞＋助数詞	3割	そのうち3割ほどは、歩いて捜している。
c809-1	§6の語（コロンビア号）	翼	空からはヘリコプター37機と、固定翼機7機が出た。
c809-2	同形異音語（一般）	人	そのヘリコプター1機が故障で落ち、2人が亡くなっている。
c809-2	数詞＋助数詞	2人	そのヘリコプター1機が故障で落ち、2人が亡くなっている。
c809-3	§6の語（コロンビア号）	マイア	契約の操縦士ジュールズ・マイアと、森林局のチャールズ・クレネク。
c809-3	§6の語（コロンビア号）	クレネク	契約の操縦士ジュールズ・マイアと、森林局のチャールズ・クレネク。
c810-1	同形異音語（実績）	方	湖の底も探している。ソナーで80平方キロメートルを超えて調べた。
c810-2	同形異音語（一般）	人	潜った60人の視界は、濁っていて数センチしかない。
c810-2	数詞＋助数詞	60人	潜った60人の視界は、濁っていて数センチしかない。
c810-3	数詞＋助数詞	1点	それだけやって、別の湖で1点が拾えただけだった。
c811-2	数詞＋助数詞	900点	回収されたのは83,900点。
c811-2	§6の語（コロンビア号）	回収	回収されたのは83,900点。
c812-2	同形異音語（一般）	物	西で落ちた物ほど、先に離れていた
c813-1	§6の語（コロンビア号）	ケネディ宇宙センター	破片は、ケネディ宇宙センターの大きな格納庫へ集められた。
c813-2	§6の語（9.11）	機体	床にテープを貼り、機体で元あった場所の近くに置いていく。
c814-1	§6の語（コロンビア号）	翼	右の翼の破片は多く見つかった。左の翼は少ない。
c814-1	§6の語（コロンビア号）	翼	右の翼の破片は多く見つかった。左の翼は少ない。
c814-2	同形異音語（実績）	側	しかも左の翼のうち、外側のパネルほど西で見つかっている。
c814-2	§6の語（コロンビア号）	翼	しかも左の翼のうち、外側のパネルほど西で見つかっている。
c814-3	同形異音語（実績）	側	内側のパネルは、ずっと東だった。
c815-1	同形異音語（一般）	目	いちばん西で見つかった耐熱タイルは、8枚目と9枚目の真後ろの物。
c815-1	同形異音語（一般）	目	いちばん西で見つかった耐熱タイルは、8枚目と9枚目の真後ろの物。
c815-1	同形異音語（一般）	物	いちばん西で見つかった耐熱タイルは、8枚目と9枚目の真後ろの物。
c815-1	数詞＋助数詞	8枚	いちばん西で見つかった耐熱タイルは、8枚目と9枚目の真後ろの物。
c815-1	数詞＋助数詞	9枚	いちばん西で見つかった耐熱タイルは、8枚目と9枚目の真後ろの物。
c815-1	§6の語（コロンビア号）	耐熱	いちばん西で見つかった耐熱タイルは、8枚目と9枚目の真後ろの物。
c815-2	文頭の数字	8	8枚目のパネルの破片だけは、帯の全体に散らばっていた。
c815-2	同形異音語（一般）	目	8枚目のパネルの破片だけは、帯の全体に散らばっていた。
c815-2	数詞＋助数詞	8枚	8枚目のパネルの破片だけは、帯の全体に散らばっていた。
c816-2	同形異音語（一般）	目	だから、最初に壊れたのは左の翼の8枚目のあたりだと分かった。
c816-2	数詞＋助数詞	8枚	だから、最初に壊れたのは左の翼の8枚目のあたりだと分かった。
c816-2	§6の語（コロンビア号）	翼	だから、最初に壊れたのは左の翼の8枚目のあたりだと分かった。
c817-1	文頭の数字	3	3月19日、テキサス州ヘンフィルの近くで、記録装置が見つかった。
c817-1	同形異音語（一般）	日	3月19日、テキサス州ヘンフィルの近くで、記録装置が見つかった。
c817-1	数詞＋助数詞	3月	3月19日、テキサス州ヘンフィルの近くで、記録装置が見つかった。
c817-1	数詞＋助数詞	19日	3月19日、テキサス州ヘンフィルの近くで、記録装置が見つかった。
c817-1	§6の語（9.11）	記録装置	3月19日、テキサス州ヘンフィルの近くで、記録装置が見つかった。
c817-1	§6の語（コロンビア号）	ヘンフィル	3月19日、テキサス州ヘンフィルの近くで、記録装置が見つかった。
c818-1	小数	2.9	中には、800個のセンサの値が、約2.9キロのテープに残っていた。
c818-1	数詞＋助数詞	800個	中には、800個のセンサの値が、約2.9キロのテープに残っていた。
c818-1	§6の語（コロンビア号）	センサ	中には、800個のセンサの値が、約2.9キロのテープに残っていた。
c818-2	数詞＋助数詞	14秒	電波が切れたあとの14秒分まで記録されている。
c819-1	同形異音語（実績）	間	NASAは、破片を返す人を罪に問わない期間を数日間もうけた。
c819-1	同形異音語（実績）	間	NASAは、破片を返す人を罪に問わない期間を数日間もうけた。
c819-1	同形異音語（一般）	人	NASAは、破片を返す人を罪に問わない期間を数日間もうけた。
c819-1	英字・記号	NASA	NASAは、破片を返す人を罪に問わない期間を数日間もうけた。
c819-2	同形異音語（一般）	上	地上でけがをした人は出ず、賠償は約5万ドルにとどまっている。
c819-2	同形異音語（一般）	人	地上でけがをした人は出ず、賠償は約5万ドルにとどまっている。
c820-2	同形異音語（一般）	物	機体の、燃料や荷物を除いた重さの38パーセントにあたる。
c820-2	数詞＋助数詞	38パーセント	機体の、燃料や荷物を除いた重さの38パーセントにあたる。
c820-2	§6の語（9.11）	機体	機体の、燃料や荷物を除いた重さの38パーセントにあたる。
c901-2	同形異音語（一般）	上	委員会は電波が途切れた2時間以内に立ち上がり、7か月かけて調べている。
c901-2	数詞＋助数詞	2時	委員会は電波が途切れた2時間以内に立ち上がり、7か月かけて調べている。
c901-2	数詞＋助数詞	7か月	委員会は電波が途切れた2時間以内に立ち上がり、7か月かけて調べている。
c901-2	§6の語（9.11）	委員会	委員会は電波が途切れた2時間以内に立ち上がり、7か月かけて調べている。
c901-2	§6の語（コロンビア号）	委員会	委員会は電波が途切れた2時間以内に立ち上がり、7か月かけて調べている。
c901-3	文頭の数字	1	13人の委員と、120人を超える調査員が加わった。
c901-3	同形異音語（一般）	人	13人の委員と、120人を超える調査員が加わった。
c901-3	同形異音語（一般）	人	13人の委員と、120人を超える調査員が加わった。
c901-3	数詞＋助数詞	13人	13人の委員と、120人を超える調査員が加わった。
c901-3	数詞＋助数詞	120人	13人の委員と、120人を超える調査員が加わった。
c902-2	§6の語（コロンビア号）	翼	左の翼の前のふちの熱を防ぐ仕組みが、破られたこと。
c902-2	§6の語（コロンビア号）	前のふち	左の翼の前のふちの熱を防ぐ仕組みが、破られたこと。
c902-3	同形異音語（一般）	目	破ったのは断熱材一片。当たったのは8枚目の下半分である。
c902-3	数詞＋助数詞	8枚	破ったのは断熱材一片。当たったのは8枚目の下半分である。
c902-3	§6の語（コロンビア号）	断熱材	破ったのは断熱材一片。当たったのは8枚目の下半分である。
c903-1	§6の語（コロンビア号）	再突入	再突入のとき、その穴から超高温の空気が翼の中へ入った。
c903-1	§6の語（コロンビア号）	翼	再突入のとき、その穴から超高温の空気が翼の中へ入った。
c903-2	§6の語（コロンビア号）	翼	空気はアルミの骨組みを少しずつ溶かし、翼は力に負けた。
c904-1	同形異音語（一般）	一	原因はもう一つ書かれている。組織の原因である。
c904-2	§6の語（9.11）	委員会	委員会はそれを、物理的な原因と同じ重さで扱った。
c904-2	§6の語（コロンビア号）	委員会	委員会はそれを、物理的な原因と同じ重さで扱った。
c905-1	§6の語（コロンビア号）	圧力	予算の不足。揺れる優先順位。日程の圧力。
c905-2	同形異音語（一般）	物	開発中の機体なのに、完成した乗り物として扱ったこと。
c905-2	§6の語（9.11）	機体	開発中の機体なのに、完成した乗り物として扱ったこと。
c906-2	鉤括弧	「	これを社会学者は「逸脱の常態化」と呼んだ。
c906-2	鉤括弧	」	これを社会学者は「逸脱の常態化」と呼んだ。
c907-1	同形異音語（一般）	物	委員会は、アトランティス号で26回飛んだ本物のパネルに断熱材を撃ち込んだ。
c907-1	数詞＋助数詞	26回	委員会は、アトランティス号で26回飛んだ本物のパネルに断熱材を撃ち込んだ。
c907-1	§6の語（9.11）	委員会	委員会は、アトランティス号で26回飛んだ本物のパネルに断熱材を撃ち込んだ。
c907-1	§6の語（コロンビア号）	委員会	委員会は、アトランティス号で26回飛んだ本物のパネルに断熱材を撃ち込んだ。
c907-1	§6の語（コロンビア号）	断熱材	委員会は、アトランティス号で26回飛んだ本物のパネルに断熱材を撃ち込んだ。
c907-2	文頭の数字	8	8枚目のパネルに、縦横40センチほどの穴が開いた。
c907-2	同形異音語（一般）	目	8枚目のパネルに、縦横40センチほどの穴が開いた。
c907-2	数詞＋助数詞	8枚	8枚目のパネルに、縦横40センチほどの穴が開いた。
c907-2	数詞＋助数詞	40センチ	8枚目のパネルに、縦横40センチほどの穴が開いた。
c907-3	同形異音語（一般）	目	割れた破片は翼の中に残る。飛行2日目に離れた物も、これだった可能性が高い。
c907-3	同形異音語（一般）	物	割れた破片は翼の中に残る。飛行2日目に離れた物も、これだった可能性が高い。
c907-3	数詞＋助数詞	2日	割れた破片は翼の中に残る。飛行2日目に離れた物も、これだった可能性が高い。
c907-3	§6の語（コロンビア号）	翼	割れた破片は翼の中に残る。飛行2日目に離れた物も、これだった可能性が高い。
c908-1	§6の語（コロンビア号）	断熱材	断熱材がはがれるたび、飛ばしてよい理由付けが作られた。
c908-2	鉤括弧	「	その理由付けが、この飛行で「危なくない」と考える下地になった。
c908-2	鉤括弧	」	その理由付けが、この飛行で「危なくない」と考える下地になった。
c911-1	数詞＋助数詞	17年	委員会は、17年前の事故と問いがほとんど同じだと書いている。
c911-1	§6の語（9.11）	委員会	委員会は、17年前の事故と問いがほとんど同じだと書いている。
c911-1	§6の語（コロンビア号）	委員会	委員会は、17年前の事故と問いがほとんど同じだと書いている。
c911-2	文頭の数字	1	1986年、チャレンジャー号が失われたときの問いである。
c911-2	数詞＋助数詞	1986年	1986年、チャレンジャー号が失われたときの問いである。
c912-2	同形異音語（実績）	方	欠陥のあるやり方は20年続き、両方の事故に大きく効いた。
c912-2	同形異音語（実績）	方	欠陥のあるやり方は20年続き、両方の事故に大きく効いた。
c912-2	数詞＋助数詞	20年	欠陥のあるやり方は20年続き、両方の事故に大きく効いた。
c913-1	数詞＋助数詞	29件	勧告は29件。うち15件は、次に飛ぶ前にやることとされた。
c913-1	数詞＋助数詞	15件	勧告は29件。うち15件は、次に飛ぶ前にやることとされた。
