場面	一致率	送った文	聞こえた文	送信文
c705-3	0.895	温度はやはり効いている、と説明するためだ。	音度はやはり聞いていると説明するためだ。	温度はやはり効いている、と説明するためだ。
c706-1	1.000	どちらも、途中でやめている。	どちらも途中でやめている。	どちらも、途中でやめている。
c706-2	0.955	聞いてもらえないと分かったから、と証言している。	聞いてもらえないとわかったからと証言している。	聞いてもらえないと分かったから、と証言している。
c707-1	1.000	そして同じ上級副社長が、技術部門の副社長に向かって言った。	そして同じ上級副社長が技術部門の副社長に向かって言った。	そして同じ上級副社長が、技術部門の副社長に向かって言った。
c707-2	0.920	この一言が、この事故でもっともよく引かれる言葉になった。	この一言がこの事故で最もよく引かれる言葉になった。	この一言が、この事故でもっともよく引かれる言葉になった。
c707-3	1.000	技術者の帽子を脱いでくれ	技術者の帽子を脱いでくれ。	技術者の帽子を脱いでくれ
c708-1	1.000	続きはこうである。そして、経営者の帽子をかぶってくれ、と。	続きはこうである。「そして経営者の帽子をかぶってくれ」と。	続きはこうである。そして、経営者の帽子をかぶってくれ、と。
c708-2	1.000	ここから先、結論は経営側だけで組み立てられた。	ここから先、結論は経営側だけで組み立てられた。	ここから先、結論は経営側だけで組み立てられた。
c709-1	0.941	最後の資料づくりに、反対していた技術者は呼ばれていない。	最後の資料作りに反対していた技術者は呼ばれていない。	最後の資料づくりに、反対していた技術者は呼ばれていない。
c709-2	1.000	意見を聞かれもしなかった、とその技術者は証言している。	意見を聞かれもしなかったとその技術者は証言している。	意見を聞かれもしなかった、とその技術者は証言している。
c710-1	1.000	では、自分で飛ばすなという紙を出した技術部門の副社長は、	では、自分で飛ばすなという紙を出した技術部門の副社長は	では、自分で飛ばすなという紙を出した技術部門の副社長は、
c710-2	0.889	なぜ、帽子をかけかえて意見を変えたのか。	なぜ帽子を掛け替えて意見を変えたのか。	なぜ、帽子をかけかえて意見を変えたのか。
c710-3	0.939	委員会でそう問われ、副社長はすこし遠回りに答えている。	委員会でそう問われ、副社長は少し遠回りに答えている。	委員会でそう問われ、副社長はすこし遠回りに答えている。
c711-1	0.897	自分たちは長いあいだ、NASA側に飛べる状態だと説明する側にいた。	自分たちは長い間、NASA側に飛べる状態だと説明する側に	自分たちは長いあいだ、NASA側に飛べる状態だと説明する側にいた。
c711-2	0.927	相手を納得させるのが、いつもの役まわりだった。	相手を納得させるのがいつもの役回りだった。	相手を納得させるのが、いつもの役まわりだった。
c712-1	1.000	ところがその夜は、いつもと様子が違った。	ところがその夜はいつもと様子が違った。	ところがその夜は、いつもと様子が違った。
c712-2	1.000	NASA側から、これまで聞いたことのない種類の言葉が返ってきた。	NASA側からこれまで聞いたことのない種類の言葉が返ってきた。	NASA側から、これまで聞いたことのない種類の言葉が返ってきた。
c713-1	1.000	自分たちは、まだ飛べないということを証明しなければならなくなった。	自分たちはまだ飛べないということを証明しなければならなくなった。	自分たちは、まだ飛べないということを証明しなければならなくなった。
c713-2	1.000	そして、証明しきれなかった。	そして証明しきれなかった。	そして、証明しきれなかった。
c713-3	1.000	絶対に壊れるとまでは、言えなかったからである。	絶対に壊れるとまでは言えなかったからである。	絶対に壊れるとまでは、言えなかったからである。
c714-1	0.944	飛べると示す側から、飛べないと示す側へ。	飛べると示す側から飛べないと示す側に。	飛べると示す側から、飛べないと示す側へ。
c714-2	1.000	副社長は、気づくべきだったのに気づかなかった、と述べている。	副社長は気づくべきだったのに気づかなかったと述べている。	副社長は、気づくべきだったのに気づかなかった、と述べている。
c714-3	1.000	証明する側が、入れ替わっていた	証明する側が入れ替わっていた。	証明する側が、入れ替わっていた
c715-1	0.857	午後11時ごろ、会議が再開された。	午後十一時頃、会議が再開された。	午後11時ごろ、会議が再開された。
c715-2	1.000	温度の影響は気になるが、データは決定的ではない、という説明だった。	温度の影響は気になるが、データは決定的ではないという説明だった。	温度の影響は気になるが、データは決定的ではない、という説明だった。
c716-1	0.952	打ち上げを勧める、という結論が読み上げられた。	打ち上げを進めるという結論が読み上げられた。	打ち上げを勧める、という結論が読み上げられた。
c716-2	0.980	NASA側は書面で送るよう求め、ファクスが送られた。	NASA側は書面で送るよう求め、ファックスが送られた。	NASA側は書面で送るよう求め、ファクスが送られた。
c716-3	0.930	会議が終わったのは、午後11時15分ごろだった。	会議が終わったのは午後11時15分頃だった。	会議が終わったのは、午後11時15分ごろだった。
c801-1	1.000	ここまでを読むと、前の夜の一晩の判断が悪かったように見える。	ここまでを読むと、前の夜の一晩の判断が悪かったように見える。	ここまでを読むと、前の夜の一晩の判断が悪かったように見える。
c801-2	1.000	ただ、報告書はそこで止まらなかった。	ただ、報告書はそこで止まらなかった。	ただ、報告書はそこで止まらなかった。
c802-1	0.944	第6章の題は、「歴史に根ざした事故」である。	第六兆の題は歴史に根ざした事故である。	第6章の題は、「歴史に根ざした事故」である。
c802-2	0.863	継ぎ目の設計と、そこから十数年の扱い方までさかのぼっている。	継ぎ目の設計と、そこから十数年の扱い方まで遡っていく。	継ぎ目の設計と、そこから十数年の扱い方までさかのぼっている。
c803-1	1.000	委員会が挙げた問題の一つ目は、試験のやり方だった。	委員会が挙げた問題の一つ目は、試験のやり方だった。	委員会が挙げた問題の一つ目は、試験のやり方だった。
c803-2	0.893	継ぎ目の試験に、実際に飛ぶときと同じ形にする決まりがなかった。	次目の試験に実際に飛ぶ時と同じ形にする決まりがなかった。	継ぎ目の試験に、実際に飛ぶときと同じ形にする決まりがなかった。
c804-1	1.000	補助ロケットは、立てた状態で燃やされる。	補助ロケットは立てた状態で燃やされる。	補助ロケットは、立てた状態で燃やされる。
c804-2	1.000	ところが試験では、横に寝かせて燃やしていた。	ところが試験では横に寝かせて燃やしていた	ところが試験では、横に寝かせて燃やしていた。
c804-3	0.930	飛ぶときと同じ条件で確かめたことには、ならない。	飛ぶ時と同じ条件で確かめたことにはならない。	飛ぶときと同じ条件で確かめたことには、ならない。
c805-1	0.958	ゴムの輪が焼けた跡や、その横を熱いガスが抜けた跡は、	ゴムの輪が焼けた後や、その横を熱いガスが抜けた跡は	ゴムの輪が焼けた跡や、その横を熱いガスが抜けた跡は、
c805-2	0.850	毎回ではない。それでも、たびたび見つかっていた。	毎回ではない。それでも度々見つかっていた。	毎回ではない。それでも、たびたび見つかっていた。
c806-1	0.927	委員会は、過去の打ち上げを気温で並べなおした。	委員会は過去の打ち上げを気温で並べ直した。	委員会は、過去の打ち上げを気温で並べなおした。
c806-2	0.963	摂氏16.1度以上で飛んだ21回のうち、跡があったのは4回。	摂氏十六点一度以上で飛んだ二十一回のうち、跡があったのは四回。	摂氏16.1度以上で飛んだ21回のうち、跡があったのは4回。
c806-3	0.909	摂氏16.1度より下では、全部の飛行に跡があった	摂氏十六点一度より下では全部の飛行に後があった。	摂氏16.1度より下では、全部の飛行に跡があった
c807-1	0.955	ただ、跡が出た飛行だけを並べても、それは見えない。	ただ、後が出た飛行だけを並べてもそれは見えない。	ただ、跡が出た飛行だけを並べても、それは見えない。
c807-2	0.923	無事だった飛行もあわせて並べると、寒いほど跡が出ていた。	無事だった飛行も合わせて並べると寒いほど後が出ていた。	無事だった飛行もあわせて並べると、寒いほど跡が出ていた。
c808-1	1.000	ところが、この並べ直しをした人はいなかった。	ところが、この並べ直しをした人はいなかった。	ところが、この並べ直しをした人はいなかった。
c808-2	0.741	NASAも、作った会社も、である。	皆さんも作った会社もである。	NASAも、作った会社も、である。
c808-3	0.960	だから、その日の寒さが何を意味するかも分からなかった。	だから、その日の寒さが何を意味するかもわからなかった。	だから、その日の寒さが何を意味するかも分からなかった。
c809-1	0.944	跡は出る。しかし機体は無事に帰ってくる。	音は出る。しかし、機体は無事に帰ってくる。	跡は出る。しかし機体は無事に帰ってくる。
c809-2	0.909	それがくり返されるうちに、跡は「許せるもの」に変わっていった。	それが繰り返されるうちに、あとは許せるものに変わっていった。	それがくり返されるうちに、跡は「許せるもの」に変わっていった。
c810-1	0.966	1985年、別の飛行で、ノズルとよばれる噴射口の継ぎ目が焼けた。	1985年、別の飛行でノズルと呼ばれる噴射口の継ぎ目が焼けた。	1985年、別の飛行で、ノズルとよばれる噴射口の継ぎ目が焼けた。
c810-2	0.863	一次のゴムの輪はふさげず、控えの二次の輪まで焼けていた。	一時のゴムの輪は塞げず、控えの二時の輪まで焼けていた。	一次のゴムの輪はふさげず、控えの二次の輪まで焼けていた。
c810-3	0.912	このとき「打ち上げを止める札」が、このノズルの継ぎ目に掛けられた。	この時、打ち上げを止める札がこのノズルの継ぎ目にかけられた。	このとき「打ち上げを止める札」が、このノズルの継ぎ目に掛けられた。
c811-1	0.870	札が掛かっているあいだは、飛べるかを確かめる会議で、	札がかかっている間は飛べるかを確かめる会議で。	ふだが掛かっているあいだは、飛べるかを確かめる会議で、
c811-2	0.963	毎回この問題を取り上げ、片づくまで説明しなければならない。	毎回この問題を取り上げ、片付くまで説明しなければならない。	毎回この問題を取り上げ、片づくまで説明しなければならない。
c812-1	0.955	その札を掛けたのは、補助ロケットの責任者だった。	その札をかけたのは補助ロケットの責任者だった。	そのふだを掛けたのは、補助ロケットの責任者だった。
c812-2	1.000	委員会で、自分が決めたことだと述べている。	委員会で自分が決めたことだと述べている。	委員会で、自分が決めたことだと述べている。
c813-1	0.947	そして同じ人が、そのあとの打ち上げのたびに、六回続けて免除した。	そして同じ人がその後の打ち上げのたびに六回続けて免除した。	そして同じ人が、そのあとの打ち上げのたびに、六回続けて免除した。
c813-2	0.960	しかも札が掛かったのは、このノズルの継ぎ目だけだった。	しかも札がかかったのはこのノズルの継ぎ目だけだった。	しかも札が掛かったのは、このノズルの継ぎ目だけだった。
c813-3	0.875	あの日、火を噴いた継ぎ目には、最後まで掛からなかった。	あの日、気を吹いた継ぎ目には最後までかからなかった。	あの日、火を噴いた継ぎ目には、最後まで掛からなかった。
c814-1	1.000	委員会で証言した作った会社の関係者は、	委員会で証言した作った会社の関係者は	委員会で証言した作った会社の関係者は、
c814-2	1.000	札のことは知らなかった、と全員が述べた。	札のことは知らなかったと全員が述べた。	札のことは知らなかった、と全員が述べた。
c814-3	1.000	ただし会社が出した手紙には、札を記した報告の番号が引かれていた。	ただし、会社が出した手紙には札を記した報告の番号が引かれていた。	ただし会社が出した手紙には、札を記した報告の番号が引かれていた。
c815-1	0.909	話は三年さかのぼる。1982年、NASAは継ぎ目の区分を変えた。	話は三年遡る。 1982年、NASAは継ぎ目の区分を変えた	話は三年さかのぼる。1982年、NASAは継ぎ目の区分を変えた。
c815-2	1.000	壊れたら機体と乗員を失う区分である。控えの輪は控えにならない。	壊れたら機体と乗員を失う区分である。控えの輪は控えにならない。	壊れたら機体と乗員を失う区分である。控えの輪は控えにならない。
c815-3	0.892	ところが三か月後、NASAは必ず控えを持てという決まりのほうを外した。	ところが三ヶ月の。NASAは必ず控えを持てという決まりの方を外した。	ところが三か月後、NASAは必ず控えを持てという決まりのほうを外した。
c816-1	1.000	委員会に加わった物理学者のリチャード・ファインマンは、	委員会に加わった物理学者のリチャード・ファインマンは	委員会に加わった物理学者のリチャード・ファインマンは、
c816-2	0.889	この積み重ね方を、こう言いあらわしている。	この積み重ね方をこう言い表している。	この積み重ね方を、こう言いあらわしている。
c816-3	1.000	ロシアンルーレットのようなものだ	ロシアンルーレットのようなものだ	ロシアンルーレットのようなものだ
c817-1	1.000	弾を一発だけ入れた銃で、順番に引き金を引く。	弾を一発だけ入れた銃で順番に引き金を引く。	弾を一発だけ入れた銃で、順番に引き金を引く。
c817-2	1.000	飛ばしても、何も起きない。	飛ばしても何も起きない。	飛ばしても、何も起きない。
c817-3	1.000	前回うまくいったから、基準を少し下げてもいい、と。	前回うまくいったから基準を少し下げてもいいと。	前回うまくいったから、基準を少し下げてもいい、と。
c818-1	0.962	うまくいった。けれど、何度もくり返していいことではない、と。	うまくいった。けれど、何度も繰り返していいことではないと。	うまくいった。けれど、何度もくり返していいことではない、と。
c819-1	1.000	報告書は、安全を見る部署についても書いている。	報告書は安全を見る部署についても書いている。	報告書は、安全を見る部署についても書いている。
c819-2	0.917	打ち上げの回数が増えるあいだに、その人数は減っていた。	打ち上げの回数が増える間に、その人数は減っていた。	打ち上げの回数が増えるあいだに、その人数は減っていた。
c820-1	1.000	しかも、ケネディとマーシャルでは、安全を確かめる部署が、	しかもケネディとマーシャルでは安全を確かめる部署が	しかも、ケネディとマーシャルでは、安全を確かめる部署が、
c820-2	1.000	確かめる相手の組織の下に置かれていた。	確かめる相手の組織の下に置かれていた。	確かめる相手の組織の下に置かれていた。
c820-3	1.000	自分の上司の仕事を、自分が検査する形である。	自分の上司の仕事を自分が検査する形である。	自分の上司の仕事を、自分が検査する形である。
c901-1	0.815	機体のかけらは、大西洋に落ちた。	機体の欠片は大西洋に落ちた。	機体のかけらは、大西洋に落ちた。
c901-2	0.920	回収班が船を出し、遠くから操る潜水機で海底を確かめた。	大衆班が船を出し、遠くから操る潜水機で海底を確かめた。	回収班が船を出し、遠くから操る潜水機で海底を確かめた。
c902-1	1.000	上がってきたかけらは、ケネディ宇宙センターに運ばれ、	上がってきたかけらはケネディ宇宙センターに運ばれ	上がってきたかけらは、ケネディ宇宙センターに運ばれ、
c902-2	1.000	建物の中に並べられていった。	建物の中に並べられていった。	建物の中に並べられていった。
c903-1	1.000	そして、右の補助ロケットの下の継ぎ目が見つかる。	そして右の補助ロケットの下の継ぎ目が見つかる。	そして、右の補助ロケットの下の継ぎ目が見つかる。
c903-2	0.824	上下の両側に、大きな穴が開いていた。	ジョシェの両側に大きな穴が開いていた。	上下の両側に、大きな穴が開いていた。
c904-1	0.816	穴が開いていたのは、まん中の燃料タンクを向いた側だ。	穴が開いていたのはマンタカの燃料タンクを剥いた側だ。	穴が開いていたのは、まん中の燃料タンクを向いた側だ。
c904-2	0.930	打ち上げの直後に煙が出たのも、同じあたりだった。	打ち上げの直後に煙が出たのも同じ辺りだった。	打ち上げの直後に煙が出たのも、同じあたりだった。
c905-1	0.979	継ぎ目から噴き出した炎は、筒の外側にも当たっていた。	継目から噴き出した炎は筒の外側にも当たっていた。	継ぎ目から噴き出した炎は、筒の外側にも当たっていた。
c905-2	0.962	その炎が外から焼き抜けたとみられる穴も、見つかっている。	その炎が外から焼き抜けたと見られる穴も見つかっている。	その炎が外から焼き抜けたとみられる穴も、見つかっている。
c906-1	0.848	本体のかけらにも、左右の差が出ていた。	本体の欠片にも左右の差が出ていた。	本体のかけらにも、左右の差が出ていた。
c906-2	1.000	右側の部品だけが焼けていて、左側は焼けていない。	右側の部品だけが焼けていて、左側は焼けていない。	右側の部品だけが焼けていて、左側は焼けていない。
c907-1	1.000	補助ロケットの先端部も、2本で様子が違った。	補助ロケットの先端部も二本で様子が違った。	補助ロケットの先端部も、2本で様子が違った。
c907-2	1.000	左はほぼ無傷。右は、燃料タンクにぶつかった跡が残っていた。	左はほぼ無傷。右は燃料タンクにぶつかった跡が残っていた。	左はほぼ無傷。右は、燃料タンクにぶつかった跡が残っていた。
c908-1	1.000	委員会は、人の手によるものかどうかも、非公開の会合で調べている。	委員会は人の手によるものかどうかも非公開の会合で調べている。	委員会は、人の手によるものかどうかも、非公開の会合で調べている。
c908-2	0.970	燃料タンクに積んでいた、機体を壊すための火薬も、火が付かずに回収された。	燃料タンクに積んでいた機体を壊すための火薬も火がつかずに回収された。	燃料タンクに積んでいた、機体を壊すための火薬も、火が付かずに回収された。
c908-3	0.800	妨害された跡は、どこにもなかった	婚外された後はどこにもなかった	妨害された跡は、どこにもなかった
c909-1	0.957	積んでいた荷物も、発射台も、主エンジンも、調べられた。	積んでいた荷物も発射台も主エンジンも調べられる。	積んでいた荷物も、発射台も、主エンジンも、調べられた。
c909-2	1.000	どれも、この事故の原因ではないと確かめられている。	どれもこの事故の原因ではないと確かめられている。	どれも、この事故の原因ではないと確かめられている。
c910-1	0.963	海から引き上げられた主エンジンからも、記録が読み出された。	海から引き揚げられた主エンジンからも記録が読み出された。	海から引き上げられた主エンジンからも、記録が読み出された。
c910-2	0.950	3基とも、燃料が足りない状態で止まっていた。	三機とも燃料が足りない状態で止まっていた。	3基とも、燃料が足りない状態で止まっていた。
c911-1	1.000	調査のために、大統領の委員会が作られた。	調査のために大統領の委員会が作られた。	調査のために、大統領の委員会が作られた。
c911-2	1.000	委員長の名前から、ロジャース委員会と呼ばれている。	委員長の名前からロジャース委員会と呼ばれている。	委員長の名前から、ロジャース委員会と呼ばれている。
c912-1	0.842	委員には、初めて月を歩いた宇宙飛行士も、	ウィーンには初めて月を歩いた宇宙飛行士も。	委員には、初めて月を歩いた宇宙飛行士も、
c912-2	1.000	初めて音の速さを超えた試験飛行士も加わっていた。	初めて音の速さを超えた試験飛行士も加わっていた。	初めて音の速さを超えた試験飛行士も加わっていた。
c913-1	1.000	事故から3日後、ヒューストンで追悼の式が開かれた。	事故から三日後、ヒューストンで追悼の式が開かれた。	事故から3日後、ヒューストンで追悼の式が開かれた。
c913-2	0.941	大統領夫妻が、7人の家族と会っている。	大統領夫妻が日人の家族と会っている。	大統領夫妻が、7人の家族と会っている。
c914-1	1.000	この日のことは、多くの人の記憶に残った。	この日のことは多くの人の記憶に残った。	この日のことは、多くの人の記憶に残った。
c914-2	1.000	打ち上げの様子が、テレビで生中継されていたからだ。	打ち上げの様子がテレビで生中継されていたからだ。	打ち上げの様子が、テレビで生中継されていたからだ。
c915-1	1.000	報告書は、7人がどのように亡くなったかを書いていない。	報告書は七人がどのように亡くなったかを書いていない。	報告書は、7人がどのように亡くなったかを書いていない。
c915-2	0.970	本文にあるのは、この一行だけである。	本文にあるのはこの一二行だけである。	本文にあるのは、この一行だけである。
c915-3	0.833	乗員7名は全員が死亡した。	上院七名は全員が死亡した。	乗員7名は全員が死亡した。
c916-1	0.947	亡くなった時刻や、そのときの機内の様子は、第1巻には出てこない。	亡くなった時刻やその時の機内の様子は第一巻には出てこない。	亡くなった時刻や、そのときの機内の様子は、第1巻には出てこない。
c916-2	1.000	この動画も、そこから先は書かない。	この動画もそこから先は書かない。	この動画も、そこから先は書かない。
ep01-1	1.000	委員会の報告書が出たのは、1986年6月6日である。	委員会の報告書が出たのは1986年6月6日である。	委員会の報告書が出たのは、1986年6月6日である。
ep01-2	1.000	最後に、9つの勧告が置かれている。	最後に九つの勧告が置かれている。	最後に、9つの勧告が置かれている。
ep02-1	1.000	一つ目は、あの継ぎ目とゴムの輪を作り直すこと。	一つ目はあの継ぎ目とゴムの輪を作り直すこと。	一つ目は、あの継ぎ目とゴムの輪を作り直すこと。
ep02-2	1.000	日程や費用を理由に、設計の選択肢を先に消してはならない、とある。	日程や費用を理由に設計の選択肢を先に消してはならないとある。	日程や費用を理由に、設計の選択肢を先に消してはならない、とある。
ep03-1	0.938	試験のやり方も、勧告に書きこまれた。	試験のやり方も勧告に書き込まれた。	試験のやり方も、勧告に書きこまれた。
ep03-2	0.870	実際に飛ぶときと同じ形で、温度の幅も全部ためすこと。	実際に飛ぶ時と同じ形で温度の幅も全部試すこと。	実際に飛ぶときと同じ形で、温度の幅も全部ためすこと。
ep04-1	0.936	横に寝かせるのではなく、立てた状態で燃やす試験も、	ここに寝かせるのではなく、立てた状態で燃やす試験も	横に寝かせるのではなく、立てた状態で燃やす試験も、
ep04-2	0.824	じゅうぶんに検討すべきだと書かれている。	十分に検討すべきだと書かれている。	じゅうぶんに検討すべきだと書かれている。
ep05-1	1.000	一つ目の勧告には、もう一つ続きがある。	一つ目の勧告にはもう一つ続きがある。	一つ目の勧告には、もう一つ続きがある。
ep05-2	1.000	NASAの外に、独立した監督の委員会を作ること。	NASAの外に独立した監督の委員会を作ること。	NASAの外に、独立した監督の委員会を作ること。
ep06-1	0.897	ただ、この事故でいちばん重いのは、設計の話ではないのかもしれない。	ただ、この事故で一番重いのは設計の話ではないのかもしれない。	ただ、この事故でいちばん重いのは、設計の話ではないのかもしれない。
ep06-2	1.000	温度とゴムの輪の関係は、過去の飛行の記録の中にすでにあった。	温度とゴムの輪の関係は過去の飛行の記録の中にすでにあった。	温度とゴムの輪の関係は、過去の飛行の記録の中にすでにあった。
ep06-3	0.966	記録を調べていれば、温度とゴムの輪の関係は分かったはずだった	記録を調べていれば、温度とゴムの輪の関係はわかったはずだった。	記録を調べていれば、温度とゴムの輪の関係は分かったはずだった
ep07-1	0.930	報告書はそう書いたうえで、続けてこう書いている。	報告書はそう書いた上で続けてこう書いている。	報告書はそう書いたうえで、続けてこう書いている。
ep07-2	0.898	NASAも、作った会社も、その調べをしていなかった、と。	NASMOを作った会社もその調べをしていなかったと	NASAも、作った会社も、その調べをしていなかった、と。
ep08-1	0.875	勧告には、組織についての項目もある。	韓国には組織についての項目もある。	勧告には、組織についての項目もある。
ep08-2	1.000	宇宙飛行士を、管理する立場にもっと入れること。	宇宙飛行士を管理する立場にもっと入れること。	宇宙飛行士を、管理する立場にもっと入れること。
ep09-1	1.000	打ち上げの基準や飛行の規則を扱う、	打ち上げの基準や飛行の規則を扱う。	打ち上げの基準や飛行の規則を扱う、
ep09-2	1.000	安全のための助言の場も作るよう求めている。	安全のための助言の場も作るよう求めている。	安全のための助言の場も作るよう求めている。
ep10-1	1.000	7人の名前を、もう一度置いておきたい。	七人の名前をもう一度置いておきたい。	7人の名前を、もう一度置いておきたい。
ep10-2	0.821	スコビー、スミス、オニヅカ、レズニック、マクネイア。	スコビー、スミス、鬼塚、レズニック、マクネイ。	スコビー、スミス、オニヅカ、レズニック、マクネイア。
ep11-1	0.897	そしてジャービスと、マコーリフ。	そしてジャーヴィスとマコーリフ	そしてジャービスと、マコーリフ。
ep11-2	1.000	マコーリフは、宇宙から生中継で2回、授業をする予定だった。	マコーリフは宇宙から生中継で二回授業をする予定だった。	マコーリフは、宇宙から生中継で2回、授業をする予定だった。
ep12-1	1.000	冒頭の二つの問いに戻る。	冒頭の二つの問いに戻る。	冒頭の二つの問いに戻る。
ep12-2	0.947	ゴムの輪は冷えて硬くなり、つぶれきって押す空気も入らなかった。	ゴムの輪は冷えて硬くなり、潰れきって押す空気も入らなかった。	ゴムの輪は冷えて硬くなり、つぶれきって押す空気も入らなかった。
ep12-3	0.894	開いていくすきまに追いつけなかった。一つ目の答えだ。	開いていく隙間に追いつけなかった。一つ目の答えだ。	開いていくすきまに追いつけなかった。一つ目の答えだ。
ep13-1	1.000	もう一つ。反対がひっくり返ったのは、	もう一つ、反対がひっくり返ったのは。	もう一つ。反対がひっくり返ったのは、
ep13-2	0.917	その夜だけ、証明する側が入れかわっていたからだった。	その夜だけ照明する側が入れ替わっていたからだった。	その夜だけ、証明する側が入れかわっていたからだった。
ed01-1	1.000	ご視聴ありがとうございました。	ご視聴ありがとうございました。	ご視聴ありがとうございました。
ed01-2	1.000	この動画が少しでも気に入れば、高評価と	この動画が少しでも気に入れば高評価と	この動画が少しでも気に入れば、高評価と
ed01-3	1.000	チャンネル登録をお願いします。	チャンネル登録をお願いします。	チャンネル登録をお願いします。
