場面	一致率	送った文	聞こえた文	送信文
c707-1	0.878	島の兵士たちは、そのまま、ふだんの仕事を続けた。	島の兵士たちはそのまま普段の仕事を続けた。	島の兵士たちは、そのまま、ふだんの仕事を続けた。
c707-2	0.846	ほとんどの者が、半そで半ズボンを長そで長ズボンに着がえた。	ほとんどの者が半袖半ズボンを長袖長ズボンに着替えた。	ほとんどの者が、半そで半ズボンを長そで長ズボンにきがえた。
c708-1	1.000	灰は、深いところで1センチほど積もった。	灰は深いところで一センチほど積もった。	灰は、深いところでいっせんちほど積もった。
c708-2	1.000	食堂や宿舎のテーブルにも、目に見える層ができた。	食堂や宿舎のテーブルにも目に見える層ができた。	食堂や宿舎のテーブルにも、目に見える層ができた。
c709-1	0.909	兵士たちは、灰を顕微鏡でのぞいてみた。	兵士たちは灰を顕微鏡で覗いてみた。	兵士たちは、灰を顕微鏡でのぞいてみた。
c709-2	1.000	昔のテレビの画面の部品、ブラウン管が、灰で光ることにも気づいた。	昔のテレビの画面の部品ブラウン管が灰で光ることにも気づいた。	昔のテレビの画面の部品、ブラウン管が、灰で光ることにも気づいた。
c710-1	1.000	その夜、雲を追う飛行機が、東へ飛んだ。	その夜、雲を追う飛行機が東へ飛んだ。	その夜、雲を追う飛行機が、東へ飛んだ。
c710-2	1.000	しかし、はっきりした手がかりは得られなかった。	しかし、はっきりした手がかりは得られなかった。	しかし、はっきりした手がかりは得られなかった。
c710-3	1.000	高さ3キロの空からは、住民のロンゲラップ、兵士のロンゲリックの上でも弱い値だった。	高さ三キロの空からは住民のロンゲラップ、兵士のロンゲリックの上でも弱い値だった。	高ささんキロの空からは、住民のロンゲラップ、兵士のロンゲリックの上でも弱い値だった。
c711-1	0.960	1982年の報告書は、この夜の司令部をこう書いている。	1982年の報告書は、この夜の司令部をこう書いていた。	せんきゅうひゃくはちじゅうにねんの報告書は、このよるの司令部をこう書いている。
c711-2	1.000	司令部は、雲の行方も通り道も知らなかった	司令部は雲の行方も通り道も知らなかった。	司令部は、雲の行方も通り道も知らなかった
c712-1	0.877	それでも、あわてた様子は無い。次の追跡の飛行は、取りやめになった。	それでも慌てた様子はない。次の追跡の飛行は取り止めになった。	それでも、あわてた様子は無い。次の追跡の飛行は、取りやめになった。
c712-2	0.939	前の水爆実験では、灰のほとんどを追えなかったが、何も起きなかったからだ。	前の水爆実験では肺のほとんどを覆えなかったが、何も起きなかったからだ。	前の水爆実験では、灰のほとんどを追えなかったが、何も起きなかったからだ。
c713-1	0.936	夜8時ごろ、ロンゲリックから2通目の知らせが届いた。	夜八時頃、ロンゲリックから二通目の知らせが届いた。	夜 はちじごろ、ロンゲリックから につうめの知らせが届いた。
c713-2	0.977	針は午後2時50分から、振り切れたままだという。	針は午後二時五十分から振り切れたままだという。	はりは午後 にじごじゅっぷんから、振り切れたままだという。
c714-1	0.962	司令部は夜10時、「大きな危険は無い」という返事を用意した。	司令部は夜10時、大きな危険はないという返事を用意した。	司令部は夜じゅうじ、「大きな危険は無い」という返事を用意した。
c714-2	1.000	その返事が、司令部のいる船から送られたのは、翌日になってからである。	その返事が司令部のいる船から送られたのは翌日になってからである。	その返事が、司令部のいる船から送られたのは、翌日になってからである。
c715-1	1.000	一方で、別の上官からは、作業をやめて金属の建物に入れという命令が出た。	一方で、別の上官からは「作業をやめて金属の建物に入れ」という命令が出た。	一方で、別の上官からは、作業をやめて金属の建物に入れという命令が出た。
c715-2	0.889	日付が変わるころのことである。	日付が変わる頃のことである。	日付が変わるころのことである。
c716-1	1.000	翌2日の昼前、放射線の係を乗せた水上飛行機が、ロンゲリックの上を低く飛んだ。	翌二日の昼前、放射線の係を乗せた水上飛行機がロンゲリックの上を低く飛んだ。	翌ふつかの昼前、放射線の係を乗せた水上飛行機が、ロンゲリックの上を低く飛んだ。
c716-2	1.000	係は、上空から測った数字を見て、自分の判断で島を空にすると決めた。	係は上空から測った数字を見て、自分の判断で島を空にすると決めた。	係は、上空から測った数字を見て、自分の判断で島をからにすると決めた。
c716-3	1.000	降りて測ると、建物の中でも外でも、強い放射線があった。	降りて測ると、建物の中でも外でも強い放射線があった。	降りて測ると、建物の中でも外でも、強い放射線があった。
c717-1	1.000	係は隊の責任者に、先に運ぶ8人を選ぶよう頼んだ。	係は隊の責任者に先に運ぶ八人を選ぶよう頼んだ。	係は隊の責任者に、先に運ぶ はちにんを選ぶよう頼んだ。
c717-2	0.950	8人は、名字のアルファベット順に決められた。	八人は苗字のアルファベット順に決められた。	はちにんは、名字のアルファベット順に決められた。
c718-1	0.944	飛行機は、昼すぎに8人を乗せて飛び立ち、	飛行機は昼過ぎに八人を乗せて飛び立ち	飛行機は、昼すぎに はちにんを乗せて飛び立ち、
c718-2	0.973	その日のうちに、残りの20人も運び出した。	その日のうちに残りの二十人も運び出した。	その日のうちに、残りの にじゅうにんも運び出した。
c718-3	0.970	28人は、クェゼリンの基地へ運ばれた。	28人はクゼリンの基地へ運ばれた。	にじゅうはちにんは、クェゼリンの基地へ運ばれた。
c719-1	0.952	同じ2日の午後、見回りの飛行機が、ロンゲラップで強い放射線をとらえた。	同じ二日の午後、見回りの飛行機がロンゲラップで強い放射線を捉えた。	同じふつかの午後、見回りの飛行機が、ロンゲラップで強い放射線をとらえた。
c719-2	1.000	住民を運び出すと決まり、駆逐艦がすぐに向かった。	住民を運び出すと決まり、駆逐艦がすぐに向かった。	住民を運び出すと決まり、駆逐艦がすぐに向かった。
c719-3	1.000	夕方には、別の飛行機の係が島に降りて、住む場所の放射線を測った。	夕方には別の飛行機の係が島に降りて、住む場所の放射線を測った。	夕方には、別の飛行機の係が島に降りて、住む場所の放射線を測った。
c720-1	1.000	避難が始まったのは、3日の朝7時半。	避難が始まったのは三日の朝七時半。	避難が始まったのは、みっかの朝しちじはん。
c720-2	0.815	爆発から、まる2日がたっていた。	爆発から丸二日が経っていた。	爆発から、まるふつかがたっていた。
c720-3	0.929	近くの環礁で漁をしていた18人も、あとから駆逐艦に乗せられた。	近くの環礁で漁をしていた十八人も後から駆逐艦に乗せられた。	近くのかんしょうで漁をしていたじゅうはちにんも、あとから駆逐艦に乗せられた。
c721-1	0.976	年寄りや病人の16人は、水上飛行機で運ばれた。	年寄りや病人の十六人は水上飛行機で運ばれた。	年寄りや病人のじゅうろくにんは、水上飛行機で運ばれた。
c721-2	0.986	4日には、ウトリック環礁の157人も島を離れ、住民239人の避難が終わった。	四日にはウトリック環礁の百五十七人も島を離れ、住民二百三十九人の避難が終わった。	よっかには、ウトリック環礁のひゃくごじゅうななにんも島を離れ、住民二百三十九人の避難が終わった。
c721-3	0.912	避難した人たちは、船の上とクェゼリンで、体の灰を洗い落とされた。	避難した人たちは船の上とケズリンで体の灰を洗い落とされた。	避難した人たちは、船の上とクェゼリンで、体の灰を洗い落とされた。
c722-1	0.896	浴びた放射線は、ロンゲラップの人々がいちばん多く、ウトリックのおよそ12倍。	浴びた放射線はロンゲラップの人々が一番多く、ウトリックのおよそ十二倍。	浴びた放射線は、ロンゲラップの人々がいちばん多く、ウトリックのおよそじゅうにばい。
c722-2	1.000	兵士のいたロンゲリックでは、ロンゲラップの半分近くだった。	兵士のいたロンゲリックではロンゲラップの半分近くだった。	兵士のいたロンゲリックでは、ロンゲラップの半分近くだった。
c722-3	0.967	そして島の人々が避難した10日後、灰を浴びた漁船が、日本に帰り着く。	そして島の人々が避難した。十日後、灰を浴びた漁船が日本に帰り着く。	そして島の人々が避難した とおかご、灰を浴びた漁船が、日本に帰り着く。
c801-1	0.966	3月14日、焼津に戻った乗組員は、	三月十四日、焼津に戻った乗組員は	さんがつじゅうよっか、焼津に戻った乗組員は、
c801-2	1.000	その日のうちに、焼津の病院で診察を受けている。	その日のうちに焼津の病院で診察を受けている。	その日のうちに、焼津の病院で診察を受けている。
c802-1	0.980	翌15日、症状の重い乗組員が、東京大学の病院へ送られた。	翌十五日、症状の重い乗組員が東京大学の病院へ送られた。	翌じゅうごにち、症状の重い乗組員が、東京大学の病院へ送られた。
c802-2	1.000	そこで、放射線を浴びていることがはっきりした。	そこで放射線を浴びていることがはっきりした。	そこで、放射線を浴びていることがはっきりした。
c803-1	0.970	16日、読売新聞がこの出来事を伝えた。	十六日、読売新聞がこの出来事を伝えた。	じゅうろくにち、読売新聞がこの出来事を伝えた。
c803-2	0.913	ビキニの灰の話は、ここから日本じゅうに知られていく。	ビキニの灰の話はここから日本中に知られていく。	ビキニの灰の話は、ここから日本じゅうに知られていく。
c804-1	1.000	残る乗組員も、3月の下旬に東京へ移された。	残る乗組員も三月の下旬に東京へ移された。	残る乗組員も、三月の下旬に東京へ移された。
c804-2	1.000	23人は、東京大学の病院と国立東京第一病院に分かれて入院した。	二十三人は東京大学の病院と国立東京第一病院に分かれて入院した。	にじゅうさんにんは、東京大学の病院と国立東京第一病院に分かれて入院した。
c805-1	1.000	問題は、人の体だけではなかった。	問題は人の体だけではなかった。	問題は、人の体だけではなかった。
c805-2	1.000	第五福竜丸が持ち帰ったマグロからも、放射能が見つかっていた。	第五、福竜丸が持ち帰ったマグロからも放射能が見つかっていた。	第五福竜丸が持ち帰ったマグロからも、放射能が見つかっていた。
c806-1	0.980	国は3月18日、南の海から戻る船が入る港を、5つに絞った。	国は三月十八日、南の海から戻る船が入る港を五つに絞った。	国は さんがつじゅうはちにち、南の海から戻る船が入る港を、いつつに絞った。
c806-2	0.984	船と魚を調べるためである。検査は、その年の12月の終わりまで続いた。	船と魚を調べるためである。検査はその年の十二月の終わりまで続いた。	船と魚を調べるためである。検査は、その年のじゅうにがつの終わりまで続いた。
c807-1	1.000	放射能を帯びたマグロは、「原爆マグロ」と呼ばれた。	放射能を帯びたマグロは原爆マグロと呼ばれた。	放射能を帯びたマグロは、「原爆マグロ」と呼ばれた。
c807-2	1.000	魚屋の店先には、うちでは売っていない、と知らせる看板まで出た。	魚屋の店先にはうちでは売っていないと知らせる看板まで出た。	魚屋の店先には、うちでは売っていない、と知らせる看板まで出た。
c808-1	1.000	その年の終わりまでに、汚染されたマグロを水揚げした船は、記録で856隻。	その年の終わりまでに汚染されたマグロを水揚げした船は記録で八百五十六隻。	その年の終わりまでに、汚染されたマグロを水揚げした船は、記録で はっぴゃくごじゅうろくせき。
c808-2	0.957	これはブラボー1回ではなく、3月から5月までの6回の実験のあとの数である。	これはブラボー一回ではなく、三月から五月までの六回の実験の後の数である。	これはブラボーいっかいではなく、さんがつからごがつまでのろっかいの実験のあとの数である。
c809-1	0.985	3月30日、原子力委員会のストローズ委員長が、大統領に水爆実験を報告した。	三月三十日、原子力委員会のストローズ委員長が大統領に水爆実験を報告した。	さんがつさんじゅうにち、原子力委員会のストローズ委員長が、大統領に水爆実験を報告した。
c809-2	1.000	翌31日、委員長は、第五福竜丸についても述べている。	翌三十一日、委員長は第五福竜丸についても述べている。	翌さんじゅういちにち、委員長は、第五福竜丸についても述べている。
c810-1	1.000	委員長によれば、船長は、光を見てから6分後に音を聞いたと話したという。	委員長によれば、船長は光を見てから六分後に音を聞いたと話したという。	委員長によれば、船長は、光を見てからろっぷんごに音を聞いたと話したという。
c810-2	1.000	音が届くまでの時間が短いほど、爆心に近かったことになる。	音が届くまでの時間が短いほど爆心に近かったことになる。	音が届くまでの時間が短いほど、爆心に近かったことになる。
c811-1	0.903	委員長は、その話をもとに、こう述べた。	委員長はその話を元にこう述べた。	委員長は、その話をもとに、こう述べた。
c811-2	0.973	委員長：船は危険区域の十分内側にいたはず	委員長。船は危険区域の十分内側にいたはず。	委員長：船は危険区域のじゅうぶん内側にいたはず
c812-1	0.980	日本政府は4月12日、在米大使館を通して、これに反論した。	日本政府は四月十二日、在米大使館を通してこれに反論した。	日本政府は しがつじゅうににち、在米大使館を通して、これに反論した。
c812-2	1.000	音が聞こえたのは6分後ではなく、7、8分後だった。	音が聞こえたのは六分後ではなく七、八分後だった。	音が聞こえたのはろっぷんごではなく、なな、はっぷんごだった。
c812-3	1.000	1982年のアメリカの報告書も、7、8分と書いている。	1982年のアメリカの報告書も七、八分と書いている。	せんきゅうひゃくはちじゅうにねんのアメリカの報告書も、なな、はっぷんと書いている。
c813-1	1.000	日本政府は、船の位置についても、こう書いている。	日本政府は船の位置についてもこう書いている。	日本政府は、船の位置についても、こう書いている。
c813-2	0.923	日本側：船は危険区域の外にいたとみられる	日本側。船は危険区域の外にいたと見られる。	日本側：船は危険区域の外にいたとみられる
c814-1	0.833	その記録では、光を見た所は区域の外へ30キロあまり、灰を浴びた所はさらに外。	その記録では、光を見たところは区域の外へ三十キロ余り、灰を浴びたところはさらに外。	その記録では、光を見た所は区域の外へさんじゅっキロあまり、灰を浴びた所はさらに外。
c814-2	0.971	区域は、アメリカ自身が、前もって船乗り向けの公報で知らせていたものである。	区域はアメリカ自身が前もって船乗り向けの広報で知らせていたものである。	区域は、アメリカ自身が、前もって船乗り向けの公報で知らせていたものである。
c815-1	0.923	ブラボーのあと、危険区域は大きく広げられた。	ブラボーの後、危険区域は大きく広げられた。	ブラボーのあと、危険区域は大きく広げられた。
c815-2	0.941	実験場のあたりを中心にした、半径833キロの扇形である。	実験場の辺りを中心にした半径八百三十三キロの扇形である。	実験場のあたりを中心にした、半径 はっぴゃくさんじゅうさんキロのおうぎがたである。
c816-1	1.000	船でただ一人、無線の資格を持っていたのが、無線長の久保山愛吉さんである。	船でただ一人無線の資格を持っていたのが無線長の久保山愛吉さんである。	船でただひとり、無線の資格を持っていたのが、無線長の久保山あいきちさんである。
c816-2	1.000	久保山さんは、東京の病院で治療を受け続けた。	久保山さんは東京の病院で治療を受け続けた。	久保山さんは、東京の病院で治療を受け続けた。
c817-1	0.977	9月23日、久保山さんは亡くなった。40歳だった。	九月二十三日、久保山さんは亡くなった。四十歳だった。	くがつ にじゅうさんにち、久保山さんは亡くなった。よんじゅっさいだった。
c817-2	0.971	灰を浴びてから、206日目のことである。	灰を浴びてから二百六日目のことである。	灰を浴びてから、にひゃくろくにちめのことである。
c818-1	1.000	日本政府は、放射能の影響で亡くなったとした。	日本政府は放射能の影響で亡くなったとした。	日本政府は、放射能の影響で亡くなったとした。
c818-2	1.000	解剖した医師も、放射能による変化があるとした。	解剖した医師も放射能による変化があるとした。	解剖した医師も、放射能による変化があるとした。
c818-3	1.000	アメリカ政府の内部の電報や、日本の医師の一部は、輸血による肝炎を疑っていた。	アメリカ政府の内部の電報や日本の医師の一部は、輸血による肝炎を疑っていた。	アメリカ政府の内部の電報や、日本の医師の一部は、輸血によるかんえんを疑っていた。
c819-1	1.000	1955年1月4日、日本とアメリカの話し合いが決着した。	1955年1月4日、日本とアメリカの話し合いが決着した。	せんきゅうひゃくごじゅうごねんいちがつよっか、日本とアメリカの話し合いが決着した。
c819-2	0.967	アメリカは、法律上の責任には触れずに、慰謝料として200万ドルを払う。	アメリカは法律上の責任には触れずに慰謝料として二百万ドルを払う。	アメリカは、法律上の責任には触れずに、慰謝料として にひゃくまんドルを払う。
c819-3	0.957	当時のお金で7億2千万円。その6割あまりは、マグロの値下がりの損害に充てられた。	当時のお金で七億二千万円。その六割余りはマグロの値下がりの損害に充てられた。	当時のお金で七億二千万円。そのろくわりあまりは、マグロの値下がりの損害に充てられた。
c820-1	1.000	この出来事を受けて、東京の杉並など各地で、原水爆禁止の署名が始まった。	この出来事を受けて、東京の杉並など各地で原水爆禁止の署名が始まった。	この出来事を受けて、東京の杉並など各地で、原水爆禁止の署名が始まった。
c820-2	1.000	署名は、1955年の秋までに3200万を超えた。	署名は1955年の秋までに3200万を超えた。	署名は、せんきゅうひゃくごじゅうごねんの秋までに さんぜんにひゃくまんを超えた。
c820-3	1.000	一方、マーシャル諸島の人々は、その後どうなったのか。	一方、マーシャル諸島の人々はその後どうなったのか。	一方、マーシャル諸島の人々は、その後どうなったのか。
c901-1	0.914	ブラボーのあとも、作戦は止まらなかった。	ブラボーの後も作戦は止まらなかった。	ブラボーのあとも、作戦は止まらなかった。
c901-2	1.000	26日後の3月27日には、ブラボーのクレーターの上で、次の爆発が行われている。	二十六日後の三月二十七日には、ブラボーのクレーターの上で次の爆発が行われている。	にじゅうろくにちごのさんがつ にじゅうしちにちには、ブラボーのクレーターの上で、次の爆発が行われている。
c902-1	0.979	最後の爆発は、5月14日、エニウェトク環礁で行われた。	最後の爆発は五月十四日、エニウェトク環礁で行われた	最後の爆発は、ごがつじゅうよっか、エニウェトク環礁で行われた。
c902-2	1.000	これで、6回の爆発をすべて終えた。	これで六回の爆発をすべて終えた。	これで、ろっかいの爆発をすべて終えた。
c903-1	0.939	爆発のあと、船で島々を回り、残った放射線が調べ直された。	爆発の後、船で島々を回り、残った放射線が調べ直された。	爆発のあと、船で島々を回り、残った放射線が調べ直された。
c903-2	1.000	ロンゲラップに上がる人たちは、靴に覆いを巻いていた。	ロンゲラップに上がる人たちは靴に覆いを巻いていた。	ロンゲラップに上がる人たちは、靴に覆いを巻いていた。
c903-3	0.903	調べ直しは、4月のはじめまで続いた。	調べ直しは四月の初めまで続いた。	調べ直しは、しがつのはじめまで続いた。
c904-1	0.873	部隊の中にも、灰で小さなやけどのような傷を負った兵士がいた。	部隊の中にも肺で小さな火傷のような傷を負った兵士がいた。	部隊の中にも、灰で小さなやけどのような傷を負った兵士がいた。
c904-2	1.000	2隻の船の37人で、傷はどれも治っている。	二隻の船の三十七人で傷はどれも治っている。	にせきの船のさんじゅうななにんで、傷はどれも治っている。
c905-1	0.980	決めていた上限の、20倍を超える量を浴びた兵士もいた。	決めていた上限の二十倍を超える量を浴びた兵士もいた。	決めていた上限の、にじゅうばいを超える量を浴びた兵士もいた。
c905-2	0.986	残りの実験のため、上限の2倍まで浴びてよいという特別な許可も、何度も出された。	残りの実験のため、上限の一、二倍まで浴びてよいという特別な許可も何度も出された。	残りの実験のため、上限の にばいまで浴びてよいという特別な許可も、何度も出された。
c906-1	0.958	島の人々を診た医師団の報告書には、こう書かれている。	島の人々を見た医師団の報告書にはこう書かれている。	島の人々を診た医師団の報告書には、こう書かれている。
c906-2	0.963	キャッスル作戦には、人の体を調べる計画が、もともと無かった。	キャッスル作戦には人の体を調べる計画がもともとなかった。	キャッスル作戦には、人の体を調べる計画が、もともと無かった。
c906-3	1.000	医師たちは、何の備えもないまま集められた。	医師たちは何の備えもないまま集められた。	医師たちは、何の備えもないまま集められた。
c907-1	1.000	ロンゲラップの人々のおよそ3人に2人が、1日か2日のうちに吐き気を訴えた。	ロンゲラップの人々のおよそ三人に二人が一日か二日のうちに吐き気を訴えた	ロンゲラップの人々のおよそさんにんにふたりが、いちにちかふつかのうちに吐き気を訴えた。
c907-2	0.945	目や皮膚が焼けるようにかゆい、という人も、4人に1人を超えた。	目や皮膚が焼けるように痒いという人も四人に一人を超えた。	目や皮膚が焼けるようにかゆい、という人も、よにんにひとりを超えた。
c908-1	0.941	2週間ほどたつと、髪が抜ける人が出た。	二週間ほど経つと髪が抜ける人が出た。	にしゅうかんほどたつと、髪が抜ける人が出た。
c908-2	0.862	皮膚には、まだらに黒ずんだ傷ができ、じくじくとただれる人もいた。	皮膚にはまだらに黒ずんだ傷ができ、ジクジクとただれる人もいた。	皮膚には、まだらに黒ずんだ傷ができ、じくじくとただれる人もいた。
c909-1	0.897	血を固める血小板は、減りつづけた。	血を固める血小板は減り続けた。	血を固める血小板は、減りつづけた。
c909-2	0.829	いちばん少なくなったのは、25日目から30日目。	一番少なくなったのは二十五日目から三十日目。	いちばん少なくなったのは、にじゅうごにちめからさんじゅうにちめ。
c909-3	0.862	その後は増えはじめたが、76日目でもふつうの値には届かなかった。	その後は増え始めたが、七十六日目でも普通の値には届かなかった。	その後は増えはじめたが、ななじゅうろくにちめでもふつうの値には届かなかった。
c910-1	0.969	1954年の時点で医師団は、体の中に取りこんだ放射性の物質について、	1954年の時点で、医師団は体の中に取り込んだ放射性の物質について	せんきゅうひゃくごじゅうよねんの時点で医師団は、体の中に取りこんだ放射性の物質について、
c910-2	0.923	長く続く害は無い、と見ていた。	長く続く害はないと見ていた。	長く続く害は無い、と見ていた。
c911-1	1.000	住民の体の調査は、1956年から、アメリカの国立の研究所が続けた。	住民の体の調査は、 1956年からアメリカの国立の研究所が続けた。	住民の体の調査は、せんきゅうひゃくごじゅうろくねんから、アメリカの国立の研究所が続けた。
c911-2	1.000	報告書がまとめられた1982年の時点でも、まだ続いていた。	報告書がまとめられた 1982年の時点でもまだ続いていた。	報告書がまとめられたせんきゅうひゃくはちじゅうにねんの時点でも、まだ続いていた。
c912-1	1.000	灰の少なかったウトリック環礁の人々は、1954年6月に島へ戻った。	灰の少なかったウトリック環礁の人々は、一九五四年六月に島へ戻った。	灰の少なかったウトリック環礁の人々は、せんきゅうひゃくごじゅうよねんろくがつに島へ戻った。
c913-1	1.000	ロンゲラップの人々は、同じマーシャル諸島のマジュロに移された。	ロンゲラップの人々は同じマーシャル諸島のマジュロに移された。	ロンゲラップの人々は、同じマーシャル諸島のマジュロに移された。
c913-2	1.000	ロンゲラップの住民は、1957年に戻った	ロンゲラップの住民は 1957年に戻った。	ロンゲラップの住民は、せんきゅうひゃくごじゅうななねんに戻った
c914-1	1.000	冒頭の二つの問いに、戻る。見込みを超えた威力が、灰を島に降らせたのか。	冒頭の二つの問いに戻る。見込みを超えた威力が灰を島に降らせたのか。	冒頭のふたつの問いに、戻る。見込みを超えた威力が、灰を島に降らせたのか。
c914-2	1.000	2013年の報告書は、予定の威力でも島は汚れたはずだ、とする。	二〇一三年の報告書は予定の威力でも島は汚れたはずだとする。	にせんじゅうさんねんの報告書は、予定の威力でも島は汚れたはずだ、とする。
c914-3	0.830	威力が外れた理由も、70年あまりたったいまも定まっていない。	威力が外れた理由も七十年余り経った今も定まっていない。	威力が外れた理由も、ななじゅうねんあまりたったいまも定まっていない。
c915-1	1.000	何が、灰を人の住む島へ運んだのか。	何が灰を人の住む島へ運んだのか。	何が、灰を人の住む島へ運んだのか。
c915-2	0.967	よく語られるのは、撃つ前の夜に島へ向かっていた、高さ6キロの風だ。	よく語られるのは、打つ前の夜に島へ向かっていた高さ六キロの風だ。	よく語られるのは、撃つ前の夜に島へ向かっていた、高さろくキロの風だ。
c915-3	0.972	2013年の報告書が挙げるのは、予報が十分に見込まなかった、高く昇った雲の灰だ。	二〇一三年の報告書が挙げるのは、予報が十分に見込まなかった高く登った雲の灰だ。	にせんじゅうさんねんの報告書が挙げるのは、予報がじゅうぶんに見込まなかった、高く昇った雲の灰だ。
c916-1	1.000	1982年の報告書は、この爆発が、予期しない重い被曝をもたらしたと書いている。	1982年の報告書は、この爆発が予期しない重い被曝をもたらしたと書いている。	せんきゅうひゃくはちじゅうにねんの報告書は、この爆発が、予期しない重い被曝をもたらしたと書いている。
c916-2	1.000	実験を支えたアメリカ兵の一部に、外国の漁師に、そしてマーシャル諸島の人々に。	実験を支えたアメリカ兵の一部に、外国の漁師に、そしてマーシャル諸島の人々に。	実験を支えたアメリカ兵の一部に、外国の漁師に、そしてマーシャル諸島の人々に。
c917-1	1.000	第五福竜丸は、その後、名前を変えて水産大学の船になった。	第五。福竜丸はその後名前を変えて水産大学の船になった。	第五福竜丸は、その後、名前を変えて水産大学の船になった。
c917-2	1.000	1967年に役目を終え、ゴミの埋め立て地だった夢の島に置き去りにされた。	1967年に役目を終え、ゴミの埋め立て地だった夢の島に置き去りにされた。	せんきゅうひゃくろくじゅうななねんに役目を終え、ゴミの埋め立て地だった夢の島に置き去りにされた。
c918-1	1.000	1976年、東京都が夢の島に展示館を開き、船は公開された。	1976年、東京都が夢の島に展示館を開き、船は公開された。	せんきゅうひゃくななじゅうろくねん、東京都が夢の島に展示館を開き、船は公開された。
c918-2	0.889	いまも、そこで見ることができる。	今もそこで見ることができる。	いまも、そこで見ることができる。
c919-1	0.968	あの日まで、高く昇った雲の灰がどう落ちるかは、推し量るしかなかった。	あの日まで高く登った雲の灰がどう落ちるかは推し量るしかなかった。	あの日まで、高く昇った雲の灰がどう落ちるかは、推し量るしかなかった。
c919-2	1.000	それを十分に見込めないまま、灰は、海の上と島の上に降った。	それを十分に見込めないまま、灰は海の上と島の上に降った。	それをじゅうぶんに見込めないまま、灰は、海の上と島の上に降った。
c920-1	1.000	1954年3月1日、午前6時45分。	1954年3月1日午前6時45分	せんきゅうひゃくごじゅうよねんさんがつついたち、午前ろくじよんじゅうごふん。
c920-2	1.000	ビキニ環礁の空に上がった雲の下には、	ビキニ環礁の空に上がった雲の下には	ビキニ環礁の空に上がった雲の下には、
c920-3	1.000	やがて灰を浴びる漁船と、島の人々と、兵士たちがいた。	やがて灰を浴びる漁船と島の人々と兵士たちがいた。	やがて灰を浴びる漁船と、島の人々と、兵士たちがいた。
ed01-1	1.000	ご視聴ありがとうございました。	ご視聴ありがとうございました。	ご視聴ありがとうございました。
ed01-2	1.000	この動画が少しでも気に入れば、高評価と	この動画が少しでも気に入れば、高評価と	この動画が少しでも気に入れば、高評価と
ed01-3	1.000	チャンネル登録をお願いします。	チャンネル登録をお願いします。	チャンネル登録をお願いします。
